Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Calakmul (cmul), Campeche
Lat 18.5956 N, Lon 89.4137 W, Alt 275 masl
Time UTC-6h + 170 S correction for height position 
Greenhouse Gas data
Concentrations correspond to dry molar fractions

Time,MPVPosition,Height,CO2_Avg,CO2_SD,CH4_Avg,CH4_SD,CO_Avg,CO_SD,CO2_MPVPosition,CH4_MPVPosition,CO_MPVPosition
yyyy-mm-dd HH:MM:SS,1-5,m agl,ppm,ppm,ppb,ppb,ppb,ppm,1-5,1-5,1-5
2024-04-17 14:00:00,0.0,16.0,423.1101994730223,0.1014723569935711,1.9618949467199467,0.0011436777384332434,,,,,
2024-04-17 15:00:00,0.0,16.0,423.3369083483198,0.10894211335499561,1.9630475080475078,0.001893029943263815,,,,,
2024-04-17 16:00:00,0.0,16.0,423.3026837088611,0.09887169269959888,1.959969316017316,0.0013061954727414385,,,,,
2024-04-17 17:00:00,0.0,16.0,423.53304108777326,0.06299983669249981,1.9602203160057308,0.000548396417771925,,,,,
2024-04-17 18:00:00,0.0,16.0,425.53226455608444,0.09377455760799935,1.9658344852887224,0.0004920027600501666,,,,,
2024-04-17 19:00:00,0.0,16.0,426.61004229488753,0.11162336537869591,1.9632986327561328,0.0004062449631692433,,,,,
2024-04-17 20:00:00,0.0,16.0,427.4683975122025,0.10045932599876116,1.9643804735240604,0.00046950346370111165,,,,,
2024-04-17 21:00:00,0.0,16.0,428.7073814195891,0.10414654493371554,1.9673921828106018,0.0008001152247186766,,,,,
2024-04-17 22:00:00,0.0,16.0,430.57441982397125,0.10982632884833965,1.9660891043980173,0.00047691150446936,,,,,
2024-04-17 23:00:00,0.0,16.0,433.8535985492137,0.12212781693552424,1.970980128929042,0.000494026531272185,,,,,
2024-04-18 00:00:00,0.0,16.0,436.28811196152105,0.15556294633506068,1.9756516431394693,0.00045127560335773997,,,,,
2024-04-18 01:00:00,0.0,16.0,437.496967132237,0.19862985709177786,1.9725888292866556,0.00045085061362743997,,,,,
2024-04-18 02:00:00,0.0,16.0,438.3942817218665,0.21539467799799814,1.9700243929983061,0.0004329598080105584,,,,,
2024-04-18 03:00:00,0.0,16.0,438.0460287594486,0.24147606512608377,1.9680317272099879,0.00045316884680190165,,,,,
2024-04-18 04:00:00,0.0,16.0,434.9529615393061,0.22441506571788444,1.9684066417278374,0.0004488586543822983,,,,,
2024-04-18 05:00:00,0.0,16.0,431.1923873115583,0.14258348243155217,1.9683833145115754,0.0004802283602153666,,,,,
2024-04-18 06:00:00,0.0,16.0,428.39700792844354,0.0780467954142934,1.9816239106463676,0.0011492203605231782,,,,,
2024-04-18 07:00:00,0.0,16.0,425.1254780033068,0.08973771135463629,1.9732515767209946,0.00090484794367357,,,,,
2024-04-18 08:00:00,0.0,16.0,423.8140041300176,0.11538771865413182,1.9726343924849854,0.00107369647120191,,,,,
2024-04-18 09:00:00,0.0,16.0,425.36659834548436,0.12065585235523132,1.968699285097711,0.00067963985741513,,,,,
2024-04-18 10:00:00,0.0,16.0,424.40569134812665,0.09234039758373697,1.965038988155053,0.00067084671843134,,,,,
2024-04-18 11:00:00,0.0,16.0,424.2242970281753,0.06724598958313587,1.962418611847499,0.0006303641254492067,,,,,
2024-04-18 12:00:00,0.0,16.0,423.56522506107586,0.05610578831878624,1.9601986260116697,0.0006019704713400649,,,,,
2024-04-18 13:00:00,0.0,16.0,423.00175820521287,0.04982879822521768,1.9589300520735302,0.000501296372445135,,,,,
2024-04-18 14:00:00,0.0,16.0,423.15809059596234,0.05653620048170581,1.96069200388983,0.0005314526240986217,,,,,
2024-04-18 15:00:00,0.0,16.0,423.3080783301499,0.05032925219632411,1.963434942985758,0.0006757377133183033,,,,,
2024-04-18 16:00:00,0.0,16.0,423.5545547946507,0.0450004951164642,1.9661324063617542,0.0006077247038391051,,,,,
2024-04-18 17:00:00,0.0,16.0,424.3289541209817,0.0646861901260142,1.9701765465211118,0.0007494012375312967,,,,,
2024-04-18 18:00:00,0.0,16.0,425.99614599151374,0.1444285112782988,1.9683708984252462,0.0011285524130645183,,,,,
2024-04-18 19:00:00,0.0,16.0,426.9228605315564,0.1775500150324243,1.9673634808448734,0.00091327236272689,,,,,
2024-04-18 20:00:00,0.0,16.0,427.43521659004216,1.0392251613453662,1.966542160737813,0.008822570267651288,,,,,
2024-04-18 21:00:00,0.0,16.0,429.26779914542436,0.43995335146182485,1.9715532212885152,0.004771416928624753,,,,,
2024-04-18 22:00:00,0.0,16.0,429.5684592396231,0.11995795197467696,1.9782222578453235,0.0007993447310329251,,,,,
2024-04-18 23:00:00,0.0,16.0,431.06707430400473,0.09941538110244276,1.9675804178430267,0.00042327077151509834,,,,,
2024-04-19 00:00:00,0.0,16.0,432.8729816958864,0.1129249362162077,1.9685216709015623,0.00045434993581487497,,,,,
2024-04-19 01:00:00,0.0,16.0,434.0222612825006,0.12711546800142245,1.965266922328879,0.0004557716872436117,,,,,
2024-04-19 02:00:00,0.0,16.0,434.6277318896933,0.15201051586034364,1.967545744400527,0.00045785533383416996,,,,,
2024-04-19 03:00:00,0.0,16.0,435.6204293305024,0.13775568279867156,1.969640110734676,0.00048201391129459994,,,,,
2024-04-19 04:00:00,0.0,16.0,436.15008024983007,0.16000976915320958,1.9756104437229436,0.00046954489014751165,,,,,
2024-04-19 05:00:00,0.0,16.0,432.2050786685076,0.2243806380790664,1.9716862914862916,0.000437366176110945,,,,,
2024-04-19 06:00:00,0.0,16.0,429.1894530894166,0.0847735497375011,1.9675141257293431,0.00044552175332225337,,,,,
2024-04-19 07:00:00,0.0,16.0,425.4957041490806,0.07141763443697809,1.9658351586517349,0.00041103694133725835,,,,,
2024-04-19 08:00:00,0.0,16.0,424.2492781134606,0.1308315405515835,1.9652367181128052,0.00044911466709209497,,,,,
2024-04-19 09:00:00,0.0,16.0,424.7534036440542,0.13336432087125233,1.9662150530930422,0.00046766517747485667,,,,,
2024-04-19 10:00:00,0.0,16.0,424.5356320475738,0.11731808828920798,1.964995826275174,0.00047876747256886165,,,,,
2024-04-19 11:00:00,0.0,16.0,423.28285453915254,0.10003747697032735,1.961812748604053,0.00048287663161266834,,,,,
2024-04-19 12:00:00,0.0,16.0,423.0199157168187,0.0689746338180513,1.9603348359370096,0.0005370713867572617,,,,,
2024-04-19 13:00:00,0.0,16.0,423.15202481380413,0.06516147757636068,1.9592762547838636,0.0005599212058001516,,,,,
2024-04-19 14:00:00,0.0,16.0,423.55422164770334,0.05272636360737477,1.960840606374302,0.00051280522866071,,,,,
