Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Calakmul (cmul), Campeche
Lat 18.5956 N, Lon 89.4137 W, Alt 275 masl
Time UTC-6h
FlAGS describe the method used to calculte null values from metdata: IP = interpolation  LR= linear regresion for Temp_avg using PMT640 mass monitor
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s.1,deg,deg.1,mm,hPa,W/m^2,WDIR_flag,WDIR_avg_flag
2024-04-01 00:00:00,22.81,93.1,3.701,4.116,108.3,6.043,0.0,982.623,-0.001,,
2024-04-01 00:01:00,22.81,93.1,2.78,3.616,108.5,12.72,0.0,982.619,0.0,,
2024-04-01 00:02:00,22.81,93.1,2.56,3.065,119.3,17.15,0.0,982.63,-0.002,,
2024-04-01 00:03:00,22.76,93.2,2.358,2.882,103.0,27.59,0.0,982.618,-0.001,,
2024-04-01 00:04:00,22.76,93.2,1.977,2.849,108.5,15.88,0.0,982.634,-0.001,,
2024-04-01 00:05:00,22.73,93.3,2.416,3.866,109.0,13.01,0.0,982.627,-0.001,,
2024-04-01 00:06:00,22.72,93.4,2.82,3.881,110.2,11.53,0.0,982.634,-0.001,,
2024-04-01 00:07:00,22.71,93.5,3.162,3.631,105.7,11.66,0.0,982.623,-0.001,,
2024-04-01 00:08:00,22.69,93.6,3.415,4.349,98.6,18.29,0.0,982.639,-0.001,,
2024-04-01 00:09:00,22.67,93.6,2.096,2.849,105.3,9.14,0.0,982.642,-0.002,,
2024-04-01 00:10:00,22.67,93.6,3.055,3.849,99.7,9.25,0.0,982.638,-0.001,,
2024-04-01 00:11:00,22.66,93.6,2.402,3.182,100.5,24.47,0.0,982.644,-0.002,,
2024-04-01 00:12:00,22.62,93.7,2.249,3.499,96.0,30.16,0.0,982.631,-0.001,,
2024-04-01 00:13:00,22.63,93.8,2.474,3.283,112.4,8.98,0.0,982.609,-0.001,,
2024-04-01 00:14:00,22.62,93.8,1.061,2.132,81.7,13.13,0.0,982.582,-0.001,,
2024-04-01 00:15:00,22.58,93.7,2.205,3.866,124.7,24.89,0.0,982.556,-0.002,,
2024-04-01 00:16:00,22.58,93.8,2.849,3.482,112.3,15.0,0.0,982.532,-0.001,,
2024-04-01 00:17:00,22.53,94.1,2.938,3.516,108.1,15.94,0.0,982.505,-0.002,,
2024-04-01 00:18:00,22.53,94.1,1.522,2.649,111.0,17.48,0.0,982.464,-0.002,,
2024-04-01 00:19:00,22.53,94.1,2.844,3.815,116.0,13.36,0.0,982.453,-0.001,,
2024-04-01 00:20:00,22.53,94.2,3.283,4.381,109.8,11.36,0.0,982.418,-0.001,,
2024-04-01 00:21:00,22.54,94.2,3.368,4.315,111.8,10.59,0.0,982.401,-0.002,,
2024-04-01 00:22:00,22.53,94.2,3.876,4.714,112.3,12.04,0.0,982.381,-0.001,,
2024-04-01 00:23:00,22.53,94.2,2.1,2.882,100.9,23.56,0.0,982.383,-0.002,,
2024-04-01 00:24:00,22.53,94.2,2.083,3.465,95.4,18.3,0.0,982.37,-0.002,,
2024-04-01 00:25:00,22.49,94.2,2.293,3.283,116.6,13.81,0.0,982.377,-0.002,,
2024-04-01 00:26:00,22.49,94.2,1.652,2.215,107.4,26.7,0.0,982.386,-0.001,,
2024-04-01 00:27:00,22.48,94.3,2.666,3.332,109.4,15.2,0.0,982.399,-0.001,,
2024-04-01 00:28:00,22.44,94.4,3.201,3.766,109.5,12.77,0.0,982.417,-0.002,,
2024-04-01 00:29:00,22.44,94.5,2.052,2.433,117.3,16.1,0.0,982.409,-0.001,,
2024-04-01 00:30:00,22.44,94.5,2.011,2.616,118.4,13.53,0.0,982.414,-0.001,,
2024-04-01 00:31:00,22.4,94.5,2.355,2.866,113.9,7.223,0.0,982.386,-0.001,,
2024-04-01 00:32:00,22.4,94.6,2.411,3.715,100.4,10.61,0.0,982.36,-0.001,,
2024-04-01 00:33:00,22.39,94.7,3.266,3.981,121.1,15.12,0.0,982.337,-0.001,,
2024-04-01 00:34:00,22.39,94.8,3.541,4.199,110.5,11.71,0.0,982.305,-0.001,,
2024-04-01 00:35:00,22.4,94.8,3.208,4.748,107.4,12.35,0.0,982.274,-0.002,,
2024-04-01 00:36:00,22.4,94.8,2.241,3.116,107.2,11.14,0.0,982.28,-0.001,,
2024-04-01 00:37:00,22.37,94.8,2.625,3.631,116.1,13.76,0.0,982.27,-0.002,,
2024-04-01 00:38:00,22.35,94.8,3.232,4.616,100.8,11.74,0.0,982.261,-0.001,,
2024-04-01 00:39:00,22.35,94.9,3.315,4.282,114.2,13.24,0.0,982.278,-0.002,,
2024-04-01 00:40:00,22.35,94.9,3.131,4.714,123.6,13.08,0.0,982.278,-0.001,,
2024-04-01 00:41:00,22.35,94.9,2.485,3.033,110.1,12.26,0.0,982.268,-0.001,,
2024-04-01 00:42:00,22.33,94.9,1.732,2.132,113.1,12.37,0.0,982.271,-0.001,,
2024-04-01 00:43:00,22.3,95.0,3.038,4.998,110.8,10.83,0.0,982.26,-0.001,,
2024-04-01 00:44:00,22.3,95.1,2.963,3.932,106.1,14.48,0.0,982.237,-0.001,,
2024-04-01 00:45:00,22.31,95.1,2.237,2.916,108.8,17.76,0.0,982.244,-0.001,,
2024-04-01 00:46:00,22.3,95.1,3.135,3.932,110.6,3.313,0.0,982.261,-0.001,,
2024-04-01 00:47:00,22.3,95.1,2.829,3.131,107.3,20.45,0.0,982.263,-0.001,,
2024-04-01 00:48:00,22.28,95.1,2.635,4.565,108.9,10.76,0.0,982.26,-0.001,,
2024-04-01 00:49:00,22.26,95.2,2.193,2.849,123.2,10.78,0.0,982.273,-0.001,,
2024-04-01 00:50:00,22.26,95.2,3.215,4.315,121.1,6.18,0.0,982.248,-0.001,,
2024-04-01 00:51:00,22.26,95.2,2.737,3.315,107.4,21.42,0.0,982.246,-0.001,,
2024-04-01 00:52:00,22.25,95.2,2.329,2.649,108.2,8.61,0.0,982.244,-0.001,,
2024-04-01 00:53:00,22.26,95.2,2.783,3.182,111.5,15.18,0.0,982.239,-0.001,,
2024-04-01 00:54:00,22.22,95.3,2.305,2.749,113.4,17.07,0.0,982.214,-0.001,,
2024-04-01 00:55:00,22.21,95.3,2.222,2.749,101.1,12.58,0.0,982.188,-0.002,,
2024-04-01 00:56:00,22.21,95.4,2.693,3.915,103.9,10.51,0.0,982.153,-0.001,,
2024-04-01 00:57:00,22.21,95.5,3.624,4.231,104.2,15.72,0.0,982.13,-0.002,,
2024-04-01 00:58:00,22.21,95.5,2.669,3.499,105.6,12.31,0.0,982.12,-0.001,,
2024-04-01 00:59:00,22.21,95.5,2.451,2.899,105.4,12.97,0.0,982.119,-0.001,,
2024-04-01 01:00:00,22.2,95.5,2.701,3.266,116.2,13.76,0.0,982.112,-0.001,,
2024-04-01 01:01:00,22.17,95.5,3.205,4.214,112.4,17.27,0.0,982.104,-0.001,,
2024-04-01 01:02:00,22.17,95.5,3.783,4.865,112.9,9.49,0.0,982.106,-0.001,,
2024-04-01 01:03:00,22.17,95.6,2.746,3.298,95.3,11.31,0.0,982.108,-0.001,,
2024-04-01 01:04:00,22.16,95.6,2.749,3.565,110.7,9.51,0.0,982.098,-0.001,,
2024-04-01 01:05:00,22.17,95.6,3.121,3.815,113.6,14.99,0.0,982.094,-0.001,,
2024-04-01 01:06:00,22.17,95.6,3.13,4.131,102.9,24.51,0.0,982.087,-0.001,,
2024-04-01 01:07:00,22.13,95.6,2.263,3.266,112.8,19.77,0.0,982.087,-0.002,,
2024-04-01 01:08:00,22.12,95.7,3.223,3.665,108.2,11.55,0.0,982.086,-0.001,,
2024-04-01 01:09:00,22.12,95.7,3.104,3.898,114.6,13.64,0.0,982.093,-0.002,,
2024-04-01 01:10:00,22.12,95.8,3.351,3.783,94.9,11.64,0.0,982.11,-0.001,,
2024-04-01 01:11:00,22.12,95.8,2.477,3.898,99.2,15.22,0.0,982.1,-0.001,,
2024-04-01 01:12:00,22.12,95.7,3.191,4.765,110.3,14.81,0.0,982.107,-0.002,,
2024-04-01 01:13:00,22.12,95.8,1.965,2.815,83.2,8.84,0.0,982.107,-0.001,,
2024-04-01 01:14:00,22.12,95.7,1.846,3.116,93.6,20.92,0.0,982.116,-0.001,,
2024-04-01 01:15:00,22.07,95.7,2.412,3.449,107.5,16.99,0.0,982.11,-0.001,,
2024-04-01 01:16:00,22.08,95.8,4.315,5.248,101.1,11.74,0.0,982.102,-0.001,,
2024-04-01 01:17:00,22.08,95.9,3.232,4.065,96.6,8.07,0.0,982.11,-0.001,,
2024-04-01 01:18:00,22.07,95.9,2.28,3.199,90.8,35.57,0.0,982.108,-0.001,,
2024-04-01 01:19:00,22.08,95.9,2.579,3.749,105.7,14.75,0.0,982.093,-0.001,,
2024-04-01 01:20:00,22.08,95.9,2.78,3.432,99.3,27.63,0.0,982.09,-0.002,,
2024-04-01 01:21:00,22.07,95.9,1.838,3.449,99.3,25.39,0.0,982.097,-0.001,,
2024-04-01 01:22:00,22.08,95.9,3.237,4.148,105.1,13.19,0.0,982.094,-0.001,,
2024-04-01 01:23:00,22.08,95.9,2.596,3.981,110.6,25.77,0.0,982.074,-0.001,,
2024-04-01 01:24:00,22.07,95.9,2.525,3.832,92.7,14.58,0.0,982.05,-0.001,,
2024-04-01 01:25:00,22.08,95.9,2.7,3.599,109.9,7.519,0.0,982.059,-0.001,,
2024-04-01 01:26:00,22.08,96.0,1.924,2.965,104.9,16.3,0.0,982.058,-0.001,,
2024-04-01 01:27:00,22.07,95.9,2.091,2.982,99.0,12.76,0.0,982.057,-0.001,,
2024-04-01 01:28:00,22.07,96.0,3.138,4.048,109.9,14.95,0.0,982.064,-0.001,,
2024-04-01 01:29:00,22.08,96.0,3.313,3.582,104.7,9.58,0.0,982.052,-0.001,,
2024-04-01 01:30:00,22.08,96.1,3.446,3.915,106.5,15.39,0.0,982.044,-0.001,,
2024-04-01 01:31:00,22.07,96.1,2.859,3.964,102.7,20.04,0.0,982.049,-0.001,,
2024-04-01 01:32:00,22.08,96.1,3.349,4.682,104.4,18.87,0.0,982.036,-0.001,,
2024-04-01 01:33:00,22.07,96.1,1.863,2.249,110.1,13.08,0.0,982.05,-0.001,,
2024-04-01 01:34:00,22.04,96.1,2.99,4.099,102.7,11.92,0.0,982.058,0.0,,
2024-04-01 01:35:00,22.03,96.2,2.902,3.381,97.9,13.02,0.0,982.057,-0.001,,
2024-04-01 01:36:00,22.03,96.1,2.705,3.465,109.9,9.31,0.0,982.048,-0.001,,
2024-04-01 01:37:00,22.03,96.1,2.635,3.199,110.0,8.23,0.0,982.063,-0.001,,
2024-04-01 01:38:00,22.03,96.1,2.389,3.548,102.3,11.73,0.0,982.048,-0.001,,
2024-04-01 01:39:00,22.03,96.1,2.358,3.283,113.3,17.79,0.0,982.049,-0.001,,
2024-04-01 01:40:00,22.03,96.1,2.749,4.032,121.9,10.58,0.0,982.06,-0.001,,
2024-04-01 01:41:00,22.03,96.1,3.21,4.182,116.5,10.98,0.0,982.073,-0.001,,
2024-04-01 01:42:00,22.03,96.2,2.927,4.165,96.5,12.7,0.0,982.086,-0.001,,
2024-04-01 01:43:00,22.03,96.2,3.131,4.315,112.3,7.242,0.0,982.116,-0.001,,
2024-04-01 01:44:00,22.03,96.2,2.722,3.465,103.9,17.76,0.0,982.112,-0.001,,
2024-04-01 01:45:00,22.03,96.2,1.763,2.249,114.6,20.1,0.0,982.126,-0.001,,
2024-04-01 01:46:00,22.03,96.2,3.587,5.064,109.2,4.188,0.0,982.121,-0.001,,
2024-04-01 01:47:00,22.03,96.2,3.315,4.381,113.7,7.019,0.0,982.125,-0.002,,
2024-04-01 01:48:00,22.05,96.2,2.744,3.398,114.0,9.04,0.0,982.108,-0.001,,
2024-04-01 01:49:00,22.08,96.1,2.888,3.298,112.6,17.59,0.0,982.109,-0.001,,
2024-04-01 01:50:00,22.08,96.1,2.904,3.682,117.2,2.104,0.0,982.108,-0.002,,
2024-04-01 01:51:00,22.08,96.1,2.61,3.631,114.7,5.977,0.0,982.099,-0.001,,
2024-04-01 01:52:00,22.08,96.0,2.219,3.533,118.4,18.05,0.0,982.084,-0.002,,
2024-04-01 01:53:00,22.08,96.0,3.48,4.398,117.9,10.13,0.0,982.069,-0.002,,
2024-04-01 01:54:00,22.12,96.0,2.746,3.381,128.7,13.78,0.0,982.027,-0.001,,
2024-04-01 01:55:00,22.12,96.0,3.135,4.481,113.0,12.84,0.0,981.992,-0.001,,
2024-04-01 01:56:00,22.12,96.0,2.662,3.199,113.6,16.23,0.0,981.994,-0.001,,
2024-04-01 01:57:00,22.12,96.0,2.139,2.965,111.8,16.82,0.0,981.975,-0.001,,
2024-04-01 01:58:00,22.12,96.0,2.749,3.631,114.0,19.36,0.0,981.968,-0.001,,
2024-04-01 01:59:00,22.12,96.0,3.516,4.248,115.5,9.42,0.0,981.966,-0.001,,
2024-04-01 02:00:00,22.12,95.9,2.963,3.449,110.3,13.24,0.0,981.964,-0.001,,
2024-04-01 02:01:00,22.12,95.9,2.043,2.533,112.0,20.88,0.0,981.98,-0.002,,
2024-04-01 02:02:00,22.12,95.9,2.858,3.749,120.7,13.09,0.0,981.991,-0.001,,
2024-04-01 02:03:00,22.16,95.9,2.797,3.332,125.6,15.12,0.0,982.015,-0.001,,
2024-04-01 02:04:00,22.17,95.8,2.263,3.048,114.7,19.12,0.0,982.012,-0.002,,
2024-04-01 02:05:00,22.17,95.8,1.666,2.117,111.1,15.89,0.0,982.01,-0.002,,
2024-04-01 02:06:00,22.17,95.8,2.513,3.232,109.5,4.32,0.0,982.006,-0.001,,
2024-04-01 02:07:00,22.17,95.8,2.254,3.548,94.3,9.58,0.0,981.993,-0.001,,
2024-04-01 02:08:00,22.17,95.8,1.833,2.783,105.9,15.83,0.0,981.986,-0.001,,
2024-04-01 02:09:00,22.17,95.7,3.148,4.631,117.6,17.71,0.0,981.967,-0.001,,
2024-04-01 02:10:00,22.17,95.7,1.858,3.148,100.4,12.87,0.0,981.952,-0.001,,
2024-04-01 02:11:00,22.17,95.7,2.61,3.165,115.2,14.9,0.0,981.934,-0.001,,
2024-04-01 02:12:00,22.17,95.7,2.052,2.899,111.3,12.07,0.0,981.926,-0.001,,
2024-04-01 02:13:00,22.17,95.7,3.06,3.533,105.6,10.3,0.0,981.916,-0.001,,
2024-04-01 02:14:00,22.17,95.8,2.885,3.631,117.8,8.31,0.0,981.905,-0.001,,
2024-04-01 02:15:00,22.17,95.7,1.845,2.982,104.7,10.75,0.0,981.874,-0.001,,
2024-04-01 02:16:00,22.17,95.7,2.706,3.881,114.2,10.28,0.0,981.847,-0.001,,
2024-04-01 02:17:00,22.17,95.7,2.7,3.499,118.4,21.84,0.0,981.848,-0.001,,
2024-04-01 02:18:00,22.17,95.8,1.618,2.1,106.1,12.2,0.0,981.853,-0.001,,
2024-04-01 02:19:00,22.17,95.8,2.96,4.015,117.6,21.14,0.0,981.848,-0.001,,
2024-04-01 02:20:00,22.17,95.9,3.363,4.498,116.6,15.53,0.0,981.85,-0.001,,
2024-04-01 02:21:00,22.17,95.9,3.063,3.482,116.8,15.43,0.0,981.837,-0.001,,
2024-04-01 02:22:00,22.17,95.9,3.257,4.116,104.7,8.85,0.0,981.826,-0.001,,
2024-04-01 02:23:00,22.17,95.9,2.902,3.949,107.7,14.36,0.0,981.821,-0.001,,
2024-04-01 02:24:00,22.16,95.8,2.985,3.482,109.9,7.321,0.0,981.83,-0.001,,
2024-04-01 02:25:00,22.17,95.8,2.411,3.465,107.4,12.79,0.0,981.842,-0.001,,
2024-04-01 02:26:00,22.17,95.9,2.63,3.332,126.2,20.37,0.0,981.854,-0.001,,
2024-04-01 02:27:00,22.17,95.9,3.555,4.065,115.6,15.99,0.0,981.866,-0.001,,
2024-04-01 02:28:00,22.17,96.0,2.618,3.516,105.6,12.14,0.0,981.866,-0.001,,
2024-04-01 02:29:00,22.17,95.9,1.452,2.732,115.4,20.93,0.0,981.872,-0.002,,
2024-04-01 02:30:00,22.14,95.9,1.95,2.666,103.2,17.92,0.0,981.885,-0.001,,
2024-04-01 02:31:00,22.12,96.0,2.88,3.749,101.3,15.58,0.0,981.898,-0.001,,
2024-04-01 02:32:00,22.12,96.0,2.96,4.248,95.8,23.4,0.0,981.916,-0.001,,
2024-04-01 02:33:00,22.12,96.1,1.54,2.548,100.1,13.13,0.0,981.92,-0.001,,
2024-04-01 02:34:00,22.12,96.0,2.604,3.315,105.8,16.29,0.0,981.918,-0.001,,
2024-04-01 02:35:00,22.12,96.0,2.625,3.199,103.2,15.52,0.0,981.922,-0.002,,
2024-04-01 02:36:00,22.12,96.1,3.232,4.165,101.6,22.14,0.0,981.901,-0.001,,
2024-04-01 02:37:00,22.12,96.1,2.662,3.131,118.8,15.34,0.0,981.916,-0.001,,
2024-04-01 02:38:00,22.11,96.2,2.57,3.465,117.9,15.7,0.0,981.895,-0.001,,
2024-04-01 02:39:00,22.08,96.2,3.018,3.866,110.2,9.5,0.0,981.905,-0.001,,
2024-04-01 02:40:00,22.07,96.2,3.182,4.616,106.4,11.83,0.0,981.888,-0.002,,
2024-04-01 02:41:00,22.07,96.3,3.012,3.715,114.9,13.44,0.0,981.877,-0.001,,
2024-04-01 02:42:00,22.08,96.3,2.266,3.533,109.4,11.58,0.0,981.847,-0.001,,
2024-04-01 02:43:00,22.08,96.3,2.771,3.533,113.9,13.83,0.0,981.841,-0.001,,
2024-04-01 02:44:00,22.07,96.3,3.227,3.815,110.1,7.374,0.0,981.82,-0.001,,
2024-04-01 02:45:00,22.04,96.3,3.346,4.082,106.6,14.86,0.0,981.82,-0.001,,
2024-04-01 02:46:00,22.03,96.4,2.169,2.548,113.6,11.44,0.0,981.823,-0.001,,
2024-04-01 02:47:00,22.03,96.4,2.569,3.283,98.5,14.49,0.0,981.841,-0.001,,
2024-04-01 02:48:00,22.03,96.5,2.385,3.116,112.9,15.8,0.0,981.85,-0.001,,
2024-04-01 02:49:00,22.03,96.4,2.574,3.849,102.3,24.84,0.0,981.851,-0.001,,
2024-04-01 02:50:00,22.03,96.5,2.582,3.349,104.8,15.21,0.0,981.846,-0.001,,
2024-04-01 02:51:00,22.03,96.5,2.139,2.916,111.9,17.97,0.0,981.834,-0.001,,
2024-04-01 02:52:00,22.02,96.5,2.754,3.266,106.9,14.12,0.0,981.84,-0.002,,
2024-04-01 02:53:00,21.98,96.6,3.077,3.783,102.9,8.61,0.0,981.84,-0.001,,
2024-04-01 02:54:00,21.98,96.6,2.171,2.649,116.9,9.56,0.0,981.852,-0.001,,
2024-04-01 02:55:00,21.99,96.6,2.805,3.631,106.5,8.68,0.0,981.852,-0.001,,
2024-04-01 02:56:00,21.99,96.6,2.016,2.382,114.5,11.9,0.0,981.843,-0.001,,
2024-04-01 02:57:00,21.98,96.6,2.574,3.749,104.8,10.48,0.0,981.837,-0.001,,
2024-04-01 02:58:00,21.98,96.6,2.491,3.315,113.9,12.31,0.0,981.833,-0.001,,
2024-04-01 02:59:00,21.99,96.7,3.857,5.115,113.6,14.28,0.0,981.826,-0.001,,
2024-04-01 03:00:00,21.98,96.8,2.45,2.666,117.6,16.75,0.0,981.831,-0.001,,
2024-04-01 03:01:00,21.98,96.7,2.077,3.215,117.7,7.054,0.0,981.838,0.0,,
2024-04-01 03:02:00,21.98,96.7,2.38,3.249,104.6,15.15,0.0,981.842,-0.001,,
2024-04-01 03:03:00,21.99,96.7,2.774,3.582,104.9,9.05,0.0,981.831,-0.001,,
2024-04-01 03:04:00,21.94,96.8,3.021,3.798,102.2,8.39,0.0,981.827,-0.001,,
2024-04-01 03:05:00,21.94,96.8,3.329,4.015,105.8,24.17,0.0,981.846,0.0,,
2024-04-01 03:06:00,21.94,96.8,2.338,3.033,109.5,6.63,0.0,981.851,-0.001,,
2024-04-01 03:07:00,21.94,96.9,2.496,2.866,101.5,10.05,0.0,981.859,-0.001,,
2024-04-01 03:08:00,21.94,96.9,1.632,2.433,112.4,15.74,0.0,981.857,-0.001,,
2024-04-01 03:09:00,21.94,96.8,2.965,3.766,102.6,9.55,0.0,981.877,-0.001,,
2024-04-01 03:10:00,21.94,96.9,2.298,3.215,109.8,12.92,0.0,981.879,-0.001,,
2024-04-01 03:11:00,21.94,96.9,2.424,2.982,92.6,7.714,0.0,981.889,-0.001,,
2024-04-01 03:12:00,21.9,96.9,2.003,2.366,111.9,9.25,0.0,981.898,-0.001,,
2024-04-01 03:13:00,21.89,97.0,2.047,2.499,108.3,17.76,0.0,981.894,-0.001,,
2024-04-01 03:14:00,21.89,97.0,2.468,4.131,104.2,19.28,0.0,981.899,-0.001,,
2024-04-01 03:15:00,21.89,97.0,2.421,3.699,104.0,12.96,0.0,981.905,-0.001,,
2024-04-01 03:16:00,21.89,97.0,2.674,4.048,116.0,8.01,0.0,981.903,-0.001,,
2024-04-01 03:17:00,21.89,97.1,3.227,3.749,107.8,11.0,0.0,981.903,-0.001,,
2024-04-01 03:18:00,21.89,97.0,1.907,2.616,107.5,5.373,0.0,981.912,-0.001,,
2024-04-01 03:19:00,21.89,97.0,2.135,4.099,109.1,18.23,0.0,981.904,-0.001,,
2024-04-01 03:20:00,21.89,97.0,2.117,2.582,100.2,17.33,0.0,981.911,-0.001,,
2024-04-01 03:21:00,21.89,97.0,2.661,3.449,109.8,17.02,0.0,981.915,-0.001,,
2024-04-01 03:22:00,21.89,97.1,2.625,3.283,107.2,12.69,0.0,981.909,-0.001,,
2024-04-01 03:23:00,21.9,97.1,2.23,2.465,107.9,16.79,0.0,981.92,-0.001,,
2024-04-01 03:24:00,21.89,97.1,2.069,3.099,114.4,19.27,0.0,981.911,-0.001,,
2024-04-01 03:25:00,21.89,97.1,2.73,4.231,113.2,13.14,0.0,981.902,-0.001,,
2024-04-01 03:26:00,21.85,97.2,2.071,2.815,110.7,15.9,0.0,981.917,-0.001,,
2024-04-01 03:27:00,21.85,97.2,2.368,3.283,96.5,14.66,0.0,981.918,-0.001,,
2024-04-01 03:28:00,21.85,97.2,2.722,3.682,104.9,8.42,0.0,981.923,-0.001,,
2024-04-01 03:29:00,21.85,97.3,3.388,4.599,111.4,11.33,0.0,981.926,-0.001,,
2024-04-01 03:30:00,21.85,97.3,2.873,3.881,106.0,17.45,0.0,981.929,-0.001,,
2024-04-01 03:31:00,21.85,97.3,3.086,4.131,113.2,11.26,0.0,981.94,-0.001,,
2024-04-01 03:32:00,21.85,97.3,2.564,3.449,107.3,10.95,0.0,981.925,0.0,,
2024-04-01 03:33:00,21.85,97.3,1.794,2.616,106.4,13.51,0.0,981.94,-0.001,,
2024-04-01 03:34:00,21.85,97.2,2.735,3.665,117.8,6.727,0.0,981.943,-0.001,,
2024-04-01 03:35:00,21.85,97.3,1.766,2.616,97.9,15.73,0.0,981.951,-0.001,,
2024-04-01 03:36:00,21.85,97.2,3.048,4.048,106.0,13.84,0.0,981.946,-0.001,,
2024-04-01 03:37:00,21.85,97.3,3.529,4.714,101.3,6.591,0.0,981.961,-0.002,,
2024-04-01 03:38:00,21.85,97.3,1.333,2.433,99.4,12.94,0.0,981.967,-0.001,,
2024-04-01 03:39:00,21.85,97.2,2.283,3.065,90.6,15.42,0.0,981.971,-0.002,,
2024-04-01 03:40:00,21.85,97.2,1.913,2.349,106.4,20.42,0.0,981.966,0.0,,
2024-04-01 03:41:00,21.85,97.2,1.669,2.798,111.3,12.95,0.0,981.967,-0.001,,
2024-04-01 03:42:00,21.85,97.2,2.429,3.249,91.0,21.45,0.0,981.974,-0.001,,
2024-04-01 03:43:00,21.84,97.3,1.552,1.965,104.3,18.14,0.0,981.982,-0.001,,
2024-04-01 03:44:00,21.85,97.3,1.867,3.131,101.9,20.28,0.0,981.993,-0.001,,
2024-04-01 03:45:00,21.8,97.3,3.222,3.898,106.8,16.16,0.0,981.983,-0.001,,
2024-04-01 03:46:00,21.8,97.4,2.094,2.715,108.7,11.21,0.0,981.985,-0.001,,
2024-04-01 03:47:00,21.8,97.3,1.125,1.35,94.8,26.44,0.0,981.976,-0.001,,
2024-04-01 03:48:00,21.8,97.3,1.375,2.616,105.9,9.88,0.0,981.965,-0.001,,
2024-04-01 03:49:00,21.8,97.3,2.249,3.199,103.6,11.57,0.0,981.96,-0.001,,
2024-04-01 03:50:00,21.8,97.4,1.845,2.533,108.2,11.89,0.0,981.955,-0.001,,
2024-04-01 03:51:00,21.8,97.4,2.28,3.465,102.5,19.99,0.0,981.951,-0.001,,
2024-04-01 03:52:00,21.75,97.4,1.829,2.7,92.6,13.78,0.0,981.949,-0.001,,
2024-04-01 03:53:00,21.76,97.4,2.56,3.148,91.2,18.93,0.0,981.96,-0.001,,
2024-04-01 03:54:00,21.76,97.5,0.768,1.1,91.8,36.02,0.0,981.963,-0.001,,
2024-04-01 03:55:00,21.75,97.4,1.372,2.049,113.3,11.72,0.0,981.974,-0.001,,
2024-04-01 03:56:00,21.76,97.5,1.68,2.266,98.5,17.89,0.0,981.984,-0.001,,
2024-04-01 03:57:00,21.76,97.5,2.771,3.631,99.5,16.52,0.0,981.968,-0.001,,
2024-04-01 03:58:00,21.75,97.5,1.899,2.7,95.5,19.62,0.0,981.988,-0.001,,
2024-04-01 03:59:00,21.76,97.4,1.663,1.882,90.3,10.49,0.0,981.982,-0.001,,
2024-04-01 04:00:00,21.76,97.4,2.723,3.415,112.1,16.23,0.0,981.951,-0.001,,
2024-04-01 04:01:00,21.75,97.5,2.283,3.665,97.9,14.25,0.0,981.96,-0.001,,
2024-04-01 04:02:00,21.76,97.5,2.307,3.415,106.5,13.71,0.0,981.97,-0.001,,
2024-04-01 04:03:00,21.76,97.6,3.573,4.015,103.3,8.39,0.0,981.95,-0.001,,
2024-04-01 04:04:00,21.75,97.6,3.109,4.332,97.9,20.56,0.0,981.962,-0.001,,
2024-04-01 04:05:00,21.76,97.6,3.21,4.415,95.4,20.1,0.0,981.951,-0.001,,
2024-04-01 04:06:00,21.76,97.6,2.968,3.249,108.1,12.16,0.0,981.955,-0.001,,
2024-04-01 04:07:00,21.75,97.6,2.662,3.033,110.0,7.519,0.0,981.966,-0.001,,
2024-04-01 04:08:00,21.76,97.5,2.557,3.232,110.6,12.23,0.0,981.972,-0.001,,
2024-04-01 04:09:00,21.76,97.5,1.935,2.766,96.0,26.45,0.0,981.98,-0.001,,
2024-04-01 04:10:00,21.75,97.4,2.661,3.165,101.2,15.82,0.0,981.984,-0.001,,
2024-04-01 04:11:00,21.76,97.5,2.494,3.016,116.1,17.71,0.0,981.99,-0.001,,
2024-04-01 04:12:00,21.76,97.6,2.407,2.916,106.9,16.44,0.0,982.007,-0.001,,
2024-04-01 04:13:00,21.76,97.5,3.104,4.048,107.1,3.058,0.0,982.015,-0.001,,
2024-04-01 04:14:00,21.75,97.6,2.511,3.631,102.2,18.82,0.0,982.017,-0.001,,
2024-04-01 04:15:00,21.76,97.6,3.46,3.915,103.4,8.98,0.0,982.02,-0.001,,
2024-04-01 04:16:00,21.76,97.6,2.118,2.965,103.9,15.02,0.0,982.017,-0.001,,
2024-04-01 04:17:00,21.76,97.6,1.897,2.882,95.2,20.76,0.0,982.031,-0.001,,
2024-04-01 04:18:00,21.76,97.5,2.275,2.916,104.8,14.88,0.0,982.022,-0.001,,
2024-04-01 04:19:00,21.76,97.6,2.463,3.749,109.7,10.63,0.0,982.038,-0.001,,
2024-04-01 04:20:00,21.76,97.6,2.586,3.482,112.4,11.26,0.0,982.042,-0.001,,
2024-04-01 04:21:00,21.76,97.6,2.366,3.131,112.1,13.76,0.0,982.053,0.0,,
2024-04-01 04:22:00,21.76,97.6,2.154,2.749,102.8,21.55,0.0,982.06,-0.001,,
