Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Calakmul (cmul), Campeche
Lat 18.5956 N, Lon 89.4137 W, Alt 275 masl
Time UTC-6h
FlAGS describe the method used to calculte null values from metdata: IP = interpolation  LR= linear regresion for Temp_avg using PMT640 mass monitor
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s.1,deg,deg.1,mm,hPa,W/m^2,Temp_flag,RH_flag,WDIR_flag,WDIR_avg_flag
2024-02-04 20:16:00,24.82,82.3,1.346,2.565,288.9,31.29,0.0,975.445,-0.002,,,,
2024-02-04 20:17:00,22.74745069182019,82.5,0.724,1.034,293.7,23.59,0.0,975.463,-0.002,LR,IP,,
2024-02-04 20:18:00,22.710818805766547,82.8,1.425,1.683,314.7,39.8,0.0,975.48,-0.002,LR,IP,,
2024-02-04 20:19:00,22.684982184353004,82.9,1.013,1.632,287.4,26.92,0.0,975.51,-0.001,LR,IP,,
2024-02-04 20:20:00,24.99,83.7,1.35,1.799,309.5,28.97,0.0,975.537,-0.002,,,,
2024-02-04 20:21:00,24.54,83.0,0.961,1.833,288.7,26.65,0.0,975.537,-0.002,,,,
2024-02-04 20:22:00,23.7,83.6,1.542,1.95,311.3,21.52,0.0,975.545,-0.002,,,,
2024-02-04 20:23:00,23.43,82.7,1.149,1.899,303.9,13.13,0.0,975.558,-0.002,,,,
2024-02-04 20:24:00,23.42,83.2,1.868,2.266,312.0,6.883,0.0,975.574,-0.002,,,,
2024-02-04 20:25:00,23.52,83.1,1.999,2.565,305.4,16.99,0.0,975.578,-0.002,,,,
2024-02-04 20:26:00,23.71,83.2,1.397,2.016,303.6,19.7,0.0,975.584,-0.002,,,,
2024-02-04 20:27:00,23.72,83.5,1.306,2.465,319.1,29.26,0.0,975.612,-0.002,,,,
2024-02-04 20:28:00,23.65,83.8,1.833,2.499,311.8,10.89,0.0,975.627,-0.002,,,,
2024-02-04 20:29:00,23.52,83.6,1.654,2.499,305.3,16.52,0.0,975.632,-0.002,,,,
2024-02-04 20:30:00,23.43,83.5,1.188,1.649,295.3,22.17,0.0,975.649,-0.002,,,,
2024-02-04 20:31:00,23.4,83.6,1.724,2.516,309.7,11.26,0.0,975.652,-0.002,,,,
2024-02-04 20:32:00,23.53,83.4,1.193,2.033,281.5,14.11,0.0,975.656,-0.001,,,,
2024-02-04 20:33:00,23.54,84.0,1.012,1.649,284.5,10.55,0.0,975.682,-0.002,,,,
2024-02-04 20:34:00,23.4,83.5,1.632,2.016,300.8,24.43,0.0,975.682,-0.002,,,,
2024-02-04 20:35:00,23.27,83.6,0.627,1.7,294.5,7.777,0.0,975.688,-0.002,,,,
2024-02-04 20:36:00,23.04,84.0,1.622,2.033,324.4,34.26,0.0,975.696,-0.002,,,,
2024-02-04 20:37:00,22.99,84.2,2.123,2.832,302.0,10.38,0.0,975.71,-0.001,,,,
2024-02-04 20:38:00,22.96,84.4,1.654,2.083,306.7,14.14,0.0,975.726,-0.002,,,,
2024-02-04 20:39:00,23.12,84.8,1.175,1.933,307.7,25.9,0.0,975.742,-0.002,,,,
2024-02-04 20:40:00,23.5,84.4,1.516,2.832,292.2,21.17,0.0,975.757,-0.002,,,,
2024-02-04 20:41:00,23.27,84.5,1.158,2.132,313.8,28.57,0.0,975.754,-0.001,,,,
2024-02-04 20:42:00,23.3,84.6,1.566,2.482,298.3,29.79,0.0,975.766,-0.002,,,,
2024-02-04 20:43:00,23.31,84.4,0.785,1.183,302.3,49.47,0.0,975.779,-0.002,,,,
2024-02-04 20:44:00,23.18,83.9,1.216,1.499,284.5,13.18,0.0,975.781,-0.002,,,,
2024-02-04 20:45:00,23.01,83.9,0.921,1.117,293.5,22.59,0.0,975.787,-0.002,,,,
2024-02-04 20:46:00,23.07,84.0,0.983,1.482,294.4,19.2,0.0,975.789,-0.001,,,,
2024-02-04 20:47:00,22.98,83.9,0.631,1.1,301.8,23.41,0.0,975.804,-0.002,,,,
2024-02-04 20:48:00,22.86,84.0,0.672,0.933,321.7,20.44,0.0,975.814,-0.001,,,,
2024-02-04 20:49:00,22.82,84.0,1.238,1.533,300.8,31.64,0.0,975.822,-0.002,,,,
2024-02-04 20:50:00,22.83,84.2,1.207,1.499,307.0,25.56,0.0,975.843,-0.002,,,,
2024-02-04 20:51:00,22.76,84.8,0.784,1.617,341.6,40.8,0.0,975.855,-0.001,,,,
2024-02-04 20:52:00,22.78,84.6,1.671,2.399,320.6,18.92,0.0,975.86,-0.002,,,,
2024-02-04 20:53:00,22.77,85.2,1.299,1.867,321.3,25.84,0.0,975.881,-0.001,,,,
2024-02-04 20:54:00,22.7,85.2,0.877,1.017,304.7,20.62,0.0,975.892,-0.002,,,,
2024-02-04 20:55:00,22.64,85.1,1.052,1.45,315.1,21.8,0.0,975.905,-0.001,,,,
2024-02-04 20:56:00,22.59,85.0,1.35,1.583,303.9,10.53,0.0,975.917,-0.002,,,,
2024-02-04 20:57:00,22.57,85.7,2.105,2.616,291.4,42.51,0.0,975.925,-0.001,,,,
2024-02-04 20:58:00,22.57,85.7,1.241,2.232,313.5,15.8,0.0,975.943,-0.002,,,,
2024-02-04 20:59:00,22.52,85.6,1.758,2.499,317.1,9.46,0.0,975.957,-0.002,,,,
2024-02-04 21:00:00,22.55,85.4,2.064,2.616,311.1,6.126,0.0,975.985,-0.001,,,,
2024-02-04 21:01:00,22.55,85.4,1.991,2.749,304.8,12.56,0.0,975.998,-0.002,,,,
2024-02-04 21:02:00,22.53,85.2,1.367,1.982,281.0,15.91,0.0,976.02,-0.002,,,,
2024-02-04 21:03:00,22.53,85.1,1.595,2.382,326.7,23.58,0.0,976.029,-0.002,,,,
2024-02-04 21:04:00,22.52,85.2,1.508,2.132,303.4,29.68,0.0,976.05,-0.002,,,,
2024-02-04 21:05:00,22.52,85.2,1.428,1.916,303.5,22.69,0.0,976.07,-0.001,,,,
2024-02-04 21:06:00,22.47,85.3,2.057,2.533,305.8,10.23,0.0,976.07,-0.002,,,,
2024-02-04 21:07:00,22.47,85.4,0.986,1.982,331.3,11.46,0.0,976.091,-0.002,,,,
2024-02-04 21:08:00,22.5,85.4,1.244,1.632,306.3,20.01,0.0,976.104,-0.002,,,,
2024-02-04 21:09:00,22.53,85.6,1.28,1.7,306.1,18.35,0.0,976.117,-0.001,,,,
2024-02-04 21:10:00,22.48,85.6,1.579,2.183,301.2,18.88,0.0,976.125,-0.002,,,,
2024-02-04 21:11:00,22.46,85.6,1.022,2.033,316.3,13.71,0.0,976.131,-0.002,,,,
2024-02-04 21:12:00,22.39,85.9,1.329,2.349,294.6,26.04,0.0,976.136,-0.002,,,,
2024-02-04 21:13:00,22.37,85.8,0.763,1.732,322.8,21.12,0.0,976.144,-0.001,,,,
2024-02-04 21:14:00,22.38,85.7,1.18,2.066,296.1,28.59,0.0,976.146,-0.001,,,,
2024-02-04 21:15:00,22.38,86.4,1.464,2.083,305.9,5.082,0.0,976.164,-0.002,,,,
2024-02-04 21:16:00,22.35,86.3,1.824,2.715,313.2,11.68,0.0,976.17,-0.001,,,,
2024-02-04 21:17:00,22.35,86.1,1.442,1.799,317.1,12.28,0.0,976.172,-0.002,,,,
2024-02-04 21:18:00,22.31,86.3,1.867,2.849,315.7,17.45,0.0,976.174,-0.002,,,,
2024-02-04 21:19:00,22.31,86.2,1.491,1.85,315.4,16.55,0.0,976.183,-0.002,,,,
2024-02-04 21:20:00,22.29,86.1,1.294,1.583,290.2,13.24,0.0,976.21,-0.001,,,,
2024-02-04 21:21:00,22.26,86.5,1.477,2.616,316.6,32.95,0.0,976.226,-0.002,,,,
2024-02-04 21:22:00,22.24,86.4,1.617,2.183,308.9,13.58,0.0,976.252,-0.001,,,,
2024-02-04 21:23:00,22.22,86.8,1.533,2.117,308.0,12.03,0.0,976.264,-0.002,,,,
2024-02-04 21:24:00,22.2,86.4,1.724,2.616,300.6,16.77,0.0,976.271,-0.001,,,,
2024-02-04 21:25:00,22.19,86.4,1.89,2.366,302.5,16.04,0.0,976.278,-0.002,,,,
2024-02-04 21:26:00,22.17,86.9,1.299,2.266,299.6,20.75,0.0,976.294,-0.002,,,,
2024-02-04 21:27:00,22.18,86.7,1.185,1.965,305.2,17.53,0.0,976.3,-0.001,,,,
2024-02-04 21:28:00,22.2,87.2,1.18,1.816,297.7,18.7,0.0,976.313,-0.002,,,,
2024-02-04 21:29:00,22.2,86.8,1.533,1.933,302.9,16.75,0.0,976.323,-0.002,,,,
2024-02-04 21:30:00,22.22,86.8,1.635,2.232,307.6,16.39,0.0,976.33,-0.001,,,,
2024-02-04 21:31:00,22.23,87.0,1.675,2.033,307.2,15.56,0.0,976.347,-0.002,,,,
2024-02-04 21:32:00,22.15,87.3,1.736,2.232,315.9,26.92,0.0,976.35,-0.002,,,,
2024-02-04 21:33:00,22.1,87.2,1.275,1.965,307.3,14.01,0.0,976.367,-0.002,,,,
2024-02-04 21:34:00,22.05,87.7,1.753,2.482,313.8,9.74,0.0,976.372,-0.002,,,,
2024-02-04 21:35:00,22.03,87.5,1.722,2.465,306.4,25.89,0.0,976.377,-0.001,,,,
2024-02-04 21:36:00,21.99,87.2,1.86,2.083,309.7,10.9,0.0,976.388,-0.002,,,,
2024-02-04 21:37:00,21.98,87.3,1.579,1.95,312.1,17.31,0.0,976.389,-0.001,,,,
2024-02-04 21:38:00,21.94,87.3,1.336,1.85,314.5,19.89,0.0,976.398,-0.002,,,,
2024-02-04 21:39:00,21.97,87.5,1.253,1.833,311.8,26.54,0.0,976.405,-0.001,,,,
2024-02-04 21:40:00,21.95,87.3,1.481,1.799,312.0,17.14,0.0,976.408,-0.002,,,,
2024-02-04 21:41:00,21.89,87.2,1.302,1.749,318.1,12.9,0.0,976.421,-0.002,,,,
2024-02-04 21:42:00,21.9,87.5,1.71,2.298,316.4,11.39,0.0,976.425,-0.002,,,,
2024-02-04 21:43:00,21.94,87.7,1.185,1.7,329.8,12.07,0.0,976.439,-0.002,,,,
2024-02-04 21:44:00,21.91,87.9,1.877,2.266,305.6,3.922,0.0,976.448,-0.002,,,,
2024-02-04 21:45:00,21.9,87.9,1.314,1.783,314.3,13.49,0.0,976.469,-0.001,,,,
2024-02-04 21:46:00,21.85,88.5,1.624,2.083,320.8,10.75,0.0,976.478,-0.002,,,,
2024-02-04 21:47:00,21.81,88.6,1.622,1.882,311.6,9.59,0.0,976.492,-0.002,,,,
2024-02-04 21:48:00,21.76,88.9,0.847,1.049,298.0,15.79,0.0,976.513,-0.002,,,,
2024-02-04 21:49:00,21.71,88.8,1.486,2.066,320.8,26.06,0.0,976.507,-0.002,,,,
2024-02-04 21:50:00,21.7,88.8,1.416,1.999,313.8,14.13,0.0,976.517,-0.002,,,,
2024-02-04 21:51:00,21.65,88.8,1.95,2.149,308.4,10.63,0.0,976.529,-0.001,,,,
2024-02-04 21:52:00,21.62,88.8,0.631,1.034,308.7,38.55,0.0,976.54,-0.002,,,,
2024-02-04 21:53:00,21.62,89.0,1.574,2.215,313.3,13.03,0.0,976.548,-0.002,,,,
2024-02-04 21:54:00,21.56,89.1,1.413,1.749,308.9,14.29,0.0,976.552,-0.002,,,,
2024-02-04 21:55:00,21.55,89.2,1.491,1.95,318.6,19.21,0.0,976.566,-0.002,,,,
2024-02-04 21:56:00,21.54,89.3,1.595,1.85,298.2,15.47,0.0,976.577,-0.001,,,,
2024-02-04 21:57:00,21.54,89.1,1.727,2.132,318.1,18.78,0.0,976.578,-0.002,,,,
2024-02-04 21:58:00,21.5,89.3,1.86,2.565,310.4,11.6,0.0,976.588,-0.001,,,,
2024-02-04 21:59:00,21.48,89.7,1.346,1.632,310.8,7.157,0.0,976.596,-0.002,,,,
2024-02-04 22:00:00,21.46,89.7,1.153,1.533,297.5,25.94,0.0,976.601,-0.002,,,,
2024-02-04 22:01:00,21.41,89.9,1.38,1.7,310.1,13.21,0.0,976.609,-0.002,,,,
2024-02-04 22:02:00,21.37,90.0,1.214,1.367,304.0,7.948,0.0,976.619,-0.002,,,,
2024-02-04 22:03:00,21.31,90.3,1.433,1.85,312.7,15.54,0.0,976.628,-0.002,,,,
2024-02-04 22:04:00,21.22,90.4,1.125,1.316,323.8,12.49,0.0,976.633,-0.002,,,,
2024-02-04 22:05:00,21.18,90.5,1.166,1.533,303.9,23.09,0.0,976.643,-0.002,,,,
2024-02-04 22:06:00,21.15,90.6,1.588,1.982,313.6,7.585,0.0,976.641,-0.002,,,,
2024-02-04 22:07:00,21.11,90.8,1.238,1.516,311.0,16.95,0.0,976.66,-0.002,,,,
2024-02-04 22:08:00,21.08,91.0,1.46,2.117,323.3,14.41,0.0,976.672,-0.003,,,,
2024-02-04 22:09:00,21.05,91.0,1.367,1.499,306.0,16.23,0.0,976.682,-0.001,,,,
2024-02-04 22:10:00,21.05,91.1,1.433,1.867,317.5,13.01,0.0,976.692,-0.002,,,,
2024-02-04 22:11:00,21.03,91.1,1.233,1.533,308.9,12.71,0.0,976.691,-0.002,,,,
2024-02-04 22:12:00,20.99,91.2,1.064,1.333,311.2,22.08,0.0,976.689,-0.002,,,,
2024-02-04 22:13:00,20.99,91.3,1.193,1.465,308.5,15.45,0.0,976.685,-0.002,,,,
2024-02-04 22:14:00,20.96,91.3,0.442,0.549,323.3,30.74,0.0,976.69,-0.002,,,,
2024-02-04 22:15:00,20.95,91.2,0.825,1.149,291.2,19.06,0.0,976.701,-0.001,,,,
2024-02-04 22:16:00,20.95,91.2,1.003,1.749,321.3,18.47,0.0,976.718,-0.001,,,,
2024-02-04 22:17:00,20.95,91.2,1.261,1.749,312.7,14.16,0.0,976.731,-0.001,,,,
2024-02-04 22:18:00,20.94,91.2,1.46,1.85,299.4,18.28,0.0,976.742,-0.002,,,,
2024-02-04 22:19:00,20.94,91.2,0.451,0.666,306.6,15.92,0.0,976.755,-0.002,,,,
2024-02-04 22:20:00,20.95,91.2,1.25,2.016,307.9,19.97,0.0,976.75,-0.002,,,,
2024-02-04 22:21:00,20.96,91.1,1.705,1.999,317.4,13.16,0.0,976.761,-0.001,,,,
2024-02-04 22:22:00,20.95,91.0,0.619,0.95,313.3,22.21,0.0,976.768,-0.002,,,,
2024-02-04 22:23:00,20.94,91.0,1.389,1.85,309.4,15.34,0.0,976.769,-0.001,,,,
2024-02-04 22:24:00,20.93,91.1,0.891,1.233,308.5,21.23,0.0,976.778,-0.001,,,,
2024-02-04 22:25:00,20.9,91.2,0.938,1.766,301.8,24.07,0.0,976.785,-0.002,,,,
2024-02-04 22:26:00,20.89,91.2,0.806,1.482,321.0,4.372,0.0,976.794,-0.002,,,,
2024-02-04 22:27:00,20.86,91.4,0.794,1.316,303.0,31.22,0.0,976.802,-0.001,,,,
2024-02-04 22:28:00,20.82,91.5,0.877,1.45,308.9,23.29,0.0,976.809,-0.001,,,,
2024-02-04 22:29:00,20.81,91.5,1.319,2.049,298.6,26.66,0.0,976.812,-0.002,,,,
2024-02-04 22:30:00,20.8,91.6,1.039,1.749,321.9,18.25,0.0,976.804,-0.002,,,,
2024-02-04 22:31:00,20.81,91.5,0.753,1.2,297.5,10.67,0.0,976.806,-0.002,,,,
2024-02-04 22:32:00,20.81,91.4,1.549,2.416,298.4,11.41,0.0,976.803,-0.001,,,,
2024-02-04 22:33:00,20.82,91.4,1.469,2.149,305.1,16.07,0.0,976.798,-0.002,,,,
2024-02-04 22:34:00,20.82,91.4,1.238,1.617,291.1,14.09,0.0,976.789,-0.002,,,,
2024-02-04 22:35:00,20.81,91.4,1.447,2.232,302.6,14.82,0.0,976.785,-0.002,,,,
2024-02-04 22:36:00,20.81,91.2,1.158,1.533,290.2,13.55,0.0,976.791,-0.002,,,,
2024-02-04 22:37:00,20.85,91.1,1.35,1.833,296.8,29.97,0.0,976.792,-0.002,,,,
2024-02-04 22:38:00,20.86,91.1,0.819,1.433,309.1,20.4,0.0,976.81,-0.002,,,,
2024-02-04 22:39:00,20.86,91.1,1.119,1.766,287.2,25.13,0.0,976.816,-0.001,,,,
2024-02-04 22:40:00,20.86,91.1,0.938,1.649,305.9,21.97,0.0,976.818,-0.002,,,,
2024-02-04 22:41:00,20.85,91.2,1.535,2.149,310.6,17.78,0.0,976.825,-0.002,,,,
2024-02-04 22:42:00,20.84,91.5,1.654,2.349,323.3,27.43,0.0,976.829,-0.001,,,,
2024-02-04 22:43:00,20.81,91.7,1.346,1.7,302.2,8.69,0.0,976.832,-0.002,,,,
2024-02-04 22:44:00,20.81,91.7,1.907,2.366,308.3,12.2,0.0,976.828,-0.002,,,,
2024-02-04 22:45:00,20.77,91.8,1.855,2.465,305.8,14.1,0.0,976.814,-0.001,,,,
2024-02-04 22:46:00,20.77,91.6,1.29,1.816,315.0,13.89,0.0,976.812,-0.001,,,,
2024-02-04 22:47:00,20.8,91.5,1.797,2.516,316.1,10.85,0.0,976.803,-0.002,,,,
2024-02-04 22:48:00,20.81,91.4,1.535,2.083,295.7,16.79,0.0,976.8,-0.001,,,,
2024-02-04 22:49:00,20.81,91.3,1.639,2.465,312.8,25.99,0.0,976.784,-0.001,,,,
2024-02-04 22:50:00,20.82,91.3,1.678,2.049,294.5,18.18,0.0,976.784,-0.002,,,,
2024-02-04 22:51:00,20.81,91.2,0.811,1.516,303.1,27.53,0.0,976.782,-0.002,,,,
2024-02-04 22:52:00,20.8,91.3,1.464,2.083,299.8,12.36,0.0,976.79,-0.002,,,,
2024-02-04 22:53:00,20.81,91.3,1.464,2.249,293.2,8.21,0.0,976.791,-0.002,,,,
2024-02-04 22:54:00,20.81,91.4,1.11,1.683,320.4,21.89,0.0,976.793,-0.002,,,,
2024-02-04 22:55:00,20.82,91.5,1.178,1.766,309.9,23.23,0.0,976.796,-0.001,,,,
2024-02-04 22:56:00,20.78,91.7,1.753,2.266,311.2,9.68,0.0,976.795,-0.001,,,,
2024-02-04 22:57:00,20.76,91.8,1.544,1.933,309.7,14.77,0.0,976.798,-0.002,,,,
2024-02-04 22:58:00,20.76,92.0,1.435,2.066,308.5,12.98,0.0,976.792,-0.002,,,,
2024-02-04 22:59:00,20.71,92.1,1.574,2.049,306.4,10.85,0.0,976.786,-0.001,,,,
2024-02-04 23:00:00,20.72,92.1,1.579,2.149,321.9,13.08,0.0,976.777,-0.002,,,,
2024-02-04 23:01:00,20.72,92.1,1.508,1.882,315.6,21.44,0.0,976.761,-0.002,,,,
2024-02-04 23:02:00,20.73,92.1,1.617,2.117,321.5,14.14,0.0,976.756,-0.002,,,,
2024-02-04 23:03:00,20.72,92.1,1.763,1.982,314.9,11.4,0.0,976.76,-0.001,,,,
2024-02-04 23:04:00,20.71,92.1,1.972,2.616,307.5,5.296,0.0,976.756,-0.002,,,,
2024-02-04 23:05:00,20.7,92.1,1.705,2.666,298.3,22.66,0.0,976.762,-0.002,,,,
2024-02-04 23:06:00,20.67,92.1,1.775,2.649,321.8,13.12,0.0,976.754,-0.001,,,,
2024-02-04 23:07:00,20.67,92.2,1.411,1.632,325.3,31.66,0.0,976.756,-0.002,,,,
2024-02-04 23:08:00,20.68,92.3,1.727,2.399,308.2,7.95,0.0,976.762,-0.002,,,,
2024-02-04 23:09:00,20.63,92.3,1.758,2.1,327.2,13.42,0.0,976.764,-0.002,,,,
2024-02-04 23:10:00,20.63,92.4,1.635,2.049,306.8,17.36,0.0,976.776,-0.001,,,,
2024-02-04 23:11:00,20.63,92.4,2.074,2.732,305.5,19.44,0.0,976.766,-0.001,,,,
2024-02-04 23:12:00,20.62,92.5,1.613,2.266,315.3,22.34,0.0,976.771,-0.002,,,,
2024-02-04 23:13:00,20.62,92.5,1.328,1.499,302.3,10.94,0.0,976.772,-0.002,,,,
2024-02-04 23:14:00,20.62,92.6,1.688,2.349,302.0,11.2,0.0,976.771,-0.002,,,,
2024-02-04 23:15:00,20.62,92.6,1.95,2.215,306.1,19.33,0.0,976.764,-0.002,,,,
2024-02-04 23:16:00,20.63,92.5,1.999,2.649,308.0,9.42,0.0,976.765,-0.002,,,,
2024-02-04 23:17:00,20.63,92.5,1.54,2.433,306.9,9.53,0.0,976.756,-0.002,,,,
2024-02-04 23:18:00,20.63,92.5,2.292,3.099,310.5,14.2,0.0,976.763,-0.001,,,,
2024-02-04 23:19:00,20.63,92.5,1.605,2.033,324.2,15.16,0.0,976.762,-0.002,,,,
2024-02-04 23:20:00,20.63,92.6,0.959,1.2,306.6,10.14,0.0,976.768,-0.002,,,,
2024-02-04 23:21:00,20.61,92.6,1.608,2.2,316.4,17.63,0.0,976.771,-0.002,,,,
2024-02-04 23:22:00,20.58,92.6,1.999,2.832,305.8,15.2,0.0,976.784,-0.002,,,,
2024-02-04 23:23:00,20.58,92.8,1.761,2.45,317.0,14.41,0.0,976.785,-0.002,,,,
2024-02-04 23:24:00,20.58,92.8,2.066,2.732,313.7,15.66,0.0,976.769,-0.002,,,,
2024-02-04 23:25:00,20.58,92.9,1.724,1.933,293.8,10.79,0.0,976.751,-0.002,,,,
2024-02-04 23:26:00,20.59,92.8,0.872,1.316,308.7,19.36,0.0,976.737,-0.001,,,,
2024-02-04 23:27:00,20.59,92.7,2.003,2.232,297.9,13.05,0.0,976.725,-0.001,,,,
2024-02-04 23:28:00,20.58,92.7,1.771,2.232,316.6,18.29,0.0,976.722,-0.002,,,,
2024-02-04 23:29:00,20.58,92.8,1.982,2.899,317.7,23.42,0.0,976.714,-0.001,,,,
2024-02-04 23:30:00,20.55,92.9,0.785,1.117,311.9,21.2,0.0,976.707,-0.002,,,,
2024-02-04 23:31:00,20.53,92.9,1.916,2.516,312.5,14.91,0.0,976.694,-0.001,,,,
2024-02-04 23:32:00,20.53,93.1,2.035,3.283,311.4,15.52,0.0,976.679,-0.001,,,,
2024-02-04 23:33:00,20.53,93.2,1.885,2.382,308.7,6.428,0.0,976.69,-0.001,,,,
2024-02-04 23:34:00,20.54,93.1,1.999,2.683,306.6,16.31,0.0,976.71,-0.002,,,,
2024-02-04 23:35:00,20.54,93.0,1.222,1.632,329.9,16.48,0.0,976.716,-0.001,,,,
2024-02-04 23:36:00,20.54,93.0,1.675,2.215,306.9,10.05,0.0,976.724,-0.001,,,,
2024-02-04 23:37:00,20.54,93.1,1.969,2.683,302.4,15.22,0.0,976.719,-0.001,,,,
2024-02-04 23:38:00,20.54,93.1,1.639,2.215,319.1,20.29,0.0,976.721,-0.001,,,,
2024-02-04 23:39:00,20.53,93.0,1.654,2.083,309.7,11.61,0.0,976.709,-0.001,,,,
2024-02-04 23:40:00,20.53,93.1,1.345,2.616,313.9,30.34,0.0,976.704,-0.002,,,,
2024-02-04 23:41:00,20.53,93.1,1.941,2.599,311.0,17.38,0.0,976.695,-0.002,,,,
2024-02-04 23:42:00,20.53,93.0,1.574,1.982,291.4,14.32,0.0,976.714,-0.002,,,,
2024-02-04 23:43:00,20.54,92.9,1.899,2.832,306.2,14.93,0.0,976.733,-0.001,,,,
2024-02-04 23:44:00,20.54,93.0,1.894,2.315,300.0,7.072,0.0,976.736,-0.001,,,,
2024-02-04 23:45:00,20.54,93.0,1.724,2.533,309.7,14.62,0.0,976.747,-0.002,,,,
2024-02-04 23:46:00,20.54,93.1,0.816,1.216,316.1,22.84,0.0,976.741,-0.001,,,,
2024-02-04 23:47:00,20.53,93.2,1.981,3.131,305.4,12.99,0.0,976.733,-0.002,,,,
2024-02-04 23:48:00,20.53,93.2,0.925,1.149,307.5,11.85,0.0,976.724,-0.002,,,,
2024-02-04 23:49:00,20.49,93.2,1.845,2.616,310.6,18.26,0.0,976.714,-0.002,,,,
2024-02-04 23:50:00,20.49,93.2,1.714,2.45,312.8,23.15,0.0,976.711,-0.002,,,,
2024-02-04 23:51:00,20.49,93.3,2.096,2.732,302.9,17.58,0.0,976.714,-0.001,,,,
2024-02-04 23:52:00,20.49,93.3,1.885,2.649,307.6,18.39,0.0,976.713,-0.002,,,,
2024-02-04 23:53:00,20.47,93.3,1.658,2.482,307.3,20.23,0.0,976.726,-0.001,,,,
2024-02-04 23:54:00,20.45,93.4,1.89,2.332,312.5,18.24,0.0,976.726,-0.002,,,,
2024-02-04 23:55:00,20.45,93.5,1.836,2.366,307.1,7.558,0.0,976.737,-0.001,,,,
2024-02-04 23:56:00,20.45,93.6,1.258,1.499,316.3,13.58,0.0,976.743,-0.002,,,,
2024-02-04 23:57:00,20.41,93.6,1.746,2.382,294.5,20.83,0.0,976.753,-0.001,,,,
2024-02-04 23:58:00,20.4,93.5,1.828,2.149,307.5,20.71,0.0,976.731,-0.001,,,,
2024-02-04 23:59:00,20.36,93.6,1.45,2.083,296.7,18.62,0.0,976.73,-0.002,,,,
2024-02-05 00:00:00,20.35,93.7,1.965,2.349,303.3,19.73,0.0,976.715,-0.002,,,,
2024-02-05 00:01:00,20.31,93.8,1.977,2.465,308.6,12.38,0.0,976.709,-0.002,,,,
2024-02-05 00:02:00,20.31,93.8,1.829,2.882,299.3,18.5,0.0,976.702,-0.001,,,,
2024-02-05 00:03:00,20.27,93.9,2.127,2.45,309.5,20.16,0.0,976.696,-0.002,,,,
2024-02-05 00:04:00,20.27,93.9,2.298,3.082,309.8,19.01,0.0,976.694,-0.001,,,,
2024-02-05 00:05:00,20.25,94.0,1.557,2.465,298.3,20.43,0.0,976.692,-0.001,,,,
2024-02-05 00:06:00,20.22,94.2,1.977,2.315,297.4,22.79,0.0,976.699,-0.001,,,,
2024-02-05 00:07:00,20.22,94.2,2.079,2.433,314.3,13.58,0.0,976.705,-0.001,,,,
2024-02-05 00:08:00,20.21,94.3,2.035,2.916,295.2,16.65,0.0,976.702,-0.001,,,,
2024-02-05 00:09:00,20.21,94.3,1.763,2.2,307.7,13.6,0.0,976.709,-0.002,,,,
2024-02-05 00:10:00,20.17,94.2,1.894,2.433,322.2,20.14,0.0,976.689,-0.002,,,,
2024-02-05 00:11:00,20.17,94.2,1.732,2.849,310.2,18.98,0.0,976.692,-0.002,,,,
2024-02-05 00:12:00,20.17,94.2,2.026,2.7,316.9,21.78,0.0,976.694,-0.001,,,,
2024-02-05 00:13:00,20.17,94.1,2.205,2.616,304.3,20.58,0.0,976.709,-0.002,,,,
2024-02-05 00:14:00,20.17,94.2,2.652,3.215,317.5,13.69,0.0,976.711,-0.002,,,,
2024-02-05 00:15:00,20.17,94.2,2.215,2.849,301.7,11.28,0.0,976.72,-0.001,,,,
2024-02-05 00:16:00,20.18,94.3,1.192,2.016,300.3,27.19,0.0,976.73,-0.001,,,,
2024-02-05 00:17:00,20.17,94.3,1.872,2.533,299.2,18.91,0.0,976.724,-0.001,,,,
2024-02-05 00:18:00,20.13,94.3,2.494,3.116,300.9,11.65,0.0,976.709,-0.002,,,,
2024-02-05 00:19:00,20.13,94.3,1.913,2.649,314.1,23.77,0.0,976.713,-0.002,,,,
2024-02-05 00:20:00,20.12,94.4,2.038,2.632,303.8,28.55,0.0,976.714,-0.002,,,,
2024-02-05 00:21:00,20.12,94.3,1.771,2.565,313.0,22.54,0.0,976.728,-0.001,,,,
2024-02-05 00:22:00,20.12,94.3,2.36,2.732,302.3,16.05,0.0,976.722,-0.002,,,,
2024-02-05 00:23:00,20.12,94.4,1.714,2.933,314.3,16.41,0.0,976.725,-0.002,,,,
2024-02-05 00:24:00,20.12,94.5,3.052,3.715,312.8,4.723,0.0,976.725,-0.002,,,,
2024-02-05 00:25:00,20.12,94.5,2.249,3.449,313.1,11.37,0.0,976.729,-0.002,,,,
2024-02-05 00:26:00,20.12,94.5,1.549,2.749,319.6,23.87,0.0,976.734,-0.001,,,,
2024-02-05 00:27:00,20.12,94.5,1.938,3.048,313.4,13.35,0.0,976.739,-0.002,,,,
