Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Calakmul (cmul), Campeche
Lat 18.5956 N, Lon 89.4137 W, Alt 275 masl
Time UTC-6h
FlAGS describe the method used to calculte null values from metdata: IP = interpolation  LR= linear regresion for Temp_avg using PMT640 mass monitor
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s.1,deg,deg.1,mm,hPa,W/m^2,Temp_flag,RH_flag,WDIR_flag,WDIR_avg_flag
2024-02-01 00:00:00,17.188971306461212,93.8,1.231,1.583,249.7,2.001,0.0,987.663,-0.002,LR,IP,,
2024-02-01 00:01:00,17.17992882865383,93.9,1.319,1.549,256.9,3.647,0.0,987.631,-0.002,LR,IP,,
2024-02-01 00:02:00,17.182702376035408,94.0,1.377,1.549,257.4,2.334,0.0,987.599,-0.001,LR,IP,,
2024-02-01 00:03:00,17.17742023742136,94.1,1.525,1.649,265.3,7.482,0.0,987.556,-0.002,LR,IP,,
2024-02-01 00:04:00,17.17093730395206,94.2,1.557,1.7,269.8,3.389,0.0,987.524,-0.002,LR,IP,,
2024-02-01 00:05:00,17.163447197428667,94.3,1.192,1.382,279.4,10.78,0.0,987.505,-0.001,LR,IP,,
2024-02-01 00:06:00,17.157079757665276,94.4,1.202,1.516,276.0,11.02,0.0,987.507,-0.001,LR,IP,,
2024-02-01 00:07:00,17.125814932068312,94.5,1.316,1.683,288.1,14.12,0.0,987.519,-0.001,LR,IP,,
2024-02-01 00:08:00,17.091012262505807,94.6,1.166,1.533,283.9,9.09,0.0,987.537,-0.002,LR,IP,,
2024-02-01 00:09:00,17.064730650636598,94.7,1.345,1.549,285.5,13.02,0.0,987.554,-0.002,LR,IP,,
2024-02-01 00:10:00,17.047342054131747,94.7,1.389,1.6,278.8,17.82,0.0,987.558,-0.002,LR,IP,,
2024-02-01 00:11:00,17.01176999267463,94.7,1.202,1.533,283.9,16.78,0.0,987.549,-0.002,LR,IP,,
2024-02-01 00:12:00,16.995507459803527,94.7,0.964,1.583,280.4,13.78,0.0,987.532,-0.001,LR,IP,,
2024-02-01 00:13:00,16.973884660223206,94.7,0.969,1.333,276.1,17.1,0.0,987.516,-0.001,LR,IP,,
2024-02-01 00:14:00,16.95530376104723,94.9,1.047,1.45,265.4,8.51,0.0,987.501,-0.002,LR,IP,,
2024-02-01 00:15:00,16.943688151406985,95.0,0.928,1.183,260.6,6.756,0.0,987.486,-0.002,LR,IP,,
2024-02-01 00:16:00,16.959488709453908,95.1,0.794,0.916,263.2,6.769,0.0,987.475,-0.002,LR,IP,,
2024-02-01 00:17:00,16.93989384347654,95.3,0.386,0.483,245.3,12.29,0.0,987.466,-0.001,LR,IP,,
2024-02-01 00:18:00,16.93072058603147,95.4,0.92,1.017,255.7,4.827,0.0,987.454,-0.002,LR,IP,,
2024-02-01 00:19:00,16.923522610646817,95.5,0.724,0.966,251.8,2.295,0.0,987.438,-0.002,LR,IP,,
2024-02-01 00:20:00,16.92701629525422,95.5,0.7,0.85,249.5,5.19,0.0,987.428,-0.001,LR,IP,,
2024-02-01 00:21:00,16.91697513657704,95.6,0.488,0.632,252.8,0.746,0.0,987.416,-0.002,LR,IP,,
2024-02-01 00:22:00,16.90154483776411,95.6,0.111,0.299,253.2,0.551,0.0,987.416,-0.002,LR,IP,,
2024-02-01 00:23:00,16.884315894323493,95.6,0.746,1.034,262.5,7.234,0.0,987.42,-0.002,LR,IP,,
2024-02-01 00:24:00,16.856797820425005,95.7,0.683,0.833,260.8,2.19,0.0,987.435,-0.002,LR,IP,,
2024-02-01 00:25:00,16.82391608294366,95.7,1.083,1.299,269.8,2.992,0.0,987.458,-0.001,LR,IP,,
2024-02-01 00:26:00,16.787138131320646,95.7,1.183,1.333,275.0,8.66,0.0,987.488,-0.002,LR,IP,,
2024-02-01 00:27:00,16.75976612299153,95.7,0.988,1.183,291.2,7.684,0.0,987.51,-0.002,LR,IP,,
2024-02-01 00:28:00,16.729109337788124,95.7,1.141,1.267,288.3,6.391,0.0,987.524,-0.002,LR,IP,,
2024-02-01 00:29:00,16.691186639725856,95.8,1.233,1.499,279.0,9.68,0.0,987.536,-0.001,LR,IP,,
2024-02-01 00:30:00,16.65881783017423,95.8,1.306,1.416,281.4,6.538,0.0,987.548,-0.001,LR,IP,,
2024-02-01 00:31:00,16.643980285823165,96.0,1.18,1.416,271.3,6.545,0.0,987.557,-0.001,LR,IP,,
2024-02-01 00:32:00,16.622979114131088,96.1,1.083,1.6,272.0,6.979,0.0,987.575,-0.001,LR,IP,,
2024-02-01 00:33:00,16.608141569780024,96.3,1.202,1.416,269.0,5.959,0.0,987.579,-0.001,LR,IP,,
2024-02-01 00:34:00,16.58945197064543,96.5,1.306,1.683,264.5,4.293,0.0,987.578,-0.002,LR,IP,,
2024-02-01 00:35:00,16.575689536822498,96.6,1.231,1.333,270.1,5.359,0.0,987.573,-0.001,LR,IP,,
2024-02-01 00:36:00,16.581333442486326,96.6,1.086,1.25,279.9,8.17,0.0,987.584,-0.002,LR,IP,,
2024-02-01 00:37:00,16.570889754274873,96.7,0.952,1.216,275.5,11.87,0.0,987.588,-0.002,LR,IP,,
2024-02-01 00:38:00,16.57574558523867,96.6,1.025,1.267,277.3,6.142,0.0,987.593,-0.002,LR,IP,,
2024-02-01 00:39:00,16.571445143125906,96.5,0.877,1.0,284.6,6.959,0.0,987.588,-0.001,LR,IP,,
2024-02-01 00:40:00,16.562890116695513,96.5,1.144,1.35,278.6,7.614,0.0,987.572,-0.002,LR,IP,,
2024-02-01 00:41:00,16.54144225611102,96.7,1.064,1.333,272.1,4.703,0.0,987.562,-0.002,LR,IP,,
2024-02-01 00:42:00,16.527307864617185,96.8,1.277,1.516,270.1,5.013,0.0,987.556,-0.001,LR,IP,,
2024-02-01 00:43:00,16.518608471054243,96.8,1.233,1.465,269.7,1.969,0.0,987.547,-0.002,LR,IP,,
2024-02-01 00:44:00,16.504859624726077,96.9,1.064,1.25,270.7,2.736,0.0,987.537,-0.001,LR,IP,,
2024-02-01 00:45:00,16.501523894746082,96.9,0.928,1.1,269.6,4.955,0.0,987.508,-0.002,LR,IP,,
2024-02-01 00:46:00,16.50811892504774,96.8,0.899,1.2,262.4,2.197,0.0,987.476,-0.002,LR,IP,,
2024-02-01 00:47:00,16.5009141559157,96.9,0.959,1.117,262.4,4.002,0.0,987.442,-0.002,LR,IP,,
2024-02-01 00:48:00,16.496020959341152,96.9,0.925,1.083,252.8,6.683,0.0,987.407,-0.002,LR,IP,,
2024-02-01 00:49:00,16.47802941775331,97.0,0.955,1.1,255.1,6.184,0.0,987.381,-0.002,LR,IP,,
2024-02-01 00:50:00,16.461637803681334,97.1,0.925,1.1,255.3,2.771,0.0,987.365,-0.001,LR,IP,,
2024-02-01 00:51:00,16.436120488396263,97.1,0.947,1.017,257.2,6.519,0.0,987.357,-0.002,LR,IP,,
2024-02-01 00:52:00,16.413833600006214,97.1,0.913,1.166,254.8,8.68,0.0,987.36,-0.002,LR,IP,,
2024-02-01 00:53:00,16.402375944993288,97.2,1.097,1.183,258.5,5.29,0.0,987.362,-0.001,LR,IP,,
2024-02-01 00:54:00,16.399138724350784,97.3,1.057,1.166,258.8,7.545,0.0,987.356,-0.001,LR,IP,,
2024-02-01 00:55:00,16.393024351678648,97.3,0.996,1.267,258.3,5.143,0.0,987.346,-0.001,LR,IP,,
2024-02-01 00:56:00,16.386121904306478,97.3,0.886,0.983,260.1,3.215,0.0,987.334,-0.001,LR,IP,,
2024-02-01 00:57:00,16.382451582266334,97.3,1.158,1.316,260.9,2.175,0.0,987.314,-0.002,LR,IP,,
2024-02-01 00:58:00,16.3690780904829,97.3,1.17,1.35,260.5,2.024,0.0,987.293,-0.002,LR,IP,,
2024-02-01 00:59:00,16.363981081485885,97.3,1.136,1.465,261.6,4.776,0.0,987.278,-0.001,LR,IP,,
2024-02-01 01:00:00,16.3523365984191,97.3,1.127,1.465,272.6,4.927,0.0,987.268,-0.001,LR,IP,,
2024-02-01 01:01:00,16.323293328226338,97.3,1.311,1.516,270.7,8.14,0.0,987.263,-0.001,LR,IP,,
2024-02-01 01:02:00,16.299415004504713,97.3,1.236,1.433,269.4,4.089,0.0,987.268,-0.001,LR,IP,,
2024-02-01 01:03:00,16.283237393476327,97.3,1.267,1.433,271.0,5.367,0.0,987.271,-0.002,LR,IP,,
2024-02-01 01:04:00,16.270775962283047,97.4,1.513,1.766,269.0,4.898,0.0,987.259,-0.002,LR,IP,,
2024-02-01 01:05:00,16.2557906539257,97.5,1.166,1.367,270.6,6.801,0.0,987.251,-0.002,LR,IP,,
2024-02-01 01:06:00,16.24376062569324,97.5,1.095,1.299,277.3,14.66,0.0,987.25,-0.002,LR,IP,,
2024-02-01 01:07:00,16.2361261520373,97.5,1.377,1.6,265.2,3.074,0.0,987.242,-0.001,LR,IP,,
2024-02-01 01:08:00,16.23702972044334,97.5,1.486,1.749,268.4,4.66,0.0,987.241,-0.002,LR,IP,,
2024-02-01 01:09:00,16.245014072091017,97.5,1.482,1.916,267.6,4.805,0.0,987.239,-0.002,LR,IP,,
2024-02-01 01:10:00,16.242738166707554,97.5,1.336,1.549,269.7,7.36,0.0,987.229,-0.002,LR,IP,,
2024-02-01 01:11:00,16.25188255072608,97.5,1.36,1.7,272.4,11.41,0.0,987.221,-0.001,LR,IP,,
2024-02-01 01:12:00,16.244638717546465,97.5,0.814,1.132,279.0,12.68,0.0,987.21,-0.001,LR,IP,,
2024-02-01 01:13:00,16.246529077764258,97.4,1.389,1.566,284.9,12.8,0.0,987.197,-0.001,LR,IP,,
2024-02-01 01:14:00,16.24088687053734,97.4,0.575,0.983,281.6,10.74,0.0,987.182,-0.001,LR,IP,,
2024-02-01 01:15:00,16.203013427143865,97.3,0.811,1.583,286.4,9.18,0.0,987.169,-0.001,LR,IP,,
2024-02-01 01:16:00,16.183973950017528,97.3,0.869,1.117,286.8,15.33,0.0,987.154,-0.002,LR,IP,,
2024-02-01 01:17:00,16.168540254330857,97.3,1.064,1.299,276.6,4.848,0.0,987.135,-0.002,LR,IP,,
2024-02-01 01:18:00,16.154129017629963,97.2,1.183,1.533,284.5,13.09,0.0,987.124,-0.002,LR,IP,,
2024-02-01 01:19:00,16.16097711502278,97.3,1.316,1.632,282.1,11.58,0.0,987.108,-0.002,LR,IP,,
2024-02-01 01:20:00,16.144036905847166,97.3,1.034,1.284,294.8,10.8,0.0,987.091,-0.002,LR,IP,,
2024-02-01 01:21:00,16.14418297141654,97.3,1.425,1.749,297.0,12.15,0.0,987.075,-0.001,LR,IP,,
2024-02-01 01:22:00,15.76,97.4,1.083,1.299,302.7,7.74,0.0,987.065,-0.002,,,,
2024-02-01 01:23:00,15.74,97.3,1.056,1.267,302.7,11.25,0.0,987.057,-0.002,,,,
2024-02-01 01:24:00,15.73,97.3,1.017,1.216,312.6,8.28,0.0,987.054,-0.001,,,,
2024-02-01 01:25:00,15.69,97.3,1.261,1.549,319.8,10.65,0.0,987.069,-0.001,,,,
2024-02-01 01:26:00,15.71,97.4,1.139,1.382,318.4,13.54,0.0,987.086,-0.001,,,,
2024-02-01 01:27:00,15.69,97.4,1.114,1.35,336.2,13.31,0.0,987.094,-0.002,,,,
2024-02-01 01:28:00,15.69,97.4,0.86,1.066,331.9,12.53,0.0,987.103,-0.002,,,,
2024-02-01 01:29:00,15.67,97.5,0.785,0.966,329.2,8.3,0.0,987.105,-0.001,,,,
2024-02-01 01:30:00,15.76,97.5,0.938,1.166,324.2,9.67,0.0,987.097,-0.001,,,,
2024-02-01 01:31:00,15.975843251912542,97.4,0.636,0.799,309.8,10.51,0.0,987.088,-0.001,LR,IP,,
2024-02-01 01:32:00,15.949374811989465,97.4,0.233,0.7,317.8,8.24,0.0,987.093,-0.002,LR,IP,,
2024-02-01 01:33:00,15.945272237770093,97.4,0.347,0.632,327.4,15.32,0.0,987.09,-0.002,LR,IP,,
2024-02-01 01:34:00,15.947397831492124,97.6,0.913,1.166,0.067,5.23,0.0,987.082,-0.001,LR,IP,,
2024-02-01 01:35:00,15.943950853898189,97.6,1.097,1.2,357.6,3.129,0.0,987.062,-0.002,LR,IP,,
2024-02-01 01:36:00,15.942406974798493,97.6,0.952,1.034,359.3,2.179,0.0,987.04,-0.001,LR,IP,,
2024-02-01 01:37:00,15.910221596426988,97.6,0.658,0.733,349.5,8.74,0.0,987.024,-0.001,LR,IP,,
2024-02-01 01:38:00,15.882661910825686,97.6,0.899,0.95,336.9,5.09,0.0,987.018,-0.002,LR,IP,,
2024-02-01 01:39:00,15.85823499200042,97.7,0.852,0.933,332.1,2.824,0.0,987.018,-0.001,LR,IP,,
2024-02-01 01:40:00,15.38,97.7,0.709,0.95,326.1,3.913,0.0,987.019,-0.001,,,,
2024-02-01 01:41:00,15.38,97.7,0.836,0.983,325.5,6.797,0.0,987.027,-0.001,,,,
2024-02-01 01:42:00,15.59,97.7,0.763,0.933,331.0,3.172,0.0,987.028,-0.001,,,,
2024-02-01 01:43:00,15.33,97.7,0.891,1.2,331.0,2.765,0.0,987.035,-0.002,,,,
2024-02-01 01:44:00,15.35,97.8,1.192,1.284,336.9,2.902,0.0,987.036,-0.001,,,,
2024-02-01 01:45:00,15.36,97.8,0.898,0.966,329.8,3.621,0.0,987.03,-0.002,,,,
2024-02-01 01:46:00,15.31,97.8,1.012,1.117,338.8,4.353,0.0,987.007,-0.001,,,,
2024-02-01 01:47:00,15.29,97.8,0.964,1.149,333.6,2.779,0.0,986.983,-0.001,,,,
2024-02-01 01:48:00,15.29,97.8,1.083,1.316,326.7,6.449,0.0,986.948,-0.001,,,,
2024-02-01 01:49:00,15.28,97.8,0.869,1.049,331.1,6.517,0.0,986.911,-0.001,,,,
2024-02-01 01:50:00,15.24,97.8,0.675,0.833,347.5,8.65,0.0,986.888,-0.001,,,,
2024-02-01 01:51:00,15.24,98.0,1.083,1.382,346.1,5.169,0.0,986.876,-0.001,,,,
2024-02-01 01:52:00,15.25,98.1,1.178,1.399,347.6,2.604,0.0,986.873,-0.002,,,,
2024-02-01 01:53:00,15.24,98.1,1.114,1.416,346.1,11.55,0.0,986.879,-0.001,,,,
2024-02-01 01:54:00,15.24,98.1,1.122,1.299,339.7,10.7,0.0,986.892,-0.001,,,,
2024-02-01 01:55:00,15.24,98.1,1.263,1.482,333.4,10.97,0.0,986.893,-0.002,,,,
2024-02-01 01:56:00,15.24,98.1,1.192,1.399,335.1,8.79,0.0,986.887,-0.002,,,,
2024-02-01 01:57:00,15.24,98.1,1.114,1.284,338.1,4.26,0.0,986.87,-0.001,,,,
2024-02-01 01:58:00,15.25,98.1,1.035,1.233,341.6,6.067,0.0,986.849,-0.001,,,,
2024-02-01 01:59:00,15.24,98.2,1.166,1.299,347.1,10.28,0.0,986.832,-0.001,,,,
2024-02-01 02:00:00,15.24,98.2,1.141,1.45,350.0,10.76,0.0,986.814,-0.002,,,,
2024-02-01 02:01:00,15.24,98.3,1.034,1.299,353.7,9.92,0.0,986.806,-0.001,,,,
2024-02-01 02:02:00,15.24,98.3,1.386,1.933,347.5,16.02,0.0,986.806,-0.002,,,,
2024-02-01 02:03:00,15.24,98.3,1.389,1.516,3.104,11.72,0.0,986.791,-0.001,,,,
2024-02-01 02:04:00,15.24,98.3,0.833,1.066,355.1,20.58,0.0,986.785,-0.001,,,,
2024-02-01 02:05:00,15.24,98.2,1.141,1.749,350.4,7.054,0.0,986.782,-0.001,,,,
2024-02-01 02:06:00,15.24,98.3,0.716,0.95,5.64,21.15,0.0,986.783,-0.001,,,,
2024-02-01 02:07:00,15.24,98.4,1.183,1.7,0.854,12.71,0.0,986.786,-0.001,,,,
2024-02-01 02:08:00,15.27,98.5,1.052,1.482,358.8,8.62,0.0,986.775,-0.001,,,,
2024-02-01 02:09:00,15.29,98.4,1.38,2.2,354.8,7.603,0.0,986.765,-0.001,,,,
2024-02-01 02:10:00,15.29,98.4,1.297,1.899,355.6,11.11,0.0,986.742,-0.001,,,,
2024-02-01 02:11:00,15.29,98.3,1.003,1.149,7.356,12.82,0.0,986.722,-0.002,,,,
2024-02-01 02:12:00,15.29,98.3,1.244,1.433,360.0,12.43,0.0,986.7,-0.001,,,,
2024-02-01 02:13:00,15.29,98.3,1.148,1.299,357.6,8.67,0.0,986.687,-0.001,,,,
2024-02-01 02:14:00,15.29,98.3,1.25,1.482,353.5,8.88,0.0,986.686,-0.002,,,,
2024-02-01 02:15:00,15.29,98.2,1.355,1.666,347.2,5.608,0.0,986.702,-0.001,,,,
2024-02-01 02:16:00,15.24,98.2,1.394,1.783,348.4,8.73,0.0,986.714,-0.001,,,,
2024-02-01 02:17:00,15.24,98.2,1.153,1.482,345.8,12.57,0.0,986.725,-0.002,,,,
2024-02-01 02:18:00,15.24,98.2,1.297,1.666,342.0,20.5,0.0,986.726,-0.002,,,,
2024-02-01 02:19:00,15.2,98.2,1.632,1.867,346.1,11.65,0.0,986.713,-0.001,,,,
2024-02-01 02:20:00,15.2,98.3,1.564,1.899,341.7,8.93,0.0,986.698,-0.002,,,,
2024-02-01 02:21:00,15.2,98.3,1.618,2.083,352.2,6.641,0.0,986.67,-0.001,,,,
2024-02-01 02:22:00,15.2,98.3,1.722,1.982,349.8,7.521,0.0,986.662,-0.002,,,,
2024-02-01 02:23:00,15.19,98.3,1.522,1.799,348.8,5.154,0.0,986.642,-0.001,,,,
2024-02-01 02:24:00,15.2,98.3,1.522,1.766,346.0,17.31,0.0,986.622,-0.001,,,,
2024-02-01 02:25:00,15.2,98.3,1.294,1.632,349.6,8.89,0.0,986.611,-0.001,,,,
2024-02-01 02:26:00,15.2,98.3,1.35,1.766,347.8,4.942,0.0,986.602,-0.001,,,,
2024-02-01 02:27:00,15.2,98.2,0.983,1.399,342.8,52.85,0.0,986.59,-0.001,,,,
2024-02-01 02:28:00,15.2,98.2,1.324,1.683,353.5,7.66,0.0,986.57,-0.001,,,,
2024-02-01 02:29:00,15.2,98.2,1.074,1.433,353.5,10.14,0.0,986.551,-0.002,,,,
2024-02-01 02:30:00,15.2,98.2,1.408,1.882,351.1,9.36,0.0,986.53,-0.002,,,,
2024-02-01 02:31:00,15.2,98.2,1.578,1.965,352.3,5.766,0.0,986.517,-0.001,,,,
2024-02-01 02:32:00,15.2,98.2,1.132,1.516,357.2,11.98,0.0,986.501,-0.002,,,,
2024-02-01 02:33:00,15.2,98.2,1.386,1.649,358.6,8.05,0.0,986.5,-0.002,,,,
2024-02-01 02:34:00,15.2,98.2,1.363,1.583,348.8,9.44,0.0,986.495,-0.001,,,,
2024-02-01 02:35:00,15.17,98.1,1.36,1.799,349.5,8.83,0.0,986.488,-0.002,,,,
2024-02-01 02:36:00,15.15,98.1,1.457,1.533,349.5,11.33,0.0,986.479,-0.001,,,,
2024-02-01 02:37:00,15.15,98.1,1.382,1.617,346.6,11.79,0.0,986.477,-0.002,,,,
2024-02-01 02:38:00,15.15,98.1,1.352,1.749,351.9,10.29,0.0,986.479,-0.002,,,,
2024-02-01 02:39:00,15.12,98.1,1.46,1.783,348.7,12.8,0.0,986.488,-0.001,,,,
2024-02-01 02:40:00,15.11,98.1,1.394,1.649,345.5,9.61,0.0,986.502,-0.001,,,,
2024-02-01 02:41:00,15.11,98.1,1.382,1.632,350.3,9.82,0.0,986.508,-0.002,,,,
2024-02-01 02:42:00,15.11,98.1,1.052,1.299,356.2,12.48,0.0,986.51,-0.002,,,,
2024-02-01 02:43:00,15.11,98.1,1.202,1.482,352.0,10.33,0.0,986.51,-0.001,,,,
2024-02-01 02:44:00,15.06,98.1,1.078,1.316,351.9,10.83,0.0,986.505,-0.002,,,,
2024-02-01 02:45:00,15.06,98.1,1.244,1.632,349.8,5.782,0.0,986.501,-0.001,,,,
2024-02-01 02:46:00,15.06,98.1,1.166,1.433,349.0,5.482,0.0,986.5,-0.001,,,,
2024-02-01 02:47:00,15.06,98.1,0.738,1.382,342.3,6.666,0.0,986.506,-0.002,,,,
2024-02-01 02:48:00,15.06,98.1,0.978,1.35,338.0,14.36,0.0,986.519,-0.001,,,,
2024-02-01 02:49:00,15.06,98.2,0.86,0.966,344.3,18.59,0.0,986.537,-0.001,,,,
2024-02-01 02:50:00,15.04,98.2,0.602,0.916,333.0,46.21,0.0,986.562,-0.002,,,,
2024-02-01 02:51:00,15.01,98.1,0.595,1.132,339.5,3.898,0.0,986.582,-0.002,,,,
2024-02-01 02:52:00,15.01,98.1,0.4,1.0,360.0,11.29,0.0,986.592,-0.001,,,,
2024-02-01 02:53:00,14.97,98.1,0.192,0.6,4.578,0.799,0.0,986.603,-0.002,,,,
2024-02-01 02:54:00,14.97,98.1,0.0,0.0,48.193250000000006,2.141625,0.0,986.616,-0.001,,,IP,IP
2024-02-01 02:55:00,14.97,98.2,0.0,0.0,91.8085,3.48425,0.0,986.616,-0.001,,,IP,IP
2024-02-01 02:56:00,14.97,98.2,0.0,0.0,135.42375,4.826875,0.0,986.617,-0.001,,,IP,IP
2024-02-01 02:57:00,15.06,98.2,0.0,0.0,179.03900000000002,6.1695,0.0,986.621,-0.001,,,IP,IP
2024-02-01 02:58:00,15.02,98.2,0.0,0.0,222.65425,7.512125,0.0,986.632,-0.002,,,IP,IP
2024-02-01 02:59:00,15.01,98.2,0.0,0.0,266.2695,8.85475,0.0,986.657,-0.002,,,IP,IP
2024-02-01 03:00:00,14.97,98.1,0.0,0.0,309.88475,10.197375,0.0,986.675,-0.001,,,IP,IP
2024-02-01 03:01:00,14.92,98.1,0.269,0.549,353.5,11.54,0.0,986.684,-0.001,,,,
2024-02-01 03:02:00,14.89,98.0,0.405,0.566,359.4,5.035,0.0,986.677,-0.001,,,,
2024-02-01 03:03:00,14.88,98.0,0.031,0.184,2.32,0.006,0.0,986.669,-0.001,,,,
2024-02-01 03:04:00,15.497746865181568,98.1,0.376,0.583,1.027,1.126,0.0,986.657,-0.001,LR,IP,,
2024-02-01 03:05:00,15.484872713832983,98.1,0.451,0.6,351.1,6.707,0.0,986.655,-0.001,LR,IP,,
2024-02-01 03:06:00,15.46291022688196,98.1,0.67,0.75,338.7,2.815,0.0,986.657,-0.002,LR,IP,,
2024-02-01 03:07:00,15.444247802736996,98.1,0.513,0.649,351.4,9.01,0.0,986.66,-0.001,LR,IP,,
2024-02-01 03:08:00,15.434244009670662,98.1,0.6,0.716,347.3,3.021,0.0,986.669,-0.002,LR,IP,,
2024-02-01 03:09:00,14.82,98.1,0.697,0.767,345.3,2.334,0.0,986.66,-0.001,,,,
2024-02-01 03:10:00,14.79,98.1,0.648,0.733,346.4,3.683,0.0,986.658,-0.001,,,,
2024-02-01 03:11:00,14.79,98.1,0.617,0.75,351.1,5.236,0.0,986.642,-0.001,,,,
2024-02-01 03:12:00,14.79,98.1,0.86,1.017,358.3,2.683,0.0,986.627,-0.001,,,,
2024-02-01 03:13:00,14.79,98.2,0.964,1.183,351.9,1.875,0.0,986.612,-0.001,,,,
2024-02-01 03:14:00,14.79,98.2,1.064,1.267,351.4,7.808,0.0,986.596,-0.001,,,,
2024-02-01 03:15:00,14.77,98.3,1.216,1.35,355.6,3.447,0.0,986.582,-0.001,,,,
2024-02-01 03:16:00,14.74,98.3,1.443,1.566,353.7,3.079,0.0,986.57,-0.001,,,,
2024-02-01 03:17:00,14.74,98.3,1.42,1.666,357.9,3.534,0.0,986.55,-0.001,,,,
2024-02-01 03:18:00,14.73,98.3,1.482,1.715,355.3,3.763,0.0,986.529,-0.001,,,,
2024-02-01 03:19:00,14.69,98.3,1.465,1.649,357.8,10.58,0.0,986.485,-0.001,,,,
2024-02-01 03:20:00,14.7,98.4,1.595,1.783,0.681,6.077,0.0,986.44,-0.002,,,,
2024-02-01 03:21:00,14.69,98.4,1.649,1.882,8.53,8.83,0.0,986.401,-0.002,,,,
2024-02-01 03:22:00,14.7,98.5,1.627,1.85,10.98,6.129,0.0,986.388,-0.002,,,,
2024-02-01 03:23:00,14.7,98.5,1.499,1.715,5.441,11.09,0.0,986.402,-0.001,,,,
2024-02-01 03:24:00,14.69,98.5,1.661,1.766,8.99,6.129,0.0,986.416,-0.002,,,,
2024-02-01 03:25:00,14.7,98.5,1.807,2.049,7.482,3.688,0.0,986.427,-0.001,,,,
2024-02-01 03:26:00,14.69,98.5,1.771,1.899,6.044,4.019,0.0,986.411,-0.001,,,,
2024-02-01 03:27:00,14.69,98.5,1.71,2.033,5.361,10.54,0.0,986.388,-0.001,,,,
2024-02-01 03:28:00,14.69,98.5,1.867,1.999,9.14,4.38,0.0,986.353,-0.001,,,,
2024-02-01 03:29:00,14.69,98.6,1.511,1.933,10.98,17.05,0.0,986.332,-0.001,,,,
2024-02-01 03:30:00,14.69,98.6,1.579,2.083,17.26,13.65,0.0,986.328,-0.001,,,,
2024-02-01 03:31:00,14.69,98.5,1.838,2.066,15.06,10.04,0.0,986.334,-0.001,,,,
2024-02-01 03:32:00,14.7,98.5,1.732,1.982,17.55,7.662,0.0,986.343,-0.001,,,,
2024-02-01 03:33:00,14.69,98.5,1.702,1.965,7.182,4.684,0.0,986.348,-0.001,,,,
2024-02-01 03:34:00,14.69,98.5,1.824,1.982,11.92,6.481,0.0,986.351,-0.001,,,,
2024-02-01 03:35:00,14.7,98.5,1.632,1.916,13.13,6.604,0.0,986.35,-0.002,,,,
2024-02-01 03:36:00,14.7,98.5,1.78,1.982,8.65,9.07,0.0,986.348,-0.001,,,,
2024-02-01 03:37:00,14.69,98.5,1.794,2.049,10.5,9.12,0.0,986.348,-0.001,,,,
2024-02-01 03:38:00,14.7,98.5,1.964,2.266,8.94,3.528,0.0,986.339,-0.001,,,,
2024-02-01 03:39:00,14.7,98.5,1.855,2.433,9.07,4.527,0.0,986.344,-0.001,,,,
2024-02-01 03:40:00,14.69,98.5,1.625,2.249,7.168,10.76,0.0,986.35,-0.002,,,,
2024-02-01 03:41:00,14.69,98.5,1.622,2.149,10.33,12.6,0.0,986.358,-0.001,,,,
2024-02-01 03:42:00,14.7,98.5,1.719,1.783,12.51,7.298,0.0,986.362,-0.001,,,,
2024-02-01 03:43:00,14.7,98.5,1.736,1.916,14.12,7.744,0.0,986.374,-0.002,,,,
2024-02-01 03:44:00,14.69,98.5,1.399,1.732,11.23,11.93,0.0,986.391,-0.001,,,,
2024-02-01 03:45:00,14.69,98.5,1.617,1.899,11.39,5.006,0.0,986.411,-0.001,,,,
2024-02-01 03:46:00,14.69,98.6,1.571,1.85,9.71,6.911,0.0,986.421,-0.001,,,,
2024-02-01 03:47:00,14.7,98.6,1.566,1.95,8.3,11.65,0.0,986.439,-0.001,,,,
2024-02-01 03:48:00,14.69,98.6,1.889,2.349,12.67,10.67,0.0,986.444,-0.001,,,,
2024-02-01 03:49:00,14.69,98.6,1.457,1.766,18.91,7.845,0.0,986.439,-0.002,,,,
2024-02-01 03:50:00,14.69,98.5,1.518,1.7,6.017,10.83,0.0,986.432,-0.001,,,,
2024-02-01 03:51:00,14.69,98.5,1.391,1.715,18.38,10.59,0.0,986.422,-0.001,,,,
2024-02-01 03:52:00,14.7,98.6,1.525,1.649,22.99,3.329,0.0,986.42,-0.001,,,,
2024-02-01 03:53:00,14.69,98.6,1.284,1.433,21.34,6.782,0.0,986.404,-0.001,,,,
2024-02-01 03:54:00,14.69,98.6,1.231,1.499,27.6,7.454,0.0,986.385,-0.001,,,,
2024-02-01 03:55:00,14.69,98.6,1.11,1.382,29.9,9.28,0.0,986.367,-0.001,,,,
2024-02-01 03:56:00,14.7,98.6,1.214,1.549,32.63,4.165,0.0,986.344,-0.002,,,,
2024-02-01 03:57:00,14.7,98.6,1.2,1.416,30.72,5.012,0.0,986.323,-0.001,,,,
