Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Calakmul (cmul), Campeche
Lat 18.5956 N, Lon 89.4137 W, Alt 275 masl
Time UTC-6h
FlAGS describe the method used to calculte null values from metdata: IP = interpolation  LR= linear regresion for Temp_avg using PMT640 mass monitor
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s.1,deg,deg.1,mm,hPa,W/m^2,Temp_flag,WDIR_flag,WDIR_avg_flag
2023-12-01 00:19:00,22.95,100.0,2.749,3.381,119.9,13.86,0.0,981.012,-0.001,,,
2023-12-01 00:20:00,22.96,100.0,1.319,1.95,106.6,20.9,0.0,981.011,-0.001,,,
2023-12-01 00:21:00,22.95,100.0,1.261,1.549,115.7,24.96,0.0,981.0,-0.001,,,
2023-12-01 00:22:00,22.95,100.0,1.652,2.266,121.4,19.9,0.0,981.009,-0.001,,,
2023-12-01 00:23:00,22.96,100.0,2.596,3.131,115.6,11.64,0.0,981.008,-0.001,,,
2023-12-01 00:24:00,22.96,100.0,1.057,1.367,138.7,18.69,0.0,981.005,-0.001,,,
2023-12-01 00:25:00,22.95,100.0,2.266,2.499,127.8,10.02,0.0,980.991,-0.001,,,
2023-12-01 00:26:00,22.95,100.0,2.171,3.516,117.2,20.95,0.0,981.003,-0.001,,,
2023-12-01 00:27:00,22.95,100.0,2.2,2.95,123.5,12.09,0.0,981.028,-0.001,,,
2023-12-01 00:28:00,22.95,100.0,1.897,2.249,124.3,8.43,0.0,981.059,-0.001,,,
2023-12-01 00:29:00,22.95,100.0,1.977,2.866,131.3,20.26,0.0,981.075,-0.001,,,
2023-12-01 00:30:00,22.95,100.0,1.829,2.965,118.3,12.46,0.0,981.063,-0.001,,,
2023-12-01 00:31:00,22.99,100.0,2.266,3.099,124.0,15.34,0.0,981.046,-0.001,,,
2023-12-01 00:32:00,23.0,100.0,1.987,2.45,126.4,18.39,0.0,981.046,-0.001,,,
2023-12-01 00:33:00,23.0,100.0,1.578,2.349,131.4,17.87,0.0,981.047,0.0,,,
2023-12-01 00:34:00,23.0,100.0,1.771,2.416,146.7,20.16,0.0,981.027,0.0,,,
2023-12-01 00:35:00,23.0,100.0,1.496,1.816,123.3,12.03,0.0,981.007,-0.001,,,
2023-12-01 00:36:00,23.0,100.0,1.727,2.149,107.1,15.53,0.0,980.986,-0.001,,,
2023-12-01 00:37:00,23.0,100.0,1.355,1.583,124.3,14.63,0.0,980.976,-0.001,,,
2023-12-01 00:38:00,23.02,100.0,1.652,2.433,122.3,13.11,0.0,980.986,-0.001,,,
2023-12-01 00:39:00,23.05,100.0,2.71,3.381,121.6,6.825,0.0,980.991,-0.002,,,
2023-12-01 00:40:00,23.05,100.0,2.552,3.449,128.0,8.52,0.0,980.998,-0.001,,,
2023-12-01 00:41:00,23.05,100.0,2.236,2.616,120.8,16.13,0.0,981.0,0.0,,,
2023-12-01 00:42:00,23.07,100.0,2.557,3.082,112.8,15.26,0.0,981.022,-0.001,,,
2023-12-01 00:43:00,23.09,100.0,2.404,2.798,129.1,10.84,0.0,981.032,-0.001,,,
2023-12-01 00:44:00,23.09,100.1,2.502,3.266,130.8,19.89,0.0,981.04,-0.001,,,
2023-12-01 00:45:00,23.09,100.0,2.375,3.131,128.8,13.66,0.0,981.059,-0.002,,,
2023-12-01 00:46:00,23.12,100.0,2.696,3.065,128.9,8.29,0.0,981.056,0.0,,,
2023-12-01 00:47:00,23.14,100.1,2.135,2.7,119.2,15.05,0.0,981.063,-0.001,,,
2023-12-01 00:48:00,23.13,100.0,1.465,1.867,134.8,19.96,0.0,981.064,-0.001,,,
2023-12-01 00:49:00,23.14,100.1,1.503,1.816,116.1,26.38,0.0,981.048,-0.001,,,
2023-12-01 00:50:00,23.14,100.0,1.705,2.166,110.7,22.89,0.0,981.027,-0.001,,,
2023-12-01 00:51:00,23.14,100.0,1.943,2.349,126.2,9.95,0.0,981.016,-0.001,,,
2023-12-01 00:52:00,23.14,100.0,2.608,2.832,125.1,10.62,0.0,981.01,-0.001,,,
2023-12-01 00:53:00,23.15,100.1,2.377,3.533,128.6,18.01,0.0,981.015,-0.001,,,
2023-12-01 00:54:00,23.18,100.0,2.108,2.749,131.0,14.45,0.0,981.028,-0.001,,,
2023-12-01 00:55:00,23.18,100.0,1.845,2.433,128.7,14.19,0.0,981.028,-0.001,,,
2023-12-01 00:56:00,23.18,100.0,2.375,3.732,124.1,13.19,0.0,981.014,-0.002,,,
2023-12-01 00:57:00,23.18,100.0,2.416,3.033,123.7,9.71,0.0,980.983,-0.001,,,
2023-12-01 00:58:00,23.2,100.0,2.866,3.665,121.2,7.218,0.0,980.953,-0.001,,,
2023-12-01 00:59:00,23.23,100.0,1.943,2.499,118.6,12.18,0.0,980.945,-0.001,,,
2023-12-01 01:00:00,23.23,100.1,1.916,2.533,131.7,16.46,0.0,980.944,-0.001,,,
2023-12-01 01:01:00,23.23,100.0,1.943,3.116,123.2,15.02,0.0,980.938,-0.001,,,
2023-12-01 01:02:00,23.23,100.0,2.496,3.033,120.5,13.21,0.0,980.928,-0.001,,,
2023-12-01 01:03:00,23.23,100.0,2.613,3.432,110.5,5.544,0.0,980.925,-0.001,,,
2023-12-01 01:04:00,23.23,100.0,2.232,3.116,124.9,11.19,0.0,980.91,0.0,,,
2023-12-01 01:05:00,23.23,100.0,2.219,2.882,125.3,11.47,0.0,980.884,-0.001,,,
2023-12-01 01:06:00,23.23,100.0,2.849,3.766,119.7,14.9,0.0,980.873,-0.002,,,
2023-12-01 01:07:00,23.23,100.0,2.916,3.582,120.4,7.184,0.0,980.867,0.0,,,
2023-12-01 01:08:00,23.23,100.1,2.382,3.249,124.5,13.85,0.0,980.879,-0.001,,,
2023-12-01 01:09:00,23.23,100.0,1.627,2.132,136.1,17.11,0.0,980.889,0.0,,,
2023-12-01 01:10:00,23.23,100.0,2.336,3.082,136.4,9.19,0.0,980.917,0.0,,,
2023-12-01 01:11:00,23.24,100.0,2.268,2.965,132.9,26.23,0.0,980.933,-0.001,,,
2023-12-01 01:12:00,23.27,100.1,2.504,3.432,134.8,7.773,0.0,980.945,-0.001,,,
2023-12-01 01:13:00,23.28,100.0,1.707,2.499,129.7,4.839,0.0,980.948,-0.001,,,
2023-12-01 01:14:00,23.28,100.0,2.026,2.582,120.5,10.24,0.0,980.922,-0.001,,,
2023-12-01 01:15:00,23.27,100.0,1.833,2.033,132.6,8.45,0.0,980.917,-0.001,,,
2023-12-01 01:16:00,23.28,100.0,1.763,2.482,121.1,17.64,0.0,980.93,-0.001,,,
2023-12-01 01:17:00,23.27,100.0,1.601,2.266,119.4,12.21,0.0,980.934,-0.001,,,
2023-12-01 01:18:00,23.27,100.0,2.74,3.499,125.7,7.336,0.0,980.905,-0.001,,,
2023-12-01 01:19:00,23.28,100.0,1.952,2.732,133.1,24.76,0.0,980.869,-0.001,,,
2023-12-01 01:20:00,23.28,100.0,1.193,2.283,122.5,21.09,0.0,980.837,-0.001,,,
2023-12-01 01:21:00,23.32,100.0,1.488,1.95,130.3,20.11,0.0,980.817,-0.001,,,
2023-12-01 01:22:00,23.32,100.0,1.897,2.982,120.5,18.96,0.0,980.804,0.0,,,
2023-12-01 01:23:00,23.32,100.0,2.574,3.182,125.7,14.53,0.0,980.811,-0.001,,,
2023-12-01 01:24:00,23.32,100.0,1.613,2.1,123.7,18.48,0.0,980.818,-0.002,,,
2023-12-01 01:25:00,23.32,100.0,1.736,2.882,122.6,12.83,0.0,980.803,-0.001,,,
2023-12-01 01:26:00,23.32,100.0,2.043,3.699,125.7,31.82,0.0,980.763,-0.001,,,
2023-12-01 01:27:00,23.32,100.0,1.947,3.148,129.9,18.18,0.0,980.771,-0.001,,,
2023-12-01 01:28:00,23.32,99.9,2.314,3.648,111.3,24.98,0.0,980.771,-0.002,,,
2023-12-01 01:29:00,23.32,100.0,2.314,3.432,114.1,18.35,0.0,980.769,-0.001,,,
2023-12-01 01:30:00,23.32,100.0,3.012,4.131,118.2,10.65,0.0,980.754,-0.001,,,
2023-12-01 01:31:00,23.36,99.9,3.135,4.381,132.4,6.06,0.0,980.734,0.0,,,
2023-12-01 01:32:00,23.37,99.9,2.06,2.766,131.1,13.6,0.0,980.726,-0.001,,,
2023-12-01 01:33:00,23.36,99.9,2.253,3.116,123.0,13.5,0.0,980.746,-0.001,,,
2023-12-01 01:34:00,23.37,99.9,2.757,3.415,118.6,6.359,0.0,980.771,-0.001,,,
2023-12-01 01:35:00,23.37,99.9,2.402,3.516,119.5,16.85,0.0,980.756,-0.001,,,
2023-12-01 01:36:00,23.37,99.8,1.79,2.1,131.7,12.35,0.0,980.764,-0.001,,,
2023-12-01 01:37:00,23.37,99.8,1.999,2.616,121.1,20.44,0.0,980.739,-0.001,,,
2023-12-01 01:38:00,23.36,99.8,1.894,2.433,142.2,21.45,0.0,980.714,-0.001,,,
2023-12-01 01:39:00,23.37,99.8,2.122,3.082,112.2,12.14,0.0,980.701,-0.001,,,
2023-12-01 01:40:00,23.36,99.8,2.091,3.048,136.1,27.11,0.0,980.703,-0.001,,,
2023-12-01 01:41:00,23.36,99.8,2.171,2.982,127.1,13.63,0.0,980.69,-0.001,,,
2023-12-01 01:42:00,23.37,99.7,1.35,1.999,128.8,20.49,0.0,980.69,-0.001,,,
2023-12-01 01:43:00,23.37,99.7,2.526,3.116,116.6,14.58,0.0,980.678,-0.001,,,
2023-12-01 01:44:00,23.37,99.7,3.14,4.116,125.9,14.63,0.0,980.664,-0.001,,,
2023-12-01 01:45:00,23.4,99.7,2.424,2.732,125.9,11.75,0.0,980.669,-0.001,,,
2023-12-01 01:46:00,23.41,99.7,2.13,2.749,136.6,8.82,0.0,980.65,-0.001,,,
2023-12-01 01:47:00,23.41,99.7,2.669,3.766,118.4,14.77,0.0,980.629,-0.001,,,
2023-12-01 01:48:00,23.41,99.6,3.276,5.214,111.9,15.15,0.0,980.609,-0.001,,,
2023-12-01 01:49:00,23.41,99.6,2.893,3.849,127.2,15.19,0.0,980.588,-0.001,,,
2023-12-01 01:50:00,23.43,99.5,2.018,2.715,125.6,24.99,0.0,980.574,0.0,,,
2023-12-01 01:51:00,23.46,99.5,2.135,2.582,127.1,11.18,0.0,980.557,-0.001,,,
2023-12-01 01:52:00,23.46,99.4,3.113,4.032,126.4,7.491,0.0,980.55,-0.001,,,
2023-12-01 01:53:00,23.46,99.4,3.621,3.949,120.4,8.15,0.0,980.515,-0.001,,,
2023-12-01 01:54:00,23.46,99.4,1.586,2.433,114.6,28.03,0.0,980.496,-0.001,,,
2023-12-01 01:55:00,23.46,99.4,2.04,2.7,124.8,16.39,0.0,980.5,-0.002,,,
2023-12-01 01:56:00,23.46,99.4,2.407,3.349,128.8,7.307,0.0,980.5,-0.001,,,
2023-12-01 01:57:00,23.46,99.4,2.268,3.249,116.2,17.8,0.0,980.486,-0.001,,,
2023-12-01 01:58:00,23.46,99.4,2.768,4.714,123.4,13.69,0.0,980.471,-0.001,,,
2023-12-01 01:59:00,23.46,99.4,1.632,2.266,109.6,16.69,0.0,980.451,-0.002,,,
2023-12-01 02:00:00,23.45,99.3,1.994,2.533,130.0,22.17,0.0,980.448,-0.001,,,
2023-12-01 02:01:00,23.5,99.3,1.93,2.399,122.0,16.41,0.0,980.448,-0.001,,,
2023-12-01 02:02:00,23.5,99.3,3.223,4.981,117.5,4.799,0.0,980.424,-0.001,,,
2023-12-01 02:03:00,23.5,99.3,2.841,3.981,145.3,12.59,0.0,980.4,-0.001,,,
2023-12-01 02:04:00,23.5,99.3,1.649,2.933,107.5,29.08,0.0,980.385,-0.001,,,
2023-12-01 02:05:00,23.5,99.3,1.85,2.132,116.0,19.05,0.0,980.355,-0.001,,,
2023-12-01 02:06:00,23.5,99.3,2.29,2.999,118.5,11.24,0.0,980.34,0.0,,,
2023-12-01 02:07:00,23.5,99.3,2.288,2.916,127.8,8.58,0.0,980.337,-0.001,,,
2023-12-01 02:08:00,23.51,99.3,2.191,2.866,122.3,25.0,0.0,980.341,-0.001,,,
2023-12-01 02:09:00,23.51,99.3,2.797,3.533,122.8,11.11,0.0,980.347,-0.001,,,
2023-12-01 02:10:00,23.5,99.3,2.307,3.048,123.7,8.69,0.0,980.332,-0.001,,,
2023-12-01 02:11:00,23.5,99.3,2.11,2.366,127.1,15.46,0.0,980.336,-0.001,,,
2023-12-01 02:12:00,23.5,99.3,1.508,2.516,112.5,8.02,0.0,980.328,-0.001,,,
2023-12-01 02:13:00,23.5,99.3,3.59,4.065,114.7,6.918,0.0,980.288,-0.002,,,
2023-12-01 02:14:00,23.5,99.3,2.591,3.249,114.9,31.49,0.0,980.267,-0.002,,,
2023-12-01 02:15:00,23.51,99.3,1.771,2.599,120.0,24.19,0.0,980.248,-0.001,,,
2023-12-01 02:16:00,23.5,99.3,2.021,2.666,126.6,15.55,0.0,980.266,-0.001,,,
2023-12-01 02:17:00,23.5,99.2,1.964,2.715,126.0,20.36,0.0,980.278,-0.001,,,
2023-12-01 02:18:00,23.5,99.2,2.377,3.981,136.2,8.28,0.0,980.28,-0.001,,,
2023-12-01 02:19:00,23.51,99.2,2.298,2.965,122.1,19.79,0.0,980.275,-0.001,,,
2023-12-01 02:20:00,23.55,99.2,1.505,2.066,106.7,16.59,0.0,980.277,-0.001,,,
2023-12-01 02:21:00,23.55,99.2,2.088,3.315,120.2,24.89,0.0,980.264,-0.001,,,
2023-12-01 02:22:00,23.55,99.2,1.166,1.982,117.0,35.76,0.0,980.247,-0.001,,,
2023-12-01 02:23:00,23.55,99.2,2.543,3.298,115.1,15.75,0.0,980.23,-0.001,,,
2023-12-01 02:24:00,23.55,99.2,2.657,3.349,130.6,7.944,0.0,980.215,-0.001,,,
2023-12-01 02:25:00,23.55,99.2,2.569,3.165,125.8,11.2,0.0,980.208,-0.001,,,
2023-12-01 02:26:00,23.55,99.1,1.768,2.232,114.3,16.92,0.0,980.188,-0.001,,,
2023-12-01 02:27:00,23.55,99.1,2.011,2.798,115.1,11.76,0.0,980.165,-0.001,,,
2023-12-01 02:28:00,23.55,99.1,3.24,3.949,114.5,6.854,0.0,980.165,-0.001,,,
2023-12-01 02:29:00,23.55,99.1,3.288,4.616,110.7,17.94,0.0,980.174,0.0,,,
2023-12-01 02:30:00,23.55,99.0,1.972,3.148,133.8,17.59,0.0,980.149,-0.001,,,
2023-12-01 02:31:00,23.55,99.0,2.463,4.532,110.7,9.01,0.0,980.132,-0.001,,,
2023-12-01 02:32:00,23.57,99.0,2.757,3.832,114.1,15.02,0.0,980.149,-0.001,,,
2023-12-01 02:33:00,23.6,98.9,2.999,4.515,118.7,14.95,0.0,980.145,-0.001,,,
2023-12-01 02:34:00,23.59,98.9,2.565,3.182,134.6,16.16,0.0,980.123,-0.001,,,
2023-12-01 02:35:00,23.59,98.9,2.366,3.249,115.0,6.731,0.0,980.111,-0.001,,,
2023-12-01 02:36:00,23.59,98.8,2.434,3.849,112.8,11.0,0.0,980.101,0.0,,,
2023-12-01 02:37:00,23.59,98.8,3.227,4.381,120.0,23.52,0.0,980.086,-0.001,,,
2023-12-01 02:38:00,23.6,98.8,2.292,2.732,122.0,14.68,0.0,980.086,-0.001,,,
2023-12-01 02:39:00,23.59,98.8,1.746,3.616,116.6,25.69,0.0,980.066,0.0,,,
2023-12-01 02:40:00,23.6,98.8,3.271,3.964,124.8,15.95,0.0,980.051,-0.001,,,
2023-12-01 02:41:00,23.59,98.7,1.508,1.916,119.1,17.53,0.0,980.06,-0.001,,,
2023-12-01 02:42:00,23.59,98.7,2.888,3.932,119.1,16.63,0.0,980.05,-0.001,,,
2023-12-01 02:43:00,23.59,98.7,2.404,3.016,107.2,14.6,0.0,980.062,0.0,,,
2023-12-01 02:44:00,23.6,98.7,2.749,3.449,128.4,9.12,0.0,980.057,0.0,,,
2023-12-01 02:45:00,23.59,98.7,2.088,2.982,126.2,13.8,0.0,980.056,-0.001,,,
2023-12-01 02:46:00,23.6,98.6,2.355,2.849,113.4,20.76,0.0,980.047,0.0,,,
2023-12-01 02:47:00,23.59,98.6,2.502,4.182,123.4,9.56,0.0,980.009,0.0,,,
2023-12-01 02:48:00,23.59,98.5,2.657,2.982,136.6,11.1,0.0,980.004,-0.001,,,
2023-12-01 02:49:00,23.59,98.5,2.205,2.916,125.2,17.43,0.0,980.026,-0.001,,,
2023-12-01 02:50:00,23.59,98.5,2.819,3.516,125.6,8.25,0.0,980.02,0.0,,,
2023-12-01 02:51:00,23.6,98.5,1.941,2.465,126.3,16.85,0.0,980.017,-0.001,,,
2023-12-01 02:52:00,23.59,98.5,2.577,3.432,135.0,15.76,0.0,980.007,-0.001,,,
2023-12-01 02:53:00,23.59,98.5,2.802,3.533,121.1,11.15,0.0,980.005,-0.001,,,
2023-12-01 02:54:00,23.59,98.5,2.428,3.516,117.0,11.73,0.0,980.007,-0.001,,,
2023-12-01 02:55:00,23.6,98.5,2.666,3.249,140.0,19.44,0.0,980.043,0.0,,,
2023-12-01 02:56:00,23.59,98.5,1.644,1.867,129.7,10.47,0.0,980.055,-0.001,,,
2023-12-01 02:57:00,23.56,98.5,1.838,2.166,118.4,24.9,0.0,980.076,0.0,,,
2023-12-01 02:58:00,23.55,98.5,3.091,3.932,113.6,11.74,0.0,980.073,0.0,,,
2023-12-01 02:59:00,23.55,98.5,2.244,2.815,123.5,13.39,0.0,980.079,-0.001,,,
2023-12-01 03:00:00,23.55,98.5,2.899,3.232,114.9,6.941,0.0,980.036,-0.001,,,
2023-12-01 03:01:00,23.55,98.5,1.938,3.182,111.7,18.58,0.0,980.012,-0.001,,,
2023-12-01 03:02:00,23.55,98.5,1.858,3.366,132.2,23.29,0.0,979.99,0.0,,,
2023-12-01 03:03:00,23.55,98.5,2.652,3.849,127.0,9.66,0.0,979.961,-0.001,,,
2023-12-01 03:04:00,23.55,98.4,2.965,3.599,125.1,7.335,0.0,979.959,-0.001,,,
2023-12-01 03:05:00,23.55,98.3,2.499,3.065,122.9,9.15,0.0,979.974,0.0,,,
2023-12-01 03:06:00,23.55,98.3,2.735,3.033,129.5,12.7,0.0,979.985,-0.001,,,
2023-12-01 03:07:00,23.53,98.3,3.086,4.048,128.2,12.04,0.0,979.968,-0.001,,,
2023-12-01 03:08:00,23.5,98.3,2.666,3.165,129.1,19.18,0.0,979.962,-0.001,,,
2023-12-01 03:09:00,23.5,98.3,2.368,3.465,116.5,17.95,0.0,979.942,-0.001,,,
2023-12-01 03:10:00,23.5,98.4,2.283,2.616,109.7,14.16,0.0,979.946,-0.001,,,
2023-12-01 03:11:00,23.51,98.4,1.851,3.165,117.6,17.0,0.0,979.919,0.0,,,
2023-12-01 03:12:00,23.5,98.4,1.935,2.749,112.0,13.75,0.0,979.921,-0.001,,,
2023-12-01 03:13:00,23.5,98.4,3.293,4.298,118.9,9.05,0.0,979.91,-0.001,,,
2023-12-01 03:14:00,23.5,98.4,2.946,3.582,118.7,17.22,0.0,979.892,-0.001,,,
2023-12-01 03:15:00,23.5,98.4,3.057,4.265,159.2,15.22,0.0,979.876,-0.001,,,
2023-12-01 03:16:00,23.55,98.4,1.377,2.349,139.0,15.39,0.0,979.864,-0.001,,,
2023-12-01 03:17:00,23.55,98.3,2.696,3.332,122.8,9.27,0.0,979.849,0.0,,,
2023-12-01 03:18:00,23.55,98.3,3.193,4.315,131.4,11.8,0.0,979.817,-0.001,,,
2023-12-01 03:19:00,23.55,98.3,2.893,3.482,121.8,15.7,0.0,979.802,-0.001,,,
2023-12-01 03:20:00,23.55,98.3,3.218,3.815,123.3,14.78,0.0,979.808,-0.001,,,
2023-12-01 03:21:00,23.55,98.3,3.48,4.616,127.0,10.4,0.0,979.81,-0.002,,,
2023-12-01 03:22:00,23.55,98.3,1.981,2.149,116.9,21.95,0.0,979.805,-0.001,,,
2023-12-01 03:23:00,23.55,98.2,3.143,3.732,120.6,10.76,0.0,979.784,0.0,,,
2023-12-01 03:24:00,23.55,98.2,2.474,3.565,129.0,20.62,0.0,979.78,-0.001,,,
2023-12-01 03:25:00,23.55,98.2,3.033,3.715,123.3,8.85,0.0,979.769,-0.001,,,
2023-12-01 03:26:00,23.55,98.2,3.446,4.048,124.0,11.6,0.0,979.773,-0.001,,,
2023-12-01 03:27:00,23.55,98.2,2.754,3.215,131.3,7.983,0.0,979.776,-0.001,,,
2023-12-01 03:28:00,23.55,98.2,1.828,2.298,109.3,24.87,0.0,979.792,-0.001,,,
2023-12-01 03:29:00,23.55,98.2,2.999,3.881,127.8,16.02,0.0,979.799,-0.001,,,
2023-12-01 03:30:00,23.55,98.3,2.81,3.881,137.2,10.85,0.0,979.795,-0.001,,,
2023-12-01 03:31:00,23.55,98.3,2.96,3.582,129.1,15.53,0.0,979.801,-0.001,,,
2023-12-01 03:32:00,23.55,98.3,2.774,3.631,133.0,9.08,0.0,979.817,-0.001,,,
2023-12-01 03:33:00,23.55,98.3,2.283,2.999,119.0,14.1,0.0,979.853,0.0,,,
2023-12-01 03:34:00,23.55,98.3,3.341,5.581,135.2,18.65,0.0,979.859,-0.001,,,
2023-12-01 03:35:00,23.55,98.3,2.193,2.649,123.7,22.58,0.0,979.89,-0.001,,,
2023-12-01 03:36:00,23.55,98.2,2.885,3.732,112.6,15.75,0.0,979.846,-0.001,,,
2023-12-01 03:37:00,23.55,98.2,2.385,3.148,127.8,15.37,0.0,979.871,0.0,,,
2023-12-01 03:38:00,23.55,98.2,3.057,3.699,132.5,17.7,0.0,979.86,-0.001,,,
2023-12-01 03:39:00,23.55,98.1,3.065,4.714,111.9,23.44,0.0,979.867,-0.001,,,
2023-12-01 03:40:00,23.55,98.0,4.376,6.032,137.9,10.3,0.0,979.864,0.0,,,
2023-12-01 03:41:00,23.59,97.9,3.59,4.748,143.8,11.02,0.0,979.861,-0.001,,,
2023-12-01 03:42:00,23.59,97.9,2.938,3.682,127.0,14.81,0.0,979.886,-0.001,,,
2023-12-01 03:43:00,23.6,97.9,3.266,3.866,124.5,9.22,0.0,979.889,-0.001,,,
2023-12-01 03:44:00,23.59,97.9,2.57,3.415,127.4,12.64,0.0,979.894,0.0,,,
2023-12-01 03:45:00,23.59,97.9,2.693,3.366,129.9,11.65,0.0,979.904,-0.001,,,
2023-12-01 03:46:00,23.59,97.9,2.832,4.015,131.3,16.98,0.0,979.902,-0.001,,,
2023-12-01 03:47:00,23.59,98.0,2.525,3.048,119.5,15.3,0.0,979.89,-0.001,,,
2023-12-01 03:48:00,23.59,98.1,2.047,3.099,124.6,21.3,0.0,979.895,0.0,,,
2023-12-01 03:49:00,23.59,98.1,1.987,2.349,131.5,13.65,0.0,979.89,-0.001,,,
2023-12-01 03:50:00,23.57,98.2,2.53,4.515,138.5,30.05,0.0,979.9,0.0,,,
2023-12-01 03:51:00,23.55,98.2,3.699,4.831,131.9,18.8,0.0,979.914,-0.001,,,
2023-12-01 03:52:00,23.55,98.2,3.806,4.498,124.7,8.92,0.0,979.922,-0.001,,,
2023-12-01 03:53:00,23.55,98.2,2.647,3.665,123.6,14.96,0.0,979.93,-0.001,,,
2023-12-01 03:54:00,23.55,98.2,3.546,4.731,129.0,11.62,0.0,979.922,0.0,,,
2023-12-01 03:55:00,23.55,98.2,3.898,4.865,128.0,13.42,0.0,979.944,0.0,,,
2023-12-01 03:56:00,23.55,98.2,2.14,2.749,129.3,17.65,0.0,979.96,-0.001,,,
2023-12-01 03:57:00,23.55,98.2,2.919,4.699,139.5,18.12,0.0,979.934,-0.001,,,
2023-12-01 03:58:00,23.55,98.2,2.793,3.533,133.8,23.52,0.0,979.926,0.0,,,
2023-12-01 03:59:00,23.55,98.2,3.701,4.981,129.4,15.81,0.0,979.945,-0.001,,,
2023-12-01 04:00:00,23.55,98.2,3.784,4.366,115.5,19.74,0.0,979.932,-0.001,,,
2023-12-01 04:01:00,23.55,98.2,3.179,3.832,130.2,9.74,0.0,979.954,-0.001,,,
2023-12-01 04:02:00,23.55,98.2,2.327,2.982,135.7,18.07,0.0,979.942,-0.001,,,
2023-12-01 04:03:00,23.55,98.2,1.685,2.283,151.7,19.05,0.0,979.941,0.0,,,
2023-12-01 04:04:00,23.55,98.2,2.972,3.665,136.8,3.243,0.0,979.956,0.0,,,
2023-12-01 04:05:00,23.55,98.2,2.752,3.866,137.5,10.41,0.0,979.96,-0.001,,,
2023-12-01 04:06:00,23.55,98.2,2.543,3.298,124.6,22.65,0.0,979.973,-0.001,,,
2023-12-01 04:07:00,23.55,98.2,2.674,4.332,116.8,15.87,0.0,979.977,-0.001,,,
2023-12-01 04:08:00,23.55,98.1,3.468,4.366,138.0,17.77,0.0,979.956,-0.001,,,
2023-12-01 04:09:00,23.55,98.0,2.586,3.165,127.2,15.44,0.0,979.954,0.0,,,
2023-12-01 04:10:00,23.55,97.9,2.013,2.516,132.4,22.6,0.0,979.932,-0.001,,,
2023-12-01 04:11:00,23.55,97.8,2.735,3.232,134.7,10.25,0.0,979.94,-0.001,,,
2023-12-01 04:12:00,23.55,97.7,3.516,4.398,120.0,17.23,0.0,979.945,-0.001,,,
