Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Calakmul (cmul), Campeche
Lat 18.5956 N, Lon 89.4137 W, Alt 275 masl
Time UTC-6h
FlAGS describe the method used to calculte null values from metdata: IP = interpolation  LR= linear regresion for Temp_avg using PMT640 mass monitor
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s.1,deg,deg.1,mm,hPa,W/m^2,Temp_flag,WDIR_flag,WDIR_avg_flag
2023-12-09 16:25:00,26.57,85.9,1.306,1.666,84.0,8.77,0.0,980.978,169.7,,,
2023-12-09 16:26:00,26.58,85.7,1.28,2.149,90.4,7.741,0.0,980.987,187.4,,,
2023-12-09 16:27:00,26.62,86.0,1.389,2.066,89.9,13.15,0.0,980.994,160.1,,,
2023-12-09 16:28:00,26.62,86.1,1.566,3.432,96.5,18.49,0.0,981.028,192.9,,,
2023-12-09 16:29:00,26.65,84.4,1.697,2.7,78.4,16.54,0.0,981.056,198.5,,,
2023-12-09 16:30:00,26.74,85.7,1.403,2.249,94.0,17.71,0.0,981.102,145.3,,,
2023-12-09 16:31:00,26.76,84.9,2.351,3.283,84.5,12.0,0.0,981.13,86.0,,,
2023-12-09 16:32:00,26.78,84.9,1.35,1.617,85.7,30.03,0.0,981.145,109.5,,,
2023-12-09 16:33:00,26.8,84.9,1.018,1.482,49.11,15.4,0.0,981.153,74.13,,,
2023-12-09 16:34:00,26.77,84.9,1.321,1.933,65.05,26.78,0.0,981.165,62.91,,,
2023-12-09 16:35:00,26.7,85.1,1.761,2.599,67.82,11.84,0.0,981.188,55.76,,,
2023-12-09 16:36:00,26.65,85.3,1.064,1.299,82.3,19.77,0.0,981.246,55.07,,,
2023-12-09 16:37:00,26.59,86.3,1.783,2.132,87.6,9.69,0.0,981.294,47.5,,,
2023-12-09 16:38:00,26.54,86.4,1.1,1.683,68.09,40.47,0.0,981.313,41.32,,,
2023-12-09 16:39:00,26.5,86.3,1.175,2.382,92.5,18.09,0.0,981.286,39.83,,,
2023-12-09 16:40:00,26.45,86.0,1.238,1.482,89.3,22.06,0.0,981.255,39.39,,,
2023-12-09 16:41:00,26.42,86.1,1.821,2.516,82.0,24.7,0.0,981.218,39.46,,,
2023-12-09 16:42:00,26.39,86.3,0.847,1.533,89.1,18.32,0.0,981.206,40.14,,,
2023-12-09 16:43:00,26.35,86.6,1.768,2.382,91.0,7.605,0.0,981.206,40.04,,,
2023-12-09 16:44:00,26.3,86.8,1.329,1.916,82.7,13.24,0.0,981.197,38.81,,,
2023-12-09 16:45:00,26.27,86.8,1.499,1.933,101.7,21.71,0.0,981.205,37.07,,,
2023-12-09 16:46:00,26.24,86.9,1.511,2.482,80.7,12.28,0.0,981.199,36.37,,,
2023-12-09 16:47:00,26.19,87.0,1.488,2.2,92.8,13.77,0.0,981.204,35.84,,,
2023-12-09 16:48:00,26.13,87.4,0.575,0.983,97.4,5.852,0.0,981.217,36.04,,,
2023-12-09 16:49:00,26.08,87.7,1.595,1.816,83.8,17.63,0.0,981.242,37.0,,,
2023-12-09 16:50:00,26.03,88.0,2.025,2.349,89.9,10.24,0.0,981.251,37.83,,,
2023-12-09 16:51:00,26.01,88.2,1.21,1.816,80.2,9.91,0.0,981.271,38.28,,,
2023-12-09 16:52:00,25.97,88.1,1.697,1.916,82.6,14.76,0.0,981.281,37.55,,,
2023-12-09 16:53:00,25.93,88.4,2.132,2.399,86.8,13.73,0.0,981.279,35.06,,,
2023-12-09 16:54:00,25.89,88.9,1.117,1.715,85.4,15.78,0.0,981.277,32.44,,,
2023-12-09 16:55:00,25.84,88.8,1.714,1.965,99.7,13.0,0.0,981.274,30.21,,,
2023-12-09 16:56:00,25.82,89.0,1.297,1.465,94.6,13.97,0.0,981.275,29.01,,,
2023-12-09 16:57:00,25.79,89.4,1.61,1.85,101.4,8.27,0.0,981.282,26.35,,,
2023-12-09 16:58:00,25.77,89.3,1.627,1.816,108.3,12.0,0.0,981.285,23.95,,,
2023-12-09 16:59:00,25.74,89.3,1.496,1.867,97.9,14.08,0.0,981.276,22.17,,,
2023-12-09 17:00:00,25.72,89.6,1.652,1.882,103.7,14.33,0.0,981.265,20.6,,,
2023-12-09 17:01:00,25.7,89.6,1.102,1.516,105.8,8.41,0.0,981.24,19.32,,,
2023-12-09 17:02:00,25.65,89.8,1.481,1.867,111.2,5.925,0.0,981.22,18.98,,,
2023-12-09 17:03:00,25.63,89.8,1.066,1.416,105.1,14.99,0.0,981.223,20.08,,,
2023-12-09 17:04:00,25.61,90.1,0.938,1.715,93.9,10.73,0.0,981.234,19.53,,,
2023-12-09 17:05:00,25.58,90.4,1.289,1.833,109.6,19.5,0.0,981.266,16.75,,,
2023-12-09 17:06:00,25.55,90.3,1.622,2.232,103.1,9.06,0.0,981.293,14.84,,,
2023-12-09 17:07:00,25.51,90.5,0.859,1.499,99.8,18.6,0.0,981.321,13.97,,,
2023-12-09 17:08:00,25.49,90.8,1.369,1.533,106.3,14.43,0.0,981.361,13.91,,,
2023-12-09 17:09:00,25.44,90.9,1.131,1.45,101.2,18.89,0.0,981.389,12.95,,,
2023-12-09 17:10:00,25.4,90.9,1.316,1.533,100.5,7.977,0.0,981.394,11.77,,,
2023-12-09 17:11:00,25.38,90.9,1.047,1.367,102.4,20.23,0.0,981.391,11.09,,,
2023-12-09 17:12:00,25.33,91.3,1.319,1.533,98.5,13.85,0.0,981.392,10.59,,,
2023-12-09 17:13:00,25.31,91.5,1.216,1.867,92.3,9.61,0.0,981.402,9.73,,,
2023-12-09 17:14:00,25.26,91.7,1.238,1.766,96.6,19.73,0.0,981.425,8.92,,,
2023-12-09 17:15:00,25.24,91.9,1.678,2.083,100.2,16.73,0.0,981.437,7.944,,,
2023-12-09 17:16:00,25.2,92.0,1.447,1.85,90.4,10.91,0.0,981.427,6.89,,,
2023-12-09 17:17:00,25.15,91.9,1.513,1.882,86.9,7.699,0.0,981.421,5.836,,,
2023-12-09 17:18:00,25.11,92.1,1.465,2.083,95.4,12.26,0.0,981.416,4.844,,,
2023-12-09 17:19:00,25.08,92.3,1.355,1.617,96.3,7.911,0.0,981.426,4.011,,,
2023-12-09 17:20:00,25.06,92.3,0.978,1.25,89.0,17.01,0.0,981.432,3.372,,,
2023-12-09 17:21:00,25.01,92.4,1.661,2.366,95.7,9.26,0.0,981.446,2.916,,,
2023-12-09 17:22:00,25.0,92.2,1.469,2.066,85.8,14.79,0.0,981.454,2.644,,,
2023-12-09 17:23:00,24.97,92.1,1.178,1.715,95.0,6.573,0.0,981.478,2.443,,,
2023-12-09 17:24:00,24.97,92.1,1.034,1.416,87.0,14.96,0.0,981.505,2.262,,,
2023-12-09 17:25:00,24.94,92.2,1.389,1.783,85.3,20.48,0.0,981.532,2.099,,,
2023-12-09 17:26:00,24.92,92.2,1.345,1.732,86.3,7.707,0.0,981.559,1.92,,,
2023-12-09 17:27:00,24.9,92.4,1.802,2.215,75.68,14.67,0.0,981.574,1.728,,,
2023-12-09 17:28:00,24.87,92.4,1.957,2.298,91.8,12.93,0.0,981.588,1.571,,,
2023-12-09 17:29:00,24.83,92.4,2.077,2.666,83.5,8.15,0.0,981.596,1.428,,,
2023-12-09 17:30:00,24.83,92.4,1.746,2.399,76.55,30.87,0.0,981.61,1.216,,,
2023-12-09 17:31:00,24.83,92.4,1.885,2.882,75.9,23.78,0.0,981.634,0.997,,,
2023-12-09 17:32:00,24.83,92.1,2.253,3.016,90.6,7.275,0.0,981.661,0.835,,,
2023-12-09 17:33:00,24.83,92.0,1.039,2.183,81.6,11.39,0.0,981.681,0.73,,,
2023-12-09 17:34:00,24.8,92.1,1.666,2.2,89.1,15.36,0.0,981.707,0.655,,,
2023-12-09 17:35:00,24.78,92.1,1.355,2.083,85.6,32.8,0.0,981.719,0.536,,,
2023-12-09 17:36:00,24.79,92.0,1.969,2.465,95.1,12.28,0.0,981.736,0.38,,,
2023-12-09 17:37:00,24.78,91.9,1.625,1.933,77.37,21.84,0.0,981.755,0.267,,,
2023-12-09 17:38:00,24.78,92.0,1.731,2.616,79.07,8.08,0.0,981.778,0.194,,,
2023-12-09 17:39:00,24.78,91.9,1.297,1.867,90.2,24.68,0.0,981.78,0.144,,,
2023-12-09 17:40:00,24.74,91.8,1.386,1.916,91.4,10.12,0.0,981.786,0.104,,,
2023-12-09 17:41:00,24.74,91.6,1.608,2.049,87.3,15.45,0.0,981.783,0.077,,,
2023-12-09 17:42:00,24.74,91.6,1.188,1.882,95.2,11.68,0.0,981.794,0.061,,,
2023-12-09 17:43:00,24.74,91.6,1.552,1.916,88.0,8.52,0.0,981.811,0.049,,,
2023-12-09 17:44:00,24.72,91.6,1.465,1.766,80.1,13.06,0.0,981.83,0.037,,,
2023-12-09 17:45:00,24.69,91.6,1.855,2.366,76.67,4.564,0.0,981.857,0.027,,,
2023-12-09 17:46:00,24.69,91.7,1.709,1.899,85.5,12.94,0.0,981.879,0.021,,,
2023-12-09 17:47:00,24.64,91.7,1.42,1.732,94.0,13.69,0.0,981.899,0.016,,,
2023-12-09 17:48:00,24.63,91.8,1.358,1.715,97.2,5.875,0.0,981.915,0.013,,,
2023-12-09 17:49:00,24.6,91.9,1.042,1.399,89.1,14.81,0.0,981.916,0.01,,,
2023-12-09 17:50:00,24.57,92.0,1.469,1.882,94.2,16.65,0.0,981.927,0.008,,,
2023-12-09 17:51:00,24.55,92.1,1.346,1.799,88.3,10.55,0.0,981.939,0.007,,,
2023-12-09 17:52:00,24.51,92.2,1.095,1.649,96.5,20.68,0.0,981.959,0.004,,,
2023-12-09 17:53:00,24.49,92.2,0.925,1.399,98.5,12.48,0.0,981.977,0.003,,,
2023-12-09 17:54:00,24.46,92.3,1.057,1.549,101.5,16.02,0.0,982.006,0.003,,,
2023-12-09 17:55:00,24.43,92.5,1.17,1.533,94.0,12.86,0.0,982.021,0.002,,,
2023-12-09 17:56:00,24.4,92.6,0.859,1.382,98.8,15.85,0.0,982.015,0.001,,,
2023-12-09 17:57:00,24.37,92.7,1.178,1.333,90.8,12.93,0.0,982.016,0.001,,,
2023-12-09 17:58:00,24.33,92.9,1.018,1.6,90.7,11.68,0.0,982.031,0.0,,,
2023-12-09 17:59:00,24.3,93.0,1.044,1.516,91.1,15.59,0.0,982.037,0.0,,,
2023-12-09 18:00:00,24.26,93.1,1.443,1.632,88.5,6.847,0.0,982.044,0.0,,,
2023-12-09 18:01:00,24.23,93.3,1.284,1.516,91.7,9.33,0.0,982.049,-0.001,,,
2023-12-09 18:02:00,24.19,93.5,1.486,1.783,78.96,5.484,0.0,982.047,-0.001,,,
2023-12-09 18:03:00,24.15,93.6,1.472,1.683,80.9,5.016,0.0,982.055,-0.001,,,
2023-12-09 18:04:00,24.12,93.8,1.522,1.766,88.8,5.495,0.0,982.074,-0.001,,,
2023-12-09 18:05:00,24.08,93.9,1.535,1.816,83.5,4.548,0.0,982.084,-0.001,,,
2023-12-09 18:06:00,24.05,94.0,1.649,1.916,78.3,11.04,0.0,982.086,0.0,,,
2023-12-09 18:07:00,24.02,94.0,1.693,2.183,81.8,11.57,0.0,982.075,-0.001,,,
2023-12-09 18:08:00,24.0,94.1,1.38,1.833,72.9,9.14,0.0,982.072,-0.001,,,
2023-12-09 18:09:00,23.96,94.2,1.647,1.965,83.2,7.815,0.0,982.082,-0.001,,,
2023-12-09 18:10:00,23.96,94.4,1.613,1.833,81.4,13.15,0.0,982.101,-0.001,,,
2023-12-09 18:11:00,23.92,94.4,1.692,1.982,80.9,6.979,0.0,982.118,-0.002,,,
2023-12-09 18:12:00,23.91,94.5,1.741,2.266,82.1,7.581,0.0,982.133,-0.001,,,
2023-12-09 18:13:00,23.87,94.6,1.635,2.283,84.9,15.94,0.0,982.149,-0.001,,,
2023-12-09 18:14:00,23.87,94.7,1.557,2.066,84.1,16.43,0.0,982.157,-0.001,,,
2023-12-09 18:15:00,23.87,94.7,1.518,1.649,79.29,9.6,0.0,982.153,-0.002,,,
2023-12-09 18:16:00,23.82,94.6,1.1,1.566,84.1,13.09,0.0,982.15,-0.002,,,
2023-12-09 18:17:00,23.82,94.7,1.311,1.766,85.1,6.131,0.0,982.17,-0.002,,,
2023-12-09 18:18:00,23.8,94.8,1.044,1.333,84.2,12.83,0.0,982.2,-0.002,,,
2023-12-09 18:19:00,23.78,94.8,1.455,1.816,75.6,15.82,0.0,982.223,-0.002,,,
2023-12-09 18:20:00,23.78,94.9,1.127,1.766,78.58,8.69,0.0,982.239,-0.001,,,
2023-12-09 18:21:00,23.78,94.9,1.253,1.482,80.7,11.97,0.0,982.254,-0.002,,,
2023-12-09 18:22:00,23.78,94.8,1.341,1.749,83.8,17.44,0.0,982.264,-0.002,,,
2023-12-09 18:23:00,23.78,94.9,1.455,2.149,77.51,25.18,0.0,982.272,-0.002,,,
2023-12-09 18:24:00,23.74,95.0,1.178,1.766,73.78,20.75,0.0,982.288,-0.002,,,
2023-12-09 18:25:00,23.73,95.0,0.802,1.299,85.4,14.22,0.0,982.307,-0.002,,,
2023-12-09 18:26:00,23.72,95.0,1.102,1.482,83.3,25.72,0.0,982.315,-0.002,,,
2023-12-09 18:27:00,23.69,95.1,0.874,1.333,81.8,11.85,0.0,982.316,-0.001,,,
2023-12-09 18:28:00,23.69,95.2,1.013,1.85,89.9,10.53,0.0,982.321,-0.002,,,
2023-12-09 18:29:00,23.68,95.4,0.7,1.183,83.7,6.05,0.0,982.324,-0.001,,,
2023-12-09 18:30:00,23.64,95.3,0.75,1.183,81.9,10.72,0.0,982.328,-0.001,,,
2023-12-09 18:31:00,23.64,95.3,0.811,1.2,84.7,10.08,0.0,982.337,-0.002,,,
2023-12-09 18:32:00,23.6,95.3,0.541,1.083,67.5,15.07,0.0,982.36,-0.001,,,
2023-12-09 18:33:00,23.58,95.4,0.439,0.666,103.9,20.51,0.0,982.38,-0.002,,,
2023-12-09 18:34:00,23.55,95.4,0.508,0.85,88.9,9.61,0.0,982.393,-0.002,,,
2023-12-09 18:35:00,23.55,95.6,0.534,1.049,82.6,7.919,0.0,982.399,-0.002,,,
2023-12-09 18:36:00,23.52,95.9,0.451,1.1,86.8,6.844,0.0,982.39,-0.002,,,
2023-12-09 18:37:00,23.51,95.9,0.636,1.183,87.0,6.665,0.0,982.378,-0.002,,,
2023-12-09 18:38:00,23.48,95.9,0.264,0.933,76.6,6.986,0.0,982.38,-0.001,,,
2023-12-09 18:39:00,23.46,95.8,0.202,0.534,92.4,9.63,0.0,982.399,-0.002,,,
2023-12-09 18:40:00,23.43,95.7,0.566,0.95,90.8,7.905,0.0,982.42,-0.002,,,
2023-12-09 18:41:00,23.41,95.6,0.333,0.649,94.6,1.715,0.0,982.437,-0.001,,,
2023-12-09 18:42:00,23.37,95.5,0.711,0.867,88.0,8.86,0.0,982.459,-0.002,,,
2023-12-09 18:43:00,23.37,95.9,1.012,1.284,87.1,6.524,0.0,982.49,-0.001,,,
2023-12-09 18:44:00,23.33,96.2,0.983,1.216,89.7,11.79,0.0,982.504,-0.002,,,
2023-12-09 18:45:00,23.32,96.3,0.738,1.034,88.9,3.124,0.0,982.508,-0.002,,,
2023-12-09 18:46:00,23.28,96.4,1.132,1.499,93.7,5.478,0.0,982.51,-0.002,,,
2023-12-09 18:47:00,23.27,96.5,1.04,1.333,93.6,5.599,0.0,982.524,-0.002,,,
2023-12-09 18:48:00,23.23,96.5,1.027,1.382,94.1,11.96,0.0,982.526,-0.001,,,
2023-12-09 18:49:00,23.2,96.6,0.814,1.117,99.3,12.65,0.0,982.537,-0.002,,,
2023-12-09 18:50:00,23.18,96.8,0.882,1.149,91.8,7.344,0.0,982.536,-0.001,,,
2023-12-09 18:51:00,23.18,96.8,1.297,1.617,89.9,11.19,0.0,982.553,-0.001,,,
2023-12-09 18:52:00,23.14,96.9,1.28,1.982,92.2,10.94,0.0,982.576,-0.001,,,
2023-12-09 18:53:00,23.14,97.0,1.345,1.617,95.5,12.53,0.0,982.566,-0.002,,,
2023-12-09 18:54:00,23.14,97.1,1.25,1.732,83.4,8.3,0.0,982.565,-0.002,,,
2023-12-09 18:55:00,23.14,97.2,1.391,1.799,97.1,7.486,0.0,982.564,-0.001,,,
2023-12-09 18:56:00,23.14,97.3,1.321,2.049,83.6,6.316,0.0,982.56,-0.002,,,
2023-12-09 18:57:00,23.14,97.5,1.261,1.482,92.1,21.66,0.0,982.566,-0.002,,,
2023-12-09 18:58:00,23.14,97.5,0.983,1.433,73.32,16.11,0.0,982.555,-0.001,,,
2023-12-09 18:59:00,23.14,97.5,0.641,1.034,85.1,12.66,0.0,982.548,-0.002,,,
2023-12-09 19:00:00,23.14,97.5,1.715,1.816,83.9,11.12,0.0,982.554,-0.002,,,
2023-12-09 19:01:00,23.14,97.6,1.008,1.683,77.28,14.54,0.0,982.56,-0.001,,,
2023-12-09 19:02:00,23.14,97.6,1.744,2.349,84.4,11.45,0.0,982.6,-0.001,,,
2023-12-09 19:03:00,23.14,97.6,1.96,2.45,72.93,17.69,0.0,982.639,-0.002,,,
2023-12-09 19:04:00,23.14,97.6,1.411,1.632,69.67,24.57,0.0,982.679,-0.002,,,
2023-12-09 19:05:00,23.14,97.6,1.635,2.049,62.43,10.22,0.0,982.688,-0.002,,,
2023-12-09 19:06:00,23.14,97.6,0.996,1.367,69.92,17.63,0.0,982.673,-0.002,,,
2023-12-09 19:07:00,23.14,97.6,1.086,1.766,44.82,21.62,0.0,982.682,-0.001,,,
2023-12-09 19:08:00,23.14,97.6,1.38,1.882,71.01,13.38,0.0,982.714,-0.002,,,
2023-12-09 19:09:00,23.14,97.6,1.763,2.2,60.97,27.0,0.0,982.736,-0.001,,,
2023-12-09 19:10:00,23.14,97.7,2.008,2.465,79.41,16.77,0.0,982.757,-0.002,,,
2023-12-09 19:11:00,23.18,97.7,1.617,2.266,81.3,13.16,0.0,982.785,-0.002,,,
2023-12-09 19:12:00,23.18,97.7,1.714,2.565,67.75,19.65,0.0,982.798,-0.002,,,
2023-12-09 19:13:00,23.22,97.8,1.683,2.083,67.7,10.13,0.0,982.806,-0.001,,,
2023-12-09 19:14:00,23.23,97.6,1.447,2.283,72.38,16.46,0.0,982.808,-0.001,,,
2023-12-09 19:15:00,23.23,97.5,2.183,2.832,78.91,14.35,0.0,982.833,-0.002,,,
2023-12-09 19:16:00,23.23,97.3,1.435,2.117,67.58,30.24,0.0,982.853,-0.001,,,
2023-12-09 19:17:00,23.23,97.2,1.297,2.215,77.4,10.41,0.0,982.885,-0.002,,,
2023-12-09 19:18:00,23.23,97.2,1.627,1.999,83.7,12.98,0.0,982.907,-0.002,,,
2023-12-09 19:19:00,23.28,97.1,1.902,2.215,76.0,17.39,0.0,982.912,-0.001,,,
2023-12-09 19:20:00,23.28,97.1,1.552,1.916,82.3,14.61,0.0,982.912,-0.002,,,
2023-12-09 19:21:00,23.28,97.0,1.482,1.783,84.5,11.84,0.0,982.914,-0.001,,,
2023-12-09 19:22:00,23.28,97.0,1.321,1.683,78.57,11.98,0.0,982.921,-0.001,,,
2023-12-09 19:23:00,23.27,96.9,1.391,1.85,71.3,22.08,0.0,982.929,-0.001,,,
2023-12-09 19:24:00,23.27,96.9,1.435,1.982,83.5,13.82,0.0,982.947,-0.001,,,
2023-12-09 19:25:00,23.28,96.9,1.161,1.549,77.88,10.48,0.0,982.96,-0.001,,,
2023-12-09 19:26:00,23.28,96.8,1.38,1.766,81.4,9.88,0.0,982.977,-0.002,,,
2023-12-09 19:27:00,23.24,96.9,1.411,1.833,84.7,7.104,0.0,982.99,-0.002,,,
2023-12-09 19:28:00,23.23,96.8,1.034,1.382,77.56,13.99,0.0,982.983,-0.002,,,
2023-12-09 19:29:00,23.23,96.8,1.71,2.298,79.95,9.39,0.0,982.975,-0.002,,,
2023-12-09 19:30:00,23.23,96.9,1.091,1.516,80.5,5.787,0.0,982.977,-0.002,,,
2023-12-09 19:31:00,23.21,96.9,2.047,2.416,77.98,10.99,0.0,982.981,-0.001,,,
2023-12-09 19:32:00,23.18,96.9,1.078,1.367,97.2,34.95,0.0,982.969,-0.001,,,
2023-12-09 19:33:00,23.18,96.8,1.386,2.866,80.3,25.42,0.0,982.956,-0.002,,,
2023-12-09 19:34:00,23.15,96.8,1.345,1.833,84.9,19.99,0.0,982.957,-0.002,,,
2023-12-09 19:35:00,23.14,97.0,1.452,2.783,88.8,28.95,0.0,982.958,-0.002,,,
2023-12-09 19:36:00,23.14,97.0,1.193,2.298,70.81,22.62,0.0,982.966,-0.002,,,
2023-12-09 19:37:00,23.14,97.0,1.197,1.95,77.86,12.59,0.0,982.993,-0.002,,,
2023-12-09 19:38:00,23.14,97.2,1.788,2.399,81.2,9.06,0.0,983.033,-0.002,,,
2023-12-09 19:39:00,23.14,97.3,1.855,2.283,76.56,15.93,0.0,983.056,-0.002,,,
2023-12-09 19:40:00,23.14,97.3,1.858,2.298,79.93,13.4,0.0,983.066,-0.001,,,
2023-12-09 19:41:00,23.11,97.3,2.113,2.649,83.3,12.95,0.0,983.067,-0.002,,,
2023-12-09 19:42:00,23.09,97.3,1.707,2.766,85.1,15.18,0.0,983.08,-0.001,,,
2023-12-09 19:43:00,23.09,97.4,1.996,2.683,92.1,20.78,0.0,983.08,-0.001,,,
2023-12-09 19:44:00,23.1,97.4,1.481,2.433,92.2,18.93,0.0,983.101,-0.001,,,
2023-12-09 19:45:00,23.09,97.3,1.352,1.715,85.0,15.11,0.0,983.106,-0.002,,,
2023-12-09 19:46:00,23.09,97.3,1.544,2.016,78.85,22.45,0.0,983.102,-0.001,,,
2023-12-09 19:47:00,23.08,97.3,1.549,2.016,83.3,13.5,0.0,983.101,-0.002,,,
2023-12-09 19:48:00,23.05,97.3,1.732,2.016,87.3,7.305,0.0,983.086,-0.002,,,
2023-12-09 19:49:00,23.05,97.3,1.732,2.132,85.8,13.4,0.0,983.064,-0.001,,,
2023-12-09 19:50:00,23.03,97.3,1.89,2.582,95.8,11.71,0.0,983.047,-0.002,,,
2023-12-09 19:51:00,23.0,97.3,1.586,1.799,104.7,20.27,0.0,983.04,-0.002,,,
2023-12-09 19:52:00,23.0,97.4,1.421,1.867,88.7,9.98,0.0,983.045,-0.001,,,
2023-12-09 19:53:00,22.96,97.3,1.163,1.516,91.4,8.98,0.0,983.061,-0.001,,,
2023-12-09 19:54:00,22.96,97.3,2.057,2.416,91.0,8.56,0.0,983.074,-0.001,,,
2023-12-09 19:55:00,22.93,97.4,1.666,2.117,93.1,19.02,0.0,983.092,-0.002,,,
2023-12-09 19:56:00,22.91,97.4,1.79,2.45,94.8,10.62,0.0,983.097,-0.002,,,
2023-12-09 19:57:00,22.91,97.4,1.358,1.833,79.52,10.64,0.0,983.102,-0.001,,,
2023-12-09 19:58:00,22.86,97.4,1.292,1.6,99.9,6.423,0.0,983.102,-0.002,,,
2023-12-09 19:59:00,22.86,97.4,1.416,2.132,93.0,13.89,0.0,983.097,-0.001,,,
2023-12-09 20:00:00,22.83,97.4,0.996,1.617,86.9,5.786,0.0,983.109,-0.002,,,
2023-12-09 20:01:00,22.82,97.5,1.35,1.933,91.5,9.8,0.0,983.124,-0.002,,,
2023-12-09 20:02:00,22.82,97.5,1.814,2.582,89.6,6.148,0.0,983.126,-0.001,,,
2023-12-09 20:03:00,22.77,97.5,1.192,1.583,108.2,16.12,0.0,983.134,-0.002,,,
2023-12-09 20:04:00,22.77,97.5,1.267,1.367,107.3,13.71,0.0,983.14,-0.002,,,
2023-12-09 20:05:00,22.74,97.5,1.652,2.249,100.7,14.48,0.0,983.154,-0.001,,,
2023-12-09 20:06:00,22.73,97.5,1.403,1.85,106.1,16.26,0.0,983.163,-0.002,,,
2023-12-09 20:07:00,22.71,97.5,1.307,2.166,94.5,29.26,0.0,983.167,-0.001,,,
2023-12-09 20:08:00,22.68,97.6,1.709,2.1,94.5,16.51,0.0,983.162,-0.002,,,
2023-12-09 20:09:00,22.68,97.7,1.052,1.35,93.7,19.25,0.0,983.168,-0.001,,,
2023-12-09 20:10:00,22.68,97.8,1.299,1.965,96.7,15.57,0.0,983.178,-0.002,,,
2023-12-09 20:11:00,22.67,97.8,2.077,2.533,91.8,7.84,0.0,983.193,-0.002,,,
2023-12-09 20:12:00,22.64,97.8,1.363,1.666,82.7,14.08,0.0,983.204,-0.002,,,
2023-12-09 20:13:00,22.64,97.8,1.697,2.548,83.5,7.053,0.0,983.213,-0.002,,,
2023-12-09 20:14:00,22.59,97.8,1.2,1.666,85.0,11.22,0.0,983.228,-0.002,,,
2023-12-09 20:15:00,22.59,97.9,1.753,2.166,72.74,18.47,0.0,983.248,-0.002,,,
2023-12-09 20:16:00,22.59,97.9,1.641,2.083,90.2,7.68,0.0,983.28,-0.001,,,
2023-12-09 20:17:00,22.58,98.0,1.275,1.666,77.91,13.54,0.0,983.294,-0.001,,,
2023-12-09 20:18:00,22.54,98.0,1.744,2.416,88.8,15.17,0.0,983.297,-0.002,,,
2023-12-09 20:19:00,22.54,98.0,1.056,1.749,80.8,5.317,0.0,983.291,-0.002,,,
2023-12-09 20:20:00,22.54,98.0,1.45,1.715,88.8,16.95,0.0,983.293,-0.001,,,
2023-12-09 20:21:00,22.54,98.1,1.018,1.367,84.1,10.73,0.0,983.294,-0.002,,,
2023-12-09 20:22:00,22.5,98.1,1.267,1.649,94.6,7.684,0.0,983.314,-0.001,,,
2023-12-09 20:23:00,22.5,98.1,1.53,1.766,89.7,14.16,0.0,983.324,-0.002,,,
2023-12-09 20:24:00,22.5,98.2,1.632,2.283,88.6,13.92,0.0,983.348,-0.002,,,
2023-12-09 20:25:00,22.5,98.2,1.775,2.632,86.1,19.98,0.0,983.358,-0.002,,,
2023-12-09 20:26:00,22.5,98.2,1.175,1.965,85.6,15.86,0.0,983.347,-0.001,,,
2023-12-09 20:27:00,22.5,98.2,1.635,2.033,96.3,8.55,0.0,983.334,-0.001,,,
2023-12-09 20:28:00,22.5,98.2,1.715,2.465,84.4,16.05,0.0,983.338,-0.001,,,
2023-12-09 20:29:00,22.5,98.2,1.275,1.882,87.4,8.2,0.0,983.35,-0.001,,,
2023-12-09 20:30:00,22.48,98.2,1.253,2.066,90.4,14.53,0.0,983.351,-0.002,,,
2023-12-09 20:31:00,22.45,98.1,2.162,2.632,87.6,6.932,0.0,983.331,-0.002,,,
2023-12-09 20:32:00,22.45,98.2,1.302,1.715,83.3,29.28,0.0,983.311,-0.002,,,
2023-12-09 20:33:00,22.45,98.2,0.838,1.117,84.6,13.96,0.0,983.299,-0.002,,,
2023-12-09 20:34:00,22.41,98.2,1.042,1.6,96.4,14.38,0.0,983.305,-0.002,,,
2023-12-09 20:35:00,22.41,98.2,0.632,1.715,89.9,9.26,0.0,983.327,-0.002,,,
2023-12-09 20:36:00,22.41,98.2,1.214,1.85,93.0,6.115,0.0,983.332,-0.002,,,
2023-12-09 20:37:00,22.41,98.2,1.175,1.715,89.1,12.19,0.0,983.333,-0.001,,,
2023-12-09 20:38:00,22.37,98.2,1.324,1.566,98.0,11.51,0.0,983.33,-0.001,,,
2023-12-09 20:39:00,22.36,98.2,0.959,1.482,89.2,13.19,0.0,983.326,-0.002,,,
2023-12-09 20:40:00,22.36,98.2,1.105,1.749,94.9,13.13,0.0,983.351,-0.002,,,
2023-12-09 20:41:00,22.36,98.2,1.45,1.933,107.8,6.27,0.0,983.382,-0.002,,,
2023-12-09 20:42:00,22.36,98.3,1.205,1.649,113.6,8.58,0.0,983.405,-0.001,,,
2023-12-09 20:43:00,22.34,98.3,1.294,1.799,125.1,17.61,0.0,983.425,-0.002,,,
2023-12-09 20:44:00,22.32,98.3,1.6,2.117,105.2,15.57,0.0,983.437,-0.001,,,
