Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Calakmul (cmul), Campeche
Lat 18.5956 N, Lon 89.4137 W, Alt 275 masl
Time UTC-6h
FlAGS describe the method used to calculte null values from metdata: IP = interpolation  LR= linear regresion for Temp_avg using PMT640 mass monitor
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s.1,deg,deg.1,mm,hPa,W/m^2,Temp_flag,WDIR_flag,WDIR_avg_flag
2024-01-13 01:48:00,20.74,98.4,0.241,0.4,189.7,3.663,0.0,978.717,-0.002,,,
2024-01-13 01:49:00,20.72,98.4,0.009,0.034,191.6,0.071,0.0,978.71,-0.001,,,
2024-01-13 01:50:00,20.71,98.4,0.0,0.0,195.35,2.385,0.0,978.704,-0.002,,IP,IP
2024-01-13 01:51:00,20.68,98.4,0.291,0.367,199.1,4.699,0.0,978.702,-0.001,,,
2024-01-13 01:52:00,20.68,98.4,0.223,0.35,197.1,1.151,0.0,978.701,-0.002,,,
2024-01-13 01:53:00,20.67,98.4,0.394,0.466,201.2,3.834,0.0,978.694,-0.001,,,
2024-01-13 01:54:00,20.66,98.4,0.07,0.284,195.0,10.49,0.0,978.689,-0.001,,,
2024-01-13 01:55:00,20.62,98.4,0.4,0.517,200.9,7.789,0.0,978.681,-0.001,,,
2024-01-13 01:56:00,20.63,98.4,0.194,0.451,198.8,2.325,0.0,978.679,-0.002,,,
2024-01-13 01:57:00,20.6,98.4,0.102,0.299,193.3,0.697,0.0,978.68,-0.001,,,
2024-01-13 01:58:00,20.57,98.4,0.003,0.017,192.2,0.006,0.0,978.683,-0.001,,,
2024-01-13 01:59:00,20.57,98.4,0.0,0.0,186.56666666666663,0.0453333333333333,0.0,978.683,-0.001,,IP,IP
2024-01-13 02:00:00,20.58,98.4,0.0,0.0,180.9333333333333,0.0846666666666666,0.0,978.678,-0.001,,IP,IP
2024-01-13 02:01:00,20.54,98.4,0.071,0.201,175.3,0.124,0.0,978.678,-0.001,,,
2024-01-13 02:02:00,20.53,98.4,0.078,0.299,176.9,0.12,0.0,978.674,-0.001,,,
2024-01-13 02:03:00,20.53,98.4,0.155,0.35,178.2,0.728,0.0,978.669,-0.002,,,
2024-01-13 02:04:00,20.48,98.4,0.185,0.451,194.7,7.105,0.0,978.669,-0.001,,,
2024-01-13 02:05:00,20.48,98.4,0.527,0.583,209.6,5.231,0.0,978.676,-0.002,,,
2024-01-13 02:06:00,20.49,98.4,0.775,0.95,217.8,3.198,0.0,978.686,-0.002,,,
2024-01-13 02:07:00,20.49,98.6,1.066,1.166,223.6,2.91,0.0,978.693,-0.002,,,
2024-01-13 02:08:00,20.55,99.0,1.246,1.333,231.7,0.771,0.0,978.704,-0.002,,,
2024-01-13 02:09:00,20.67,99.2,1.399,1.433,237.8,3.586,0.0,978.716,-0.002,,,
2024-01-13 02:10:00,20.71,99.1,1.588,1.666,244.4,2.078,0.0,978.729,-0.001,,,
2024-01-13 02:11:00,20.74,99.1,1.719,1.749,254.2,2.087,0.0,978.745,-0.002,,,
2024-01-13 02:12:00,20.76,99.2,1.78,2.166,254.7,3.025,0.0,978.757,-0.002,,,
2024-01-13 02:13:00,20.81,99.2,1.969,2.315,255.1,4.731,0.0,978.765,-0.002,,,
2024-01-13 02:14:00,20.84,99.2,2.003,2.283,256.7,5.04,0.0,978.772,-0.001,,,
2024-01-13 02:15:00,20.85,99.2,1.732,1.933,250.3,10.63,0.0,978.78,-0.002,,,
2024-01-13 02:16:00,20.85,99.2,1.981,2.149,264.5,3.538,0.0,978.791,-0.001,,,
2024-01-13 02:17:00,20.86,99.2,2.298,2.815,262.9,9.12,0.0,978.802,-0.001,,,
2024-01-13 02:18:00,20.9,99.2,2.008,2.249,264.3,14.5,0.0,978.822,-0.002,,,
2024-01-13 02:19:00,20.9,99.1,2.094,2.565,261.8,9.58,0.0,978.852,-0.001,,,
2024-01-13 02:20:00,20.89,99.1,2.38,3.099,259.5,13.43,0.0,978.876,-0.001,,,
2024-01-13 02:21:00,20.9,99.1,1.987,3.199,284.9,12.24,0.0,978.878,-0.002,,,
2024-01-13 02:22:00,20.89,99.0,2.314,3.048,276.5,20.12,0.0,978.875,-0.001,,,
2024-01-13 02:23:00,20.9,98.9,2.341,2.849,275.4,15.41,0.0,978.872,-0.002,,,
2024-01-13 02:24:00,20.85,98.9,2.57,3.165,270.7,8.65,0.0,978.852,-0.002,,,
2024-01-13 02:25:00,20.81,98.7,2.196,2.649,270.7,10.9,0.0,978.816,-0.001,,,
2024-01-13 02:26:00,20.76,98.7,2.38,2.916,264.7,15.79,0.0,978.808,-0.002,,,
2024-01-13 02:27:00,20.76,98.7,2.837,3.631,267.9,12.16,0.0,978.802,-0.002,,,
2024-01-13 02:28:00,20.74,98.7,2.477,3.082,260.5,11.48,0.0,978.802,-0.001,,,
2024-01-13 02:29:00,20.71,98.7,1.904,2.315,266.4,12.98,0.0,978.803,-0.002,,,
2024-01-13 02:30:00,20.72,98.7,2.071,2.399,268.0,11.89,0.0,978.788,-0.002,,,
2024-01-13 02:31:00,20.71,98.7,2.412,2.899,273.6,14.52,0.0,978.792,-0.001,,,
2024-01-13 02:32:00,20.71,98.7,2.271,2.465,260.0,10.42,0.0,978.794,-0.002,,,
2024-01-13 02:33:00,20.72,98.7,1.788,2.416,283.5,22.71,0.0,978.793,-0.002,,,
2024-01-13 02:34:00,20.71,98.7,1.644,2.166,280.4,12.75,0.0,978.789,-0.001,,,
2024-01-13 02:35:00,20.72,98.7,1.613,2.366,281.5,10.01,0.0,978.8,-0.001,,,
2024-01-13 02:36:00,20.72,98.8,2.052,2.499,289.5,6.705,0.0,978.805,-0.002,,,
2024-01-13 02:37:00,20.71,98.8,1.647,1.882,280.7,19.17,0.0,978.797,-0.002,,,
2024-01-13 02:38:00,20.73,98.8,1.652,2.249,284.3,16.99,0.0,978.777,-0.002,,,
2024-01-13 02:39:00,20.76,98.8,1.635,1.965,301.4,11.53,0.0,978.763,-0.001,,,
2024-01-13 02:40:00,20.76,98.8,1.78,2.2,295.5,13.38,0.0,978.765,-0.001,,,
2024-01-13 02:41:00,20.76,98.9,1.758,2.049,285.2,12.68,0.0,978.78,-0.001,,,
2024-01-13 02:42:00,20.8,98.9,1.61,2.016,284.5,9.44,0.0,978.783,-0.002,,,
2024-01-13 02:43:00,20.81,98.9,1.6,1.715,293.4,4.841,0.0,978.772,-0.001,,,
2024-01-13 02:44:00,20.8,98.9,1.727,2.066,293.8,14.4,0.0,978.754,-0.001,,,
2024-01-13 02:45:00,20.81,98.8,1.299,1.566,281.8,12.45,0.0,978.752,-0.002,,,
2024-01-13 02:46:00,20.8,98.8,1.341,1.882,299.5,12.09,0.0,978.75,-0.001,,,
2024-01-13 02:47:00,20.81,98.8,1.193,1.416,287.1,23.83,0.0,978.754,-0.002,,,
2024-01-13 02:48:00,20.8,98.9,1.482,2.066,286.5,20.41,0.0,978.762,-0.002,,,
2024-01-13 02:49:00,20.81,98.9,1.319,1.6,284.2,9.04,0.0,978.764,-0.001,,,
2024-01-13 02:50:00,20.8,98.8,1.867,2.232,286.3,13.01,0.0,978.763,-0.001,,,
2024-01-13 02:51:00,20.81,98.8,1.263,1.516,309.7,17.98,0.0,978.764,-0.001,,,
2024-01-13 02:52:00,20.8,98.8,1.202,1.867,285.7,4.889,0.0,978.762,-0.002,,,
2024-01-13 02:53:00,20.8,98.7,1.761,2.232,294.2,8.65,0.0,978.765,-0.002,,,
2024-01-13 02:54:00,20.81,98.7,1.219,1.533,287.2,13.78,0.0,978.771,-0.002,,,
2024-01-13 02:55:00,20.76,98.7,1.411,1.617,302.8,8.27,0.0,978.755,-0.002,,,
2024-01-13 02:56:00,20.77,98.7,1.088,1.382,299.1,8.26,0.0,978.738,-0.002,,,
2024-01-13 02:57:00,20.76,98.7,1.03,1.566,294.4,10.04,0.0,978.733,-0.002,,,
2024-01-13 02:58:00,20.76,98.7,1.171,1.267,298.5,13.83,0.0,978.723,-0.002,,,
2024-01-13 02:59:00,20.76,98.7,1.255,1.465,294.7,9.47,0.0,978.712,-0.001,,,
2024-01-13 03:00:00,20.76,98.8,1.578,1.816,296.4,8.27,0.0,978.711,-0.002,,,
2024-01-13 03:01:00,20.76,98.8,1.074,1.499,296.7,15.88,0.0,978.716,-0.001,,,
2024-01-13 03:02:00,20.71,98.7,1.28,1.399,300.3,7.422,0.0,978.714,-0.002,,,
2024-01-13 03:03:00,20.72,98.7,1.413,1.749,303.9,9.86,0.0,978.713,-0.001,,,
2024-01-13 03:04:00,20.72,98.7,1.35,1.816,315.8,13.2,0.0,978.724,-0.001,,,
2024-01-13 03:05:00,20.71,98.8,1.753,1.982,304.9,5.609,0.0,978.737,-0.002,,,
2024-01-13 03:06:00,20.72,98.8,1.496,1.85,315.4,14.74,0.0,978.748,-0.001,,,
2024-01-13 03:07:00,20.67,98.8,1.982,2.132,307.9,9.18,0.0,978.753,-0.002,,,
2024-01-13 03:08:00,20.66,98.8,1.442,1.899,305.4,10.51,0.0,978.756,-0.002,,,
2024-01-13 03:09:00,20.67,98.9,1.855,2.499,315.8,17.57,0.0,978.759,-0.001,,,
2024-01-13 03:10:00,20.67,98.9,2.258,2.548,306.3,7.675,0.0,978.759,-0.001,,,
2024-01-13 03:11:00,20.67,98.9,1.574,1.982,299.5,10.39,0.0,978.766,-0.001,,,
2024-01-13 03:12:00,20.71,99.0,1.897,1.999,314.5,10.46,0.0,978.768,-0.002,,,
2024-01-13 03:13:00,20.71,99.0,1.649,1.999,306.8,9.37,0.0,978.769,-0.001,,,
2024-01-13 03:14:00,20.72,99.0,1.666,2.033,318.5,11.23,0.0,978.774,-0.002,,,
2024-01-13 03:15:00,20.71,98.9,1.746,1.95,304.0,8.01,0.0,978.771,-0.001,,,
2024-01-13 03:16:00,20.71,98.9,1.443,1.867,310.7,10.94,0.0,978.773,-0.002,,,
2024-01-13 03:17:00,20.72,99.0,1.6,2.083,316.4,14.24,0.0,978.782,-0.001,,,
2024-01-13 03:18:00,20.71,99.0,1.897,2.548,310.4,11.47,0.0,978.793,-0.001,,,
2024-01-13 03:19:00,20.72,99.0,1.654,1.867,326.4,13.13,0.0,978.803,-0.002,,,
2024-01-13 03:20:00,20.71,99.1,1.958,2.349,310.3,9.33,0.0,978.817,-0.001,,,
2024-01-13 03:21:00,20.71,99.1,1.919,2.049,318.2,7.05,0.0,978.831,-0.002,,,
2024-01-13 03:22:00,20.72,99.1,1.741,2.033,316.1,12.62,0.0,978.835,-0.002,,,
2024-01-13 03:23:00,20.71,99.0,1.329,1.833,314.6,15.02,0.0,978.831,-0.002,,,
2024-01-13 03:24:00,20.72,99.0,1.556,1.766,312.6,12.75,0.0,978.819,-0.002,,,
2024-01-13 03:25:00,20.71,99.1,1.542,1.766,311.9,11.95,0.0,978.807,-0.001,,,
2024-01-13 03:26:00,20.72,99.1,1.902,2.1,302.2,8.37,0.0,978.803,-0.002,,,
2024-01-13 03:27:00,20.71,99.1,1.141,1.632,309.1,22.98,0.0,978.8,-0.001,,,
2024-01-13 03:28:00,20.72,99.0,1.324,1.6,304.0,10.43,0.0,978.794,-0.001,,,
2024-01-13 03:29:00,20.72,99.0,1.141,1.549,301.8,9.87,0.0,978.792,-0.002,,,
2024-01-13 03:30:00,20.72,99.1,1.336,1.7,301.4,7.963,0.0,978.783,-0.002,,,
2024-01-13 03:31:00,20.74,99.1,1.777,1.933,302.4,6.49,0.0,978.772,-0.001,,,
2024-01-13 03:32:00,20.76,99.1,1.595,2.033,305.5,13.17,0.0,978.771,-0.002,,,
2024-01-13 03:33:00,20.76,99.2,1.552,2.366,302.1,8.76,0.0,978.765,-0.002,,,
2024-01-13 03:34:00,20.76,99.1,1.321,1.566,293.5,9.25,0.0,978.753,-0.002,,,
2024-01-13 03:35:00,20.76,99.1,1.372,2.033,301.7,14.93,0.0,978.738,-0.001,,,
2024-01-13 03:36:00,20.76,99.2,1.202,1.433,304.0,7.534,0.0,978.724,-0.002,,,
2024-01-13 03:37:00,20.77,99.2,1.253,1.482,303.6,4.613,0.0,978.711,-0.002,,,
2024-01-13 03:38:00,20.76,99.1,1.692,2.132,295.3,8.17,0.0,978.697,-0.002,,,
2024-01-13 03:39:00,20.76,99.1,1.744,2.166,293.1,6.812,0.0,978.68,-0.002,,,
2024-01-13 03:40:00,20.76,99.1,1.2,1.666,296.2,6.035,0.0,978.668,-0.001,,,
2024-01-13 03:41:00,20.76,99.1,1.0,1.166,288.3,11.21,0.0,978.661,-0.002,,,
2024-01-13 03:42:00,20.76,99.1,0.904,1.017,289.8,19.61,0.0,978.66,-0.002,,,
2024-01-13 03:43:00,20.76,99.0,0.639,0.85,282.8,8.89,0.0,978.68,-0.002,,,
2024-01-13 03:44:00,20.74,99.0,1.105,1.35,279.1,10.91,0.0,978.693,-0.002,,,
2024-01-13 03:45:00,20.71,99.0,0.842,1.034,271.9,11.21,0.0,978.702,-0.001,,,
2024-01-13 03:46:00,20.72,99.1,0.605,0.833,264.1,7.955,0.0,978.711,-0.002,,,
2024-01-13 03:47:00,20.71,99.1,0.702,1.017,265.9,12.87,0.0,978.72,-0.002,,,
2024-01-13 03:48:00,20.71,99.1,0.649,0.85,274.6,6.924,0.0,978.73,-0.002,,,
2024-01-13 03:49:00,20.72,99.1,0.561,0.966,265.9,6.485,0.0,978.745,-0.002,,,
2024-01-13 03:50:00,20.71,99.1,0.614,0.716,272.6,7.039,0.0,978.754,-0.001,,,
2024-01-13 03:51:00,20.72,99.1,0.192,0.5,273.5,0.779,0.0,978.756,-0.002,,,
2024-01-13 03:52:00,20.72,99.1,0.0,0.0,235.74,0.6494,0.0,978.762,-0.002,,IP,IP
2024-01-13 03:53:00,20.7,99.0,0.0,0.0,197.98,0.5198,0.0,978.756,-0.001,,IP,IP
2024-01-13 03:54:00,20.66,98.9,0.0,0.0,160.21999999999997,0.3902,0.0,978.757,-0.002,,IP,IP
2024-01-13 03:55:00,20.62,98.8,0.0,0.0,122.45999999999998,0.2606,0.0,978.761,-0.002,,IP,IP
2024-01-13 03:56:00,20.58,98.8,0.33,0.451,84.7,0.131,0.0,978.764,-0.002,,,
2024-01-13 03:57:00,20.58,98.8,0.724,0.867,81.6,0.903,0.0,978.777,-0.002,,,
2024-01-13 03:58:00,20.53,98.8,0.139,0.434,79.84,0.107,0.0,978.795,-0.002,,,
2024-01-13 03:59:00,20.53,98.8,0.0,0.0,60.95,0.3835,0.0,978.816,-0.002,,IP,IP
2024-01-13 04:00:00,20.51,98.8,0.202,0.466,42.06,0.66,0.0,978.839,-0.001,,,
2024-01-13 04:01:00,20.49,98.8,0.403,0.483,33.47,7.992,0.0,978.848,-0.002,,,
2024-01-13 04:02:00,20.48,98.9,0.136,0.367,18.44,0.588,0.0,978.855,-0.001,,,
2024-01-13 04:03:00,20.48,98.9,0.0,0.0,161.47,0.294,0.0,978.872,-0.001,,IP,IP
2024-01-13 04:04:00,20.49,99.0,0.088,0.383,304.5,0.0,0.0,978.876,-0.002,,,
2024-01-13 04:05:00,20.49,99.1,0.549,0.632,298.8,2.474,0.0,978.88,-0.002,,,
2024-01-13 04:06:00,20.48,99.0,0.755,0.799,293.1,1.076,0.0,978.881,-0.001,,,
2024-01-13 04:07:00,20.48,99.0,0.797,0.833,290.3,1.768,0.0,978.879,-0.002,,,
2024-01-13 04:08:00,20.48,99.0,0.706,0.833,281.4,3.063,0.0,978.874,-0.002,,,
2024-01-13 04:09:00,20.45,98.9,0.627,0.716,272.4,4.341,0.0,978.881,-0.002,,,
2024-01-13 04:10:00,20.41,98.9,0.491,0.632,259.4,8.79,0.0,978.882,-0.001,,,
2024-01-13 04:11:00,20.39,98.9,0.359,0.434,250.2,0.239,0.0,978.892,-0.002,,,
2024-01-13 04:12:00,20.38,98.9,0.175,0.316,239.5,5.135,0.0,978.892,-0.001,,,
2024-01-13 04:13:00,20.35,98.9,0.0,0.0,237.71666666666667,4.279166666666667,0.0,978.9,-0.002,,IP,IP
2024-01-13 04:14:00,20.35,98.9,0.0,0.0,235.9333333333333,3.423333333333333,0.0,978.912,-0.001,,IP,IP
2024-01-13 04:15:00,20.33,98.8,0.0,0.0,234.15,2.5675,0.0,978.927,-0.002,,IP,IP
2024-01-13 04:16:00,20.31,98.8,0.0,0.0,232.36666666666667,1.7116666666666664,0.0,978.944,-0.002,,IP,IP
2024-01-13 04:17:00,20.31,98.8,0.0,0.0,230.5833333333333,0.855833333333333,0.0,978.959,-0.001,,IP,IP
2024-01-13 04:18:00,20.29,98.8,0.017,0.1,228.8,0.0,0.0,978.964,-0.002,,,
2024-01-13 04:19:00,20.25,98.8,0.381,0.5,236.9,3.833,0.0,978.972,-0.002,,,
2024-01-13 04:20:00,20.25,98.9,0.632,0.733,249.3,3.057,0.0,978.983,-0.002,,,
2024-01-13 04:21:00,20.28,99.1,0.891,1.034,254.3,4.652,0.0,978.986,-0.002,,,
2024-01-13 04:22:00,20.3,99.1,1.171,1.216,261.3,1.175,0.0,978.998,-0.001,,,
2024-01-13 04:23:00,20.3,99.0,1.285,1.382,264.5,1.26,0.0,979.012,-0.002,,,
2024-01-13 04:24:00,20.31,99.0,1.21,1.367,265.4,6.724,0.0,979.026,-0.001,,,
2024-01-13 04:25:00,20.31,99.1,1.36,1.482,263.1,2.787,0.0,979.045,-0.001,,,
2024-01-13 04:26:00,20.31,99.1,1.268,1.367,265.5,8.33,0.0,979.061,-0.001,,,
2024-01-13 04:27:00,20.3,99.1,1.277,1.549,269.2,13.02,0.0,979.068,-0.001,,,
2024-01-13 04:28:00,20.3,99.2,1.241,1.499,278.6,12.01,0.0,979.071,-0.002,,,
2024-01-13 04:29:00,20.3,99.2,1.008,1.216,266.5,14.25,0.0,979.082,-0.002,,,
2024-01-13 04:30:00,20.3,99.2,1.088,1.367,274.2,15.27,0.0,979.091,-0.001,,,
2024-01-13 04:31:00,20.31,99.2,1.052,1.284,272.7,6.509,0.0,979.102,-0.001,,,
2024-01-13 04:32:00,20.31,99.2,0.908,1.117,280.1,12.54,0.0,979.118,-0.001,,,
2024-01-13 04:33:00,20.3,99.2,1.141,1.299,286.0,5.803,0.0,979.13,-0.001,,,
2024-01-13 04:34:00,20.3,99.2,1.017,1.399,274.4,22.16,0.0,979.135,-0.002,,,
2024-01-13 04:35:00,20.3,99.2,1.306,1.6,276.8,8.86,0.0,979.132,-0.001,,,
2024-01-13 04:36:00,20.3,99.2,1.488,1.867,276.8,10.03,0.0,979.136,-0.002,,,
2024-01-13 04:37:00,20.31,99.2,1.197,1.499,276.3,6.096,0.0,979.141,-0.001,,,
2024-01-13 04:38:00,20.31,99.2,1.491,1.649,266.1,3.19,0.0,979.14,-0.002,,,
2024-01-13 04:39:00,20.3,99.2,1.583,1.715,259.8,4.009,0.0,979.147,-0.001,,,
2024-01-13 04:40:00,20.3,99.3,1.275,1.45,268.5,9.21,0.0,979.161,-0.001,,,
2024-01-13 04:41:00,20.33,99.3,1.377,1.533,267.3,10.41,0.0,979.178,-0.001,,,
2024-01-13 04:42:00,20.36,99.3,0.882,1.034,276.2,12.7,0.0,979.198,-0.002,,,
2024-01-13 04:43:00,20.36,99.2,0.767,1.166,288.4,17.81,0.0,979.222,-0.001,,,
2024-01-13 04:44:00,20.32,99.2,1.202,1.617,293.7,7.883,0.0,979.239,-0.002,,,
2024-01-13 04:45:00,20.3,99.2,1.022,1.1,307.7,12.99,0.0,979.26,-0.002,,,
2024-01-13 04:46:00,20.26,99.1,1.188,1.399,329.8,11.76,0.0,979.286,-0.001,,,
2024-01-13 04:47:00,20.27,99.1,1.474,1.95,352.0,13.7,0.0,979.32,-0.001,,,
2024-01-13 04:48:00,20.22,99.0,2.372,2.933,18.02,10.98,0.0,979.36,-0.002,,,
2024-01-13 04:49:00,20.21,99.0,1.96,2.783,29.14,15.6,0.0,979.38,-0.001,,,
2024-01-13 04:50:00,20.19,99.0,2.875,3.548,41.22,10.24,0.0,979.377,-0.001,,,
2024-01-13 04:51:00,20.17,99.0,3.116,3.981,32.48,5.346,0.0,979.393,-0.001,,,
2024-01-13 04:52:00,20.2,99.2,2.613,3.981,20.27,19.75,0.0,979.416,-0.002,,,
2024-01-13 04:53:00,20.21,99.2,1.7,2.183,38.14,26.4,0.0,979.435,-0.001,,,
2024-01-13 04:54:00,20.23,99.2,1.503,2.783,3.465,25.55,0.0,979.466,-0.001,,,
2024-01-13 04:55:00,20.26,99.2,2.202,2.433,32.71,10.22,0.0,979.512,-0.001,,,
2024-01-13 04:56:00,20.26,99.2,2.13,3.182,27.15,22.68,0.0,979.551,-0.001,,,
2024-01-13 04:57:00,20.26,99.2,2.569,3.298,24.95,28.31,0.0,979.575,-0.002,,,
2024-01-13 04:58:00,20.25,99.2,2.13,3.099,6.156,12.65,0.0,979.606,-0.001,,,
2024-01-13 04:59:00,20.26,99.2,2.066,2.715,11.85,19.58,0.0,979.641,-0.002,,,
2024-01-13 05:00:00,20.26,99.2,1.816,2.349,8.63,24.35,0.0,979.66,-0.002,,,
2024-01-13 05:01:00,20.3,99.2,2.188,2.715,8.67,7.391,0.0,979.664,-0.001,,,
2024-01-13 05:02:00,20.31,99.3,1.85,2.416,9.47,5.178,0.0,979.655,-0.001,,,
2024-01-13 05:03:00,20.35,99.3,1.442,1.766,15.87,7.478,0.0,979.647,-0.001,,,
2024-01-13 05:04:00,20.38,99.3,1.846,2.45,36.58,14.77,0.0,979.637,-0.001,,,
2024-01-13 05:05:00,20.4,99.3,1.999,2.399,33.51,8.67,0.0,979.642,-0.001,,,
2024-01-13 05:06:00,20.44,99.3,1.749,2.283,34.92,19.15,0.0,979.668,-0.001,,,
2024-01-13 05:07:00,20.44,99.3,1.877,2.649,33.01,17.25,0.0,979.692,-0.002,,,
2024-01-13 05:08:00,20.45,99.3,2.11,2.45,37.5,6.583,0.0,979.681,-0.001,,,
2024-01-13 05:09:00,20.5,99.4,1.465,2.266,34.37,20.02,0.0,979.697,-0.001,,,
2024-01-13 05:10:00,20.53,99.4,1.455,1.899,25.56,13.15,0.0,979.742,-0.001,,,
2024-01-13 05:11:00,20.54,99.4,1.469,2.1,28.05,14.07,0.0,979.772,-0.001,,,
2024-01-13 05:12:00,20.53,99.3,1.188,1.749,17.86,11.88,0.0,979.771,-0.002,,,
2024-01-13 05:13:00,20.54,99.3,1.236,1.617,8.5,20.94,0.0,979.766,-0.001,,,
2024-01-13 05:14:00,20.53,99.3,1.233,1.617,11.3,22.58,0.0,979.756,-0.001,,,
2024-01-13 05:15:00,20.58,99.3,0.983,1.333,10.61,16.07,0.0,979.75,-0.002,,,
2024-01-13 05:16:00,20.58,99.3,1.336,1.649,19.37,9.81,0.0,979.742,-0.001,,,
2024-01-13 05:17:00,20.59,99.3,0.741,0.983,9.11,22.84,0.0,979.734,-0.002,,,
2024-01-13 05:18:00,20.63,99.3,0.148,0.451,335.3,22.78,0.0,979.746,-0.001,,,
2024-01-13 05:19:00,20.62,99.3,1.154,1.284,16.98,14.16,0.0,979.775,-0.002,,,
2024-01-13 05:20:00,20.63,99.3,1.336,1.916,8.28,15.56,0.0,979.798,-0.002,,,
2024-01-13 05:21:00,20.62,99.3,1.294,1.715,3.574,10.79,0.0,979.786,-0.001,,,
2024-01-13 05:22:00,20.67,99.3,1.255,1.566,22.66,11.37,0.0,979.756,-0.002,,,
2024-01-13 05:23:00,20.67,99.3,0.833,1.267,28.47,12.47,0.0,979.734,-0.001,,,
2024-01-13 05:24:00,20.68,99.3,0.763,1.049,5.513,13.51,0.0,979.731,-0.001,,,
2024-01-13 05:25:00,20.67,99.3,0.367,0.899,7.574,19.81,0.0,979.743,-0.001,,,
2024-01-13 05:26:00,20.67,99.3,0.733,1.0,343.7,9.77,0.0,979.767,-0.001,,,
2024-01-13 05:27:00,20.71,99.3,0.889,1.183,351.8,25.14,0.0,979.786,-0.001,,,
2024-01-13 05:28:00,20.72,99.3,0.689,1.149,352.0,45.2,0.0,979.808,-0.002,,,
2024-01-13 05:29:00,20.72,99.3,0.83,1.0,340.4,14.53,0.0,979.822,-0.002,,,
2024-01-13 05:30:00,20.72,99.3,0.408,0.632,348.3,12.68,0.0,979.814,-0.001,,,
2024-01-13 05:31:00,20.72,99.3,0.316,0.549,27.94,17.1,0.0,979.803,-0.001,,,
2024-01-13 05:32:00,20.74,99.3,0.508,1.049,19.06,29.84,0.0,979.817,-0.001,,,
2024-01-13 05:33:00,20.76,99.3,0.202,0.683,49.3,5.725,0.0,979.83,-0.002,,,
2024-01-13 05:34:00,20.76,99.3,0.189,0.483,336.0,22.0,0.0,979.844,-0.001,,,
2024-01-13 05:35:00,20.77,99.3,0.158,0.534,7.845,4.174,0.0,979.858,-0.001,,,
2024-01-13 05:36:00,20.76,99.3,0.474,1.1,332.4,3.82,0.0,979.886,-0.001,,,
2024-01-13 05:37:00,20.8,99.3,0.886,1.017,309.0,15.48,0.0,979.909,-0.001,,,
2024-01-13 05:38:00,20.8,99.3,0.491,0.733,343.0,14.31,0.0,979.918,-0.001,,,
2024-01-13 05:39:00,20.81,99.3,0.67,0.833,326.3,10.74,0.0,979.94,-0.001,,,
2024-01-13 05:40:00,20.81,99.3,0.308,0.5,326.9,9.07,0.0,979.947,-0.001,,,
2024-01-13 05:41:00,20.81,99.3,0.553,0.716,323.8,11.16,0.0,979.946,-0.002,,,
2024-01-13 05:42:00,20.86,99.3,0.714,0.85,314.4,9.31,0.0,979.936,-0.001,,,
2024-01-13 05:43:00,20.85,99.3,0.595,0.899,329.6,13.4,0.0,979.935,-0.002,,,
2024-01-13 05:44:00,20.86,99.3,1.018,1.399,325.3,12.54,0.0,979.95,-0.001,,,
2024-01-13 05:45:00,20.85,99.3,1.465,1.766,326.5,18.72,0.0,979.98,-0.001,,,
2024-01-13 05:46:00,20.85,99.3,1.302,1.899,333.0,16.36,0.0,979.994,-0.001,,,
2024-01-13 05:47:00,20.86,99.3,0.525,0.75,318.7,22.14,0.0,980.023,-0.002,,,
2024-01-13 05:48:00,20.85,99.3,0.825,0.882,295.7,7.937,0.0,980.039,-0.001,,,
2024-01-13 05:49:00,20.87,99.3,0.231,0.683,294.0,10.06,0.0,980.065,-0.001,,,
2024-01-13 05:50:00,20.9,99.3,0.377,0.632,304.6,9.77,0.0,980.08,-0.001,,,
2024-01-13 05:51:00,20.9,99.3,0.065,0.216,308.6,1.86,0.0,980.096,-0.001,,,
2024-01-13 05:52:00,20.9,99.3,0.0,0.0,310.70000000000005,3.555,0.0,980.127,-0.001,,IP,IP
2024-01-13 05:53:00,20.9,99.3,0.714,0.983,312.8,5.25,0.0,980.152,0.0,,,
2024-01-13 05:54:00,20.9,99.2,0.794,0.867,308.0,12.93,0.0,980.162,-0.001,,,
2024-01-13 05:55:00,20.9,99.2,0.785,1.066,329.8,33.78,0.0,980.164,-0.001,,,
2024-01-13 05:56:00,20.9,99.2,0.128,0.434,346.9,8.11,0.0,980.186,0.0,,,
2024-01-13 05:57:00,20.9,99.2,0.162,0.367,301.3,15.22,0.0,980.208,0.001,,,
2024-01-13 05:58:00,20.9,99.2,0.605,0.833,323.3,13.47,0.0,980.218,0.0,,,
2024-01-13 05:59:00,20.9,99.2,0.0,0.0,323.05,13.305,0.0,980.249,0.001,,IP,IP
2024-01-13 06:00:00,20.9,99.2,0.238,0.483,322.8,13.14,0.0,980.266,0.001,,,
2024-01-13 06:01:00,20.9,99.2,0.617,0.816,344.7,19.56,0.0,980.275,0.002,,,
2024-01-13 06:02:00,20.9,99.2,0.413,0.583,327.2,17.47,0.0,980.28,0.002,,,
