Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Calakmul (cmul), Campeche
Lat 18.5956 N, Lon 89.4137 W, Alt 275 masl
Time UTC-6h
FlAGS describe the method used to calculte null values from metdata: IP = interpolation  LR= linear regresion for Temp_avg using PMT640 mass monitor
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s.1,deg,deg.1,mm,hPa,W/m^2,Temp_flag,WDIR_flag,WDIR_avg_flag
2024-01-01 00:00:00,15.878153967320808,98.1,1.2,1.516,75.23,15.99,0.0,987.732,-0.001,,,
2024-01-01 00:01:00,16.8071327209473,98.0,1.399,1.833,74.71,14.84,0.0,987.728,-0.001,,,
2024-01-01 00:02:00,15.877233990928715,98.0,1.372,1.566,68.48,21.02,0.0,987.731,-0.001,,,
2024-01-01 00:03:00,15.877817305057846,97.9,1.391,1.783,69.63,13.13,0.0,987.736,-0.001,,,
2024-01-01 00:04:00,15.87970284752354,97.9,1.202,1.549,60.04,15.97,0.0,987.735,-0.001,,,
2024-01-01 00:05:00,15.867113081649368,97.8,1.363,2.166,71.57,16.21,0.0,987.731,-0.002,,,
2024-01-01 00:06:00,15.85810970404838,97.7,1.411,1.882,72.71,25.68,0.0,987.727,-0.001,,,
2024-01-01 00:07:00,15.85173416244411,97.7,1.091,1.649,70.53,12.33,0.0,987.724,-0.001,,,
2024-01-01 00:08:00,15.850398034088109,97.6,1.413,2.1,67.23,18.69,0.0,987.708,-0.001,,,
2024-01-01 00:09:00,15.856197275360332,97.6,1.263,1.882,68.71,20.91,0.0,987.7,-0.001,,,
2024-01-01 00:10:00,15.86281011710128,97.5,1.442,2.249,83.7,12.97,0.0,987.686,-0.001,,,
2024-01-01 00:11:00,15.869846124603288,97.4,1.324,2.066,79.26,12.09,0.0,987.675,-0.001,,,
2024-01-01 00:12:00,15.868250485752933,97.4,1.78,2.249,83.3,11.53,0.0,987.66,-0.001,,,
2024-01-01 00:13:00,15.871327204766962,97.4,1.452,1.916,65.4,15.75,0.0,987.653,-0.001,,,
2024-01-01 00:14:00,15.871460466912676,97.4,1.522,2.049,58.4,18.12,0.0,987.644,-0.001,,,
2024-01-01 00:15:00,15.865339759938015,97.4,1.724,2.249,74.17,11.44,0.0,987.651,-0.001,,,
2024-01-01 00:16:00,15.869696496930873,97.3,1.258,1.899,80.4,9.18,0.0,987.651,-0.001,,,
2024-01-01 00:17:00,15.859014483879944,97.2,1.389,2.1,65.44,8.18,0.0,987.66,-0.001,,,
2024-01-01 00:18:00,15.857311300140054,97.1,1.416,1.632,73.58,12.78,0.0,987.665,-0.001,,,
2024-01-01 00:19:00,15.83823844777214,97.1,1.166,1.999,65.43,21.13,0.0,987.666,-0.001,,,
2024-01-01 00:20:00,15.82878268025534,97.1,1.355,1.749,75.6,20.58,0.0,987.664,-0.001,,,
2024-01-01 00:21:00,15.841555973821425,97.1,1.425,2.066,74.54,13.37,0.0,987.659,-0.001,,,
2024-01-01 00:22:00,15.850787299829602,97.1,1.652,1.999,66.91,13.9,0.0,987.655,-0.001,,,
2024-01-01 00:23:00,15.860807678016563,97.1,1.586,2.066,70.9,17.3,0.0,987.66,-0.001,,,
2024-01-01 00:24:00,15.858916290719955,97.1,1.28,1.783,70.89,24.61,0.0,987.661,-0.001,,,
2024-01-01 00:25:00,15.864599804339267,96.9,1.544,2.016,58.98,17.54,0.0,987.662,-0.002,,,
2024-01-01 00:26:00,15.869631034824216,96.8,0.864,1.117,83.1,20.94,0.0,987.646,-0.001,,,
2024-01-01 00:27:00,15.862627758375536,96.7,1.382,2.283,63.51,23.16,0.0,987.632,-0.001,,,
2024-01-01 00:28:00,15.858541052572752,96.7,1.074,1.45,85.3,19.21,0.0,987.614,-0.001,,,
2024-01-01 00:29:00,15.8498953786261,96.6,1.119,1.45,82.1,12.58,0.0,987.6,-0.001,,,
2024-01-01 00:30:00,15.858287386909314,96.6,1.207,1.749,64.04,6.9,0.0,987.591,-0.001,,,
2024-01-01 00:31:00,15.854049884467944,96.6,1.289,1.566,70.38,15.05,0.0,987.591,-0.001,,,
2024-01-01 00:32:00,15.846003890177116,96.5,1.027,1.916,84.5,27.22,0.0,987.584,-0.001,,,
2024-01-01 00:33:00,15.828114031594222,96.5,1.552,2.215,72.96,7.015,0.0,987.577,-0.001,,,
2024-01-01 00:34:00,15.81426645809883,96.6,1.516,1.833,69.09,14.42,0.0,987.577,-0.001,,,
2024-01-01 00:35:00,15.82027377535298,96.5,1.321,1.732,75.34,11.22,0.0,987.569,-0.001,,,
2024-01-01 00:36:00,15.811096221789558,96.5,1.465,2.016,80.4,10.97,0.0,987.555,-0.001,,,
2024-01-01 00:37:00,15.820350927121588,96.4,1.397,1.732,73.6,14.73,0.0,987.534,-0.001,,,
2024-01-01 00:38:00,15.823107349399285,96.3,1.233,1.799,71.05,15.64,0.0,987.52,-0.001,,,
2024-01-01 00:39:00,15.82541021279506,96.3,1.675,2.349,79.77,16.47,0.0,987.5,-0.001,,,
2024-01-01 00:40:00,15.829773963585062,96.3,1.369,2.166,80.6,22.15,0.0,987.494,-0.001,,,
2024-01-01 00:41:00,15.82897789760914,96.3,1.601,2.382,80.2,10.94,0.0,987.482,-0.001,,,
2024-01-01 00:42:00,15.824088112033351,96.3,1.566,2.215,82.3,8.71,0.0,987.469,-0.001,,,
2024-01-01 00:43:00,15.82846004558667,96.3,1.358,2.149,88.5,10.46,0.0,987.457,-0.001,,,
2024-01-01 00:44:00,15.815188772423324,96.3,1.771,2.166,73.48,7.006,0.0,987.437,-0.001,,,
2024-01-01 00:45:00,15.803656920951768,96.3,1.991,2.815,73.16,13.61,0.0,987.425,-0.001,,,
2024-01-01 00:46:00,15.803907079716572,96.3,2.018,2.298,81.3,16.54,0.0,987.409,-0.002,,,
2024-01-01 00:47:00,15.800430574265327,96.2,1.578,1.965,84.3,7.411,0.0,987.41,-0.001,,,
2024-01-01 00:48:00,15.8247894917478,96.1,1.693,2.166,74.92,14.22,0.0,987.423,-0.001,,,
2024-01-01 00:49:00,15.829876832609854,96.1,1.363,1.85,73.45,11.27,0.0,987.436,-0.001,,,
2024-01-01 00:50:00,15.840320376557806,96.1,1.469,1.916,74.4,23.02,0.0,987.449,-0.001,,,
2024-01-01 00:51:00,15.832367899562284,96.2,1.399,2.117,73.64,10.78,0.0,987.451,-0.002,,,
2024-01-01 00:52:00,15.838333134033558,96.2,1.61,2.016,77.13,6.731,0.0,987.45,-0.001,,,
2024-01-01 00:53:00,15.84071081126554,96.3,1.833,2.416,80.8,10.56,0.0,987.446,-0.001,,,
2024-01-01 00:54:00,15.84619676959864,96.4,1.7,2.117,85.3,15.75,0.0,987.438,-0.001,,,
2024-01-01 00:55:00,15.848252981128123,96.4,1.557,1.982,70.2,12.1,0.0,987.426,-0.002,,,
2024-01-01 00:56:00,15.84974808888603,96.4,1.71,2.1,74.35,6.56,0.0,987.414,-0.001,,,
2024-01-01 00:57:00,15.853952860274124,96.4,1.768,2.049,76.22,7.433,0.0,987.392,-0.002,,,
2024-01-01 00:58:00,15.847935022324265,96.4,1.617,1.882,86.8,9.37,0.0,987.38,-0.001,,,
2024-01-01 00:59:00,15.84898592292973,96.4,1.508,1.85,76.27,16.55,0.0,987.364,-0.001,,,
2024-01-01 01:00:00,15.854069756893214,96.4,1.185,2.083,67.87,17.93,0.0,987.347,-0.001,,,
2024-01-01 01:01:00,15.863211072504669,96.4,1.486,1.783,72.22,7.987,0.0,987.318,-0.002,,,
2024-01-01 01:02:00,15.853253818492025,96.4,1.505,1.7,75.45,9.81,0.0,987.303,-0.001,,,
2024-01-01 01:03:00,15.854878681497198,96.3,1.391,1.85,77.33,4.811,0.0,987.288,-0.001,,,
2024-01-01 01:04:00,15.84093875967273,96.1,1.114,1.683,73.31,11.52,0.0,987.273,-0.001,,,
2024-01-01 01:05:00,15.826437734076684,96.2,1.238,1.617,68.14,12.7,0.0,987.257,-0.001,,,
2024-01-01 01:06:00,15.813962526889265,96.3,1.358,1.766,73.0,9.13,0.0,987.246,-0.001,,,
2024-01-01 01:07:00,15.810694097419944,96.2,1.477,2.117,74.19,17.61,0.0,987.238,-0.001,,,
2024-01-01 01:08:00,15.800448108758196,96.2,1.352,1.85,65.74,9.46,0.0,987.231,-0.001,,,
2024-01-01 01:09:00,15.779569203625536,96.1,1.192,1.933,74.11,7.281,0.0,987.236,-0.001,,,
2024-01-01 01:10:00,15.762257983307023,96.1,1.153,1.6,74.23,18.99,0.0,987.23,-0.001,,,
2024-01-01 01:11:00,15.74391573480832,96.0,1.464,1.882,68.82,7.15,0.0,987.226,-0.001,,,
2024-01-01 01:12:00,15.72589261407964,96.0,1.329,2.499,73.39,14.91,0.0,987.217,-0.001,,,
2024-01-01 01:13:00,15.708275124619096,96.0,1.03,1.516,82.2,18.1,0.0,987.204,-0.001,,,
2024-01-01 01:14:00,15.692131701525138,96.0,1.114,1.367,76.0,10.39,0.0,987.197,-0.001,,,
2024-01-01 01:15:00,15.683480182747571,96.1,1.231,1.732,81.1,13.43,0.0,987.18,-0.001,,,
2024-01-01 01:16:00,15.66907735031157,96.2,1.38,1.6,70.29,11.59,0.0,987.162,-0.001,,,
2024-01-01 01:17:00,15.660679497197382,96.2,0.799,1.482,70.4,20.86,0.0,987.141,-0.001,,,
2024-01-01 01:18:00,15.64868590408046,96.2,0.898,1.333,67.97,17.83,0.0,987.133,-0.001,,,
2024-01-01 01:19:00,15.641105158333566,96.2,1.588,1.783,78.78,7.51,0.0,987.12,-0.001,,,
2024-01-01 01:20:00,15.63831132913774,96.1,1.136,1.632,76.33,13.48,0.0,987.107,-0.001,,,
2024-01-01 01:21:00,15.625868853003578,96.1,1.314,1.85,69.25,13.34,0.0,987.092,-0.001,,,
2024-01-01 01:22:00,15.615719888535644,96.2,1.722,2.149,86.3,11.83,0.0,987.085,-0.001,,,
2024-01-01 01:23:00,15.625179162951085,96.4,1.238,1.632,83.0,12.9,0.0,987.072,-0.001,,,
2024-01-01 01:24:00,15.645325126282136,96.5,1.486,2.298,77.34,15.49,0.0,987.057,-0.002,,,
2024-01-01 01:25:00,15.638536939612528,96.6,1.188,1.617,82.2,10.69,0.0,987.038,-0.001,,,
2024-01-01 01:26:00,15.630666290250357,96.6,1.345,1.732,80.3,16.93,0.0,987.019,-0.002,,,
2024-01-01 01:27:00,15.619897773701334,96.6,1.224,1.833,74.47,8.14,0.0,987.0,-0.001,,,
2024-01-01 01:28:00,15.618049638153773,96.6,1.635,1.933,79.9,4.703,0.0,986.99,-0.001,,,
2024-01-01 01:29:00,15.614369732585413,96.7,1.452,2.016,73.25,13.94,0.0,986.963,-0.001,,,
2024-01-01 01:30:00,15.63203398069352,96.7,1.477,2.132,82.0,9.7,0.0,986.935,-0.001,,,
2024-01-01 01:31:00,15.644996646782491,96.7,1.588,2.399,67.19,15.62,0.0,986.91,-0.001,,,
2024-01-01 01:32:00,15.649925008242649,96.7,1.566,2.2,74.81,14.14,0.0,986.876,-0.001,,,
2024-01-01 01:33:00,15.648227669333677,96.7,1.788,2.215,84.8,7.684,0.0,986.839,-0.001,,,
2024-01-01 01:34:00,15.641514296500338,96.7,1.771,2.2,76.21,7.705,0.0,986.813,-0.001,,,
2024-01-01 01:35:00,15.624324648665654,96.7,1.535,2.2,74.65,16.26,0.0,986.798,-0.001,,,
2024-01-01 01:36:00,15.597790285102272,96.7,1.658,2.298,83.9,12.05,0.0,986.777,-0.001,,,
2024-01-01 01:37:00,15.58518766059998,96.7,1.306,1.816,86.3,21.7,0.0,986.762,-0.001,,,
2024-01-01 01:38:00,15.563866886247297,96.7,1.705,2.066,82.1,19.52,0.0,986.75,-0.001,,,
2024-01-01 01:39:00,15.555625674602602,96.7,1.569,2.266,74.91,16.74,0.0,986.744,-0.001,,,
2024-01-01 01:40:00,15.54597235179959,96.7,1.377,1.95,76.88,16.29,0.0,986.732,-0.001,,,
2024-01-01 01:41:00,15.554269673821391,96.6,1.496,1.916,66.58,26.46,0.0,986.728,-0.001,,,
2024-01-01 01:42:00,15.544432823326352,96.6,1.219,2.083,77.99,25.97,0.0,986.716,-0.001,,,
2024-01-01 01:43:00,15.5325479440652,96.5,1.595,2.183,67.84,16.87,0.0,986.699,-0.001,,,
2024-01-01 01:44:00,15.526971975335425,96.6,1.821,2.482,77.99,10.73,0.0,986.69,-0.002,,,
2024-01-01 01:45:00,15.538001171344971,96.6,1.802,2.249,72.74,12.34,0.0,986.682,0.0,,,
2024-01-01 01:46:00,15.538383423289323,96.6,1.404,1.749,76.45,15.89,0.0,986.68,-0.001,,,
2024-01-01 01:47:00,15.540900207497998,96.6,1.46,1.965,76.98,22.94,0.0,986.677,-0.001,,,
2024-01-01 01:48:00,15.53961317572202,96.6,1.741,2.382,78.42,11.82,0.0,986.66,-0.001,,,
2024-01-01 01:49:00,15.525883667811884,96.7,1.749,2.349,67.35,17.55,0.0,986.65,-0.001,,,
2024-01-01 01:50:00,15.516930555757089,96.5,1.391,2.399,69.17,20.33,0.0,986.641,-0.001,,,
2024-01-01 01:51:00,15.516058506978789,96.4,1.438,2.132,69.21,15.18,0.0,986.628,-0.001,,,
2024-01-01 01:52:00,15.539762803394437,96.3,1.268,1.566,71.76,13.09,0.0,986.621,-0.001,,,
2024-01-01 01:53:00,15.550994230554927,96.3,1.579,2.2,76.2,14.94,0.0,986.615,-0.001,,,
2024-01-01 01:54:00,15.567512891796156,96.4,1.102,1.367,67.02,3.472,0.0,986.616,0.0,,,
2024-01-01 01:55:00,15.56783201956625,96.4,1.11,1.499,73.35,7.701,0.0,986.621,-0.001,,,
2024-01-01 01:56:00,15.582286286514613,96.4,1.233,1.799,61.77,16.43,0.0,986.625,-0.001,,,
2024-01-01 01:57:00,15.587565337831965,96.4,1.447,1.766,62.66,15.23,0.0,986.619,-0.001,,,
2024-01-01 01:58:00,15.587378303241415,96.3,1.372,1.632,77.21,15.06,0.0,986.606,-0.001,,,
2024-01-01 01:59:00,15.579536878034002,96.3,1.311,1.833,58.28,12.89,0.0,986.606,-0.001,,,
2024-01-01 02:00:00,15.579201384737273,96.1,1.328,1.632,64.18,4.214,0.0,986.613,0.0,,,
2024-01-01 02:01:00,15.570048379463868,96.0,1.119,1.683,69.28,19.8,0.0,986.6,-0.001,,,
2024-01-01 02:02:00,15.564405779661206,95.9,1.258,1.816,59.97,17.14,0.0,986.597,-0.001,,,
2024-01-01 02:03:00,15.563303444543312,95.9,1.188,1.632,66.01,15.38,0.0,986.584,-0.001,,,
2024-01-01 02:04:00,15.544699347617843,95.9,0.92,1.049,70.45,18.75,0.0,986.591,-0.001,,,
2024-01-01 02:05:00,15.534971210978632,95.9,1.102,1.516,74.42,12.1,0.0,986.584,-0.002,,,
2024-01-01 02:06:00,15.535773121785464,95.9,1.136,1.465,63.66,13.97,0.0,986.573,0.0,,,
2024-01-01 02:07:00,15.526541795777216,95.9,1.246,1.45,68.84,10.71,0.0,986.565,-0.001,,,
2024-01-01 02:08:00,15.514218554194548,95.9,1.197,1.367,63.91,7.296,0.0,986.547,-0.001,,,
2024-01-01 02:09:00,15.505323890449324,95.9,1.333,1.715,67.98,16.16,0.0,986.525,-0.001,,,
2024-01-01 02:10:00,15.490703630301851,95.9,1.43,1.833,82.9,13.03,0.0,986.507,-0.001,,,
2024-01-01 02:11:00,15.478577944005384,95.9,1.074,1.433,72.94,7.871,0.0,986.485,-0.002,,,
2024-01-01 02:12:00,15.475383159406103,95.9,1.42,1.766,81.1,5.206,0.0,986.465,-0.001,,,
2024-01-01 02:13:00,15.456303293241048,96.0,1.231,1.583,80.8,6.864,0.0,986.454,-0.001,,,
2024-01-01 02:14:00,15.441616402020683,96.1,1.569,1.916,80.8,16.49,0.0,986.438,-0.001,,,
2024-01-01 02:15:00,15.440623949724792,96.1,1.241,1.617,79.51,4.324,0.0,986.426,-0.001,,,
2024-01-01 02:16:00,15.444689614136136,96.2,1.209,1.799,77.02,20.59,0.0,986.416,-0.001,,,
2024-01-01 02:17:00,15.440882291252915,96.3,1.324,1.617,75.37,3.678,0.0,986.412,-0.001,,,
2024-01-01 02:18:00,15.441221291448214,96.3,1.141,1.533,67.19,13.64,0.0,986.413,-0.001,,,
2024-01-01 02:19:00,15.440611091096672,96.3,1.352,1.833,61.58,17.57,0.0,986.421,-0.001,,,
2024-01-01 02:20:00,15.438926610815818,96.3,0.898,1.284,73.94,16.97,0.0,986.44,-0.001,,,
2024-01-01 02:21:00,15.441078677572952,96.4,1.049,1.465,64.74,6.183,0.0,986.453,0.0,,,
2024-01-01 02:22:00,15.44125051560303,96.4,1.369,1.933,63.13,19.16,0.0,986.471,-0.001,,,
2024-01-01 02:23:00,15.438731393461955,96.4,1.052,1.465,74.89,25.42,0.0,986.486,-0.001,,,
2024-01-01 02:24:00,15.436586340501972,96.4,0.995,1.399,71.41,10.54,0.0,986.495,-0.001,,,
2024-01-01 02:25:00,15.43898272119299,96.4,1.197,1.649,75.91,12.91,0.0,986.502,-0.001,,,
2024-01-01 02:26:00,15.436776881991094,96.5,1.132,1.45,58.4,19.43,0.0,986.508,-0.001,,,
2024-01-01 02:27:00,15.433890704466188,96.5,0.942,1.433,69.14,8.82,0.0,986.516,-0.001,,,
2024-01-01 02:28:00,15.437961044742275,96.5,1.061,1.583,68.43,19.43,0.0,986.52,-0.001,,,
2024-01-01 02:29:00,15.436746488870105,96.6,1.144,1.433,63.93,20.04,0.0,986.524,-0.001,,,
2024-01-01 02:30:00,15.425655337652469,96.6,0.933,1.35,72.43,16.17,0.0,986.536,-0.001,,,
2024-01-01 02:31:00,15.419504237556826,96.7,0.996,1.316,60.18,10.91,0.0,986.549,-0.001,,,
2024-01-01 02:32:00,15.411827636582345,96.7,1.056,1.433,62.79,10.97,0.0,986.547,-0.001,,,
2024-01-01 02:33:00,15.410180563219566,96.7,0.92,1.284,72.52,6.966,0.0,986.543,-0.001,,,
2024-01-01 02:34:00,15.402944662498951,96.7,0.95,1.299,70.59,12.58,0.0,986.529,-0.001,,,
2024-01-01 02:35:00,15.39376944686794,96.7,0.85,1.267,74.22,15.66,0.0,986.519,-0.001,,,
2024-01-01 02:36:00,15.387255967253148,96.6,0.952,1.267,74.11,10.52,0.0,986.501,-0.002,,,
2024-01-01 02:37:00,15.384867769325506,96.6,1.516,1.85,68.87,10.36,0.0,986.491,-0.001,,,
2024-01-01 02:38:00,15.382976966511984,96.5,0.738,1.083,57.83,15.09,0.0,986.474,-0.002,,,
2024-01-01 02:39:00,15.37924270401571,96.6,1.08,1.35,71.45,11.24,0.0,986.473,-0.001,,,
2024-01-01 02:40:00,15.373842664697616,96.6,0.881,1.066,80.1,7.112,0.0,986.473,-0.001,,,
2024-01-01 02:41:00,15.366170739587886,96.6,0.978,1.382,72.07,11.85,0.0,986.463,-0.001,,,
2024-01-01 02:42:00,15.368121159677091,96.7,1.114,1.35,80.2,7.304,0.0,986.46,-0.001,,,
2024-01-01 02:43:00,15.363834560655697,96.8,1.175,1.533,76.64,4.775,0.0,986.458,-0.001,,,
2024-01-01 02:44:00,15.35713813783208,96.8,1.057,1.25,78.85,4.233,0.0,986.447,-0.001,,,
2024-01-01 02:45:00,15.34755845989904,96.8,0.75,1.183,86.4,10.12,0.0,986.437,-0.001,,,
2024-01-01 02:46:00,15.33731773158518,96.8,0.872,1.216,82.1,11.11,0.0,986.422,-0.001,,,
2024-01-01 02:47:00,15.336027192910633,96.8,0.911,1.034,97.8,6.537,0.0,986.409,-0.001,,,
2024-01-01 02:48:00,15.32573444560126,96.9,1.064,1.267,89.3,12.56,0.0,986.408,-0.001,,,
2024-01-01 02:49:00,15.328203302196084,97.0,1.136,1.583,90.4,12.35,0.0,986.404,-0.001,,,
2024-01-01 02:50:00,15.322490564421956,97.2,1.069,1.566,83.8,9.52,0.0,986.388,-0.001,,,
2024-01-01 02:51:00,15.312522205230511,97.3,0.959,1.183,95.9,6.034,0.0,986.373,-0.001,,,
2024-01-01 02:52:00,15.288764720853186,97.3,0.886,1.117,88.5,12.13,0.0,986.363,-0.001,,,
2024-01-01 02:53:00,15.257626968430715,97.3,1.083,1.299,91.0,3.136,0.0,986.344,0.0,,,
2024-01-01 02:54:00,15.23736995331156,97.3,1.069,1.284,92.2,2.505,0.0,986.317,-0.001,,,
2024-01-01 02:55:00,15.219054591035205,97.2,0.972,1.166,96.2,5.362,0.0,986.302,-0.001,,,
2024-01-01 02:56:00,15.212102164615809,97.2,0.961,1.132,89.9,11.1,0.0,986.284,-0.001,,,
2024-01-01 02:57:00,15.213229632506794,97.1,0.911,1.117,89.3,3.451,0.0,986.263,-0.001,,,
2024-01-01 02:58:00,15.202991826608368,97.1,1.044,1.216,86.5,6.911,0.0,986.253,-0.001,,,
2024-01-01 02:59:00,15.19483244259709,97.2,1.119,1.299,82.3,6.297,0.0,986.244,-0.001,,,
2024-01-01 03:00:00,15.189999936364572,97.2,0.904,1.2,81.9,8.38,0.0,986.238,-0.001,,,
2024-01-01 03:01:00,15.18107897088002,97.3,1.21,1.367,81.6,5.129,0.0,986.227,-0.001,,,
2024-01-01 03:02:00,15.15561771827972,97.3,1.074,1.233,85.6,6.506,0.0,986.22,-0.001,,,
2024-01-01 03:03:00,15.140719244178864,97.3,1.284,1.516,84.4,4.549,0.0,986.217,-0.001,,,
2024-01-01 03:04:00,15.127788724660135,97.3,1.1,1.316,87.0,3.104,0.0,986.212,-0.001,,,
2024-01-01 03:05:00,15.108660346398135,97.2,0.986,1.216,81.9,11.43,0.0,986.199,-0.001,,,
2024-01-01 03:06:00,15.086729956176931,97.2,0.828,0.983,84.0,3.767,0.0,986.187,-0.001,,,
2024-01-01 03:07:00,15.078681039470611,97.2,0.859,0.95,80.7,7.79,0.0,986.182,-0.001,,,
2024-01-01 03:08:00,15.075333704783494,97.3,0.881,1.0,86.3,4.172,0.0,986.174,-0.001,,,
2024-01-01 03:09:00,15.07390289016602,97.3,0.955,1.2,83.7,3.175,0.0,986.166,-0.001,,,
2024-01-01 03:10:00,15.081567801478666,97.3,0.935,1.034,82.1,4.994,0.0,986.158,-0.001,,,
2024-01-01 03:11:00,15.082902760868436,97.4,1.18,1.482,83.3,5.765,0.0,986.143,-0.001,,,
2024-01-01 03:12:00,15.078687468784672,97.6,1.139,1.416,77.02,3.527,0.0,986.13,0.0,,,
2024-01-01 03:13:00,15.067741853857797,97.6,1.153,1.35,73.18,5.856,0.0,986.121,-0.001,,,
2024-01-01 03:14:00,15.06140722607024,97.7,1.127,1.267,74.71,9.01,0.0,986.129,-0.001,,,
2024-01-01 03:15:00,15.0578804550728,97.7,1.012,1.284,70.45,7.425,0.0,986.122,0.0,,,
2024-01-01 03:16:00,15.09868146651091,97.8,0.991,1.333,66.7,11.97,0.0,986.125,-0.001,,,
2024-01-01 03:17:00,15.11194572587717,97.9,1.018,1.549,69.23,11.82,0.0,986.141,-0.001,,,
2024-01-01 03:18:00,15.115747788412508,98.0,1.236,1.583,78.85,13.21,0.0,986.166,-0.001,,,
2024-01-01 03:19:00,15.11952413369166,98.0,1.46,1.783,72.31,5.964,0.0,986.202,-0.001,,,
2024-01-01 03:20:00,15.10384069879375,98.0,1.139,1.583,77.53,8.75,0.0,986.213,-0.001,,,
2024-01-01 03:21:00,15.099983694847412,98.1,1.122,1.416,75.4,8.54,0.0,986.214,-0.001,,,
2024-01-01 03:22:00,15.08842671060276,98.2,1.238,1.482,67.51,14.62,0.0,986.21,-0.001,,,
2024-01-01 03:23:00,15.078512123856076,98.2,1.25,1.499,69.7,8.72,0.0,986.209,-0.001,,,
2024-01-01 03:24:00,15.065589787100668,98.2,1.316,1.533,75.53,10.47,0.0,986.215,-0.001,,,
2024-01-01 03:25:00,15.05250028817998,98.3,1.404,1.666,74.85,11.54,0.0,986.212,-0.001,,,
2024-01-01 03:26:00,15.043124010364124,98.3,1.307,1.7,72.09,13.2,0.0,986.213,-0.001,,,
2024-01-01 03:27:00,15.03809745574398,98.3,1.275,1.533,70.54,10.63,0.0,986.203,-0.001,,,
2024-01-01 03:28:00,15.043169015562428,98.3,1.178,1.499,68.7,5.822,0.0,986.2,-0.001,,,
2024-01-01 03:29:00,15.048608799730998,98.3,1.207,1.666,62.08,19.83,0.0,986.199,0.0,,,
2024-01-01 03:30:00,15.06477677111503,98.3,1.105,1.732,66.82,16.99,0.0,986.207,-0.001,,,
2024-01-01 03:31:00,15.07143461805428,98.4,1.012,1.333,79.18,9.24,0.0,986.204,-0.001,,,
2024-01-01 03:32:00,15.077837630364051,98.3,0.886,1.233,63.3,13.8,0.0,986.204,-0.001,,,
2024-01-01 03:33:00,15.070512888212932,98.3,1.1,1.433,77.91,8.98,0.0,986.2,-0.001,,,
2024-01-01 03:34:00,15.065532507757329,98.3,1.034,2.066,75.17,16.05,0.0,986.199,-0.001,,,
2024-01-01 03:35:00,15.072747951569587,98.4,1.131,1.482,67.56,10.14,0.0,986.199,-0.001,,,
2024-01-01 03:36:00,15.080845964855866,98.5,1.17,1.533,75.93,6.674,0.0,986.213,-0.001,,,
2024-01-01 03:37:00,15.08319500241612,98.5,0.777,1.316,71.16,8.5,0.0,986.225,-0.001,,,
2024-01-01 03:38:00,15.092994445993028,98.5,0.845,1.1,73.68,11.85,0.0,986.234,-0.001,,,
2024-01-01 03:39:00,15.095508307786217,98.5,0.913,1.299,66.51,13.86,0.0,986.253,0.0,,,
2024-01-01 03:40:00,15.098201021406572,98.5,0.789,1.0,74.23,8.82,0.0,986.271,-0.001,,,
2024-01-01 03:41:00,15.107681337213386,98.5,0.933,1.416,65.57,11.62,0.0,986.28,-0.001,,,
2024-01-01 03:42:00,15.115679403890365,98.5,0.872,1.465,73.87,13.8,0.0,986.286,-0.001,,,
2024-01-01 03:43:00,15.116439816397405,98.5,0.802,0.966,62.62,12.62,0.0,986.283,-0.001,,,
2024-01-01 03:44:00,15.110936323571432,98.5,1.131,1.617,63.01,7.624,0.0,986.288,-0.001,,,
2024-01-01 03:45:00,15.107472092265231,98.5,0.733,0.933,70.98,20.07,0.0,986.293,-0.001,,,
2024-01-01 03:46:00,15.113551885423243,98.5,0.852,1.149,76.21,9.76,0.0,986.298,0.0,,,
2024-01-01 03:47:00,15.113681640670393,98.5,0.869,1.017,67.3,7.313,0.0,986.288,-0.001,,,
2024-01-01 03:48:00,15.118365688196658,98.5,0.794,1.083,64.49,15.62,0.0,986.292,-0.001,,,
2024-01-01 03:49:00,15.116940718410158,98.5,0.811,1.034,67.17,11.38,0.0,986.298,-0.001,,,
2024-01-01 03:50:00,15.11552685380246,98.5,0.755,0.882,63.95,10.0,0.0,986.301,-0.001,,,
2024-01-01 03:51:00,15.115146939790456,98.5,0.632,0.95,63.99,3.709,0.0,986.307,0.0,,,
2024-01-01 03:52:00,15.11396336152235,98.5,0.622,0.767,58.75,11.46,0.0,986.317,-0.001,,,
2024-01-01 03:53:00,15.114761765430613,98.5,0.792,1.117,56.77,10.04,0.0,986.323,0.0,,,
2024-01-01 03:54:00,15.108481494570906,98.6,0.799,1.0,48.32,4.689,0.0,986.339,-0.001,,,
2024-01-01 03:55:00,15.10895492587816,98.6,0.913,1.0,45.28,6.722,0.0,986.355,-0.001,,,
2024-01-01 03:56:00,15.099147884021017,98.6,1.205,1.35,49.53,9.39,0.0,986.366,-0.001,,,
2024-01-01 03:57:00,15.096264628911598,98.6,1.154,1.25,50.58,6.355,0.0,986.363,-0.001,,,
2024-01-01 03:58:00,15.097634072804016,98.5,1.1,1.299,48.61,5.418,0.0,986.348,-0.001,,,
2024-01-01 03:59:00,15.094852225511628,98.5,1.321,1.549,48.68,8.73,0.0,986.337,-0.001,,,
