Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Calakmul (cmul), Campeche
Lat 18.5956 N, Lon 89.4137 W, Alt 275 masl
Time UTC-6h
FlAGS describe the method used to calculte null values from metdata: IP = interpolation  LR= linear regresion for Temp_avg using PMT640 mass monitor
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s.1,deg,deg.1,mm,hPa,W/m^2,WDIR_flag,WDIR_avg_flag
2024-03-01 00:00:00,20.53,97.9,1.54,1.982,106.2,18.65,0.0,986.102,-0.001,,
2024-03-01 00:01:00,20.53,97.8,1.45,2.849,102.9,19.54,0.0,986.079,-0.001,,
2024-03-01 00:02:00,20.52,97.8,1.394,2.149,109.9,11.08,0.0,986.06,-0.001,,
2024-03-01 00:03:00,20.53,97.8,2.372,2.866,115.1,11.93,0.0,986.029,-0.001,,
2024-03-01 00:04:00,20.53,97.9,1.797,2.1,122.5,18.06,0.0,986.007,-0.001,,
2024-03-01 00:05:00,20.52,97.9,2.162,2.599,124.7,7.188,0.0,985.982,-0.001,,
2024-03-01 00:06:00,20.49,97.9,1.85,2.399,115.2,11.41,0.0,985.952,-0.001,,
2024-03-01 00:07:00,20.49,97.9,2.202,2.715,118.2,9.04,0.0,985.933,-0.001,,
2024-03-01 00:08:00,20.48,98.0,2.144,2.715,129.5,18.53,0.0,985.906,-0.001,,
2024-03-01 00:09:00,20.48,98.0,2.377,2.715,117.8,5.92,0.0,985.884,-0.001,,
2024-03-01 00:10:00,20.48,98.0,2.079,2.766,117.4,12.19,0.0,985.854,-0.001,,
2024-03-01 00:11:00,20.49,98.1,2.06,2.433,110.1,9.59,0.0,985.822,-0.001,,
2024-03-01 00:12:00,20.48,98.1,2.135,2.632,115.5,10.5,0.0,985.794,-0.002,,
2024-03-01 00:13:00,20.48,98.1,1.693,2.149,111.8,9.41,0.0,985.775,-0.001,,
2024-03-01 00:14:00,20.49,98.1,1.768,2.016,115.0,6.83,0.0,985.766,-0.002,,
2024-03-01 00:15:00,20.48,98.1,2.678,3.232,117.0,7.144,0.0,985.764,-0.001,,
2024-03-01 00:16:00,20.48,98.2,1.902,2.416,120.5,24.08,0.0,985.76,-0.001,,
2024-03-01 00:17:00,20.49,98.2,2.224,2.766,117.6,8.28,0.0,985.759,-0.001,,
2024-03-01 00:18:00,20.48,98.3,2.249,2.666,114.9,10.45,0.0,985.759,-0.001,,
2024-03-01 00:19:00,20.48,98.3,1.647,2.066,122.8,12.4,0.0,985.756,-0.001,,
2024-03-01 00:20:00,20.49,98.3,1.919,2.632,124.9,15.51,0.0,985.745,-0.001,,
2024-03-01 00:21:00,20.49,98.5,2.526,3.415,122.8,8.39,0.0,985.731,-0.001,,
2024-03-01 00:22:00,20.52,98.5,1.578,2.1,120.8,14.45,0.0,985.715,-0.001,,
2024-03-01 00:23:00,20.53,98.5,1.761,2.632,114.8,11.46,0.0,985.707,-0.001,,
2024-03-01 00:24:00,20.53,98.4,2.428,2.866,128.1,3.42,0.0,985.704,-0.001,,
2024-03-01 00:25:00,20.52,98.5,2.232,2.548,118.7,11.02,0.0,985.715,-0.001,,
2024-03-01 00:26:00,20.53,98.5,2.162,2.732,119.7,13.77,0.0,985.694,0.0,,
2024-03-01 00:27:00,20.53,98.6,1.692,2.1,124.5,11.37,0.0,985.675,-0.001,,
2024-03-01 00:28:00,20.56,98.6,1.452,2.2,106.3,14.89,0.0,985.644,-0.001,,
2024-03-01 00:29:00,20.58,98.6,2.394,3.082,124.5,14.77,0.0,985.637,-0.001,,
2024-03-01 00:30:00,20.57,98.6,2.402,3.315,128.9,9.33,0.0,985.629,-0.002,,
2024-03-01 00:31:00,20.57,98.7,1.814,2.882,131.8,11.85,0.0,985.624,-0.001,,
2024-03-01 00:32:00,20.61,98.7,1.986,2.766,126.4,13.58,0.0,985.606,-0.001,,
2024-03-01 00:33:00,20.62,98.7,1.991,2.683,128.0,8.61,0.0,985.6,-0.001,,
2024-03-01 00:34:00,20.62,98.7,2.179,2.933,121.3,11.84,0.0,985.589,-0.001,,
2024-03-01 00:35:00,20.62,98.8,1.96,2.95,117.9,19.0,0.0,985.556,-0.002,,
2024-03-01 00:36:00,20.62,98.7,2.083,2.266,120.7,7.874,0.0,985.537,-0.001,,
2024-03-01 00:37:00,20.61,98.7,1.28,1.649,113.1,13.08,0.0,985.528,-0.002,,
2024-03-01 00:38:00,20.63,98.7,2.457,2.899,115.1,32.95,0.0,985.532,-0.001,,
2024-03-01 00:39:00,20.62,98.7,1.421,2.183,120.4,10.51,0.0,985.528,-0.001,,
2024-03-01 00:40:00,20.62,98.7,1.736,2.599,123.1,12.98,0.0,985.529,-0.001,,
2024-03-01 00:41:00,20.62,98.8,2.329,2.882,122.9,11.71,0.0,985.523,0.0,,
2024-03-01 00:42:00,20.67,98.8,1.867,2.149,107.6,18.22,0.0,985.506,-0.001,,
2024-03-01 00:43:00,20.66,98.8,1.644,2.166,119.1,4.207,0.0,985.499,-0.001,,
2024-03-01 00:44:00,20.67,98.8,1.452,1.965,118.8,9.4,0.0,985.484,-0.001,,
2024-03-01 00:45:00,20.71,98.9,1.608,1.999,115.0,11.2,0.0,985.463,-0.001,,
2024-03-01 00:46:00,20.72,98.9,2.025,2.465,113.1,15.56,0.0,985.441,-0.001,,
2024-03-01 00:47:00,20.71,98.9,2.547,3.648,108.1,10.91,0.0,985.426,-0.002,,
2024-03-01 00:48:00,20.76,98.9,2.502,3.315,116.4,11.21,0.0,985.41,0.0,,
2024-03-01 00:49:00,20.77,98.9,2.482,3.249,117.2,12.22,0.0,985.393,-0.001,,
2024-03-01 00:50:00,20.81,99.0,2.349,2.766,111.1,8.3,0.0,985.382,-0.001,,
2024-03-01 00:51:00,20.8,99.0,1.579,2.783,100.4,18.06,0.0,985.362,-0.001,,
2024-03-01 00:52:00,20.8,99.0,1.805,2.832,115.6,17.28,0.0,985.338,-0.001,,
2024-03-01 00:53:00,20.83,99.0,1.307,1.465,103.0,24.99,0.0,985.327,-0.001,,
2024-03-01 00:54:00,20.84,99.0,1.639,2.033,97.7,12.55,0.0,985.312,-0.001,,
2024-03-01 00:55:00,20.85,99.0,2.557,3.499,112.8,8.49,0.0,985.304,0.0,,
2024-03-01 00:56:00,20.87,99.0,2.008,2.283,112.9,8.61,0.0,985.284,-0.001,,
2024-03-01 00:57:00,20.89,99.0,1.894,3.082,111.2,14.73,0.0,985.256,0.0,,
2024-03-01 00:58:00,20.9,99.0,1.644,2.866,94.6,25.6,0.0,985.229,-0.001,,
2024-03-01 00:59:00,20.94,99.1,2.56,3.798,117.7,5.494,0.0,985.226,-0.001,,
2024-03-01 01:00:00,20.98,99.1,2.314,3.148,109.1,17.73,0.0,985.234,0.0,,
2024-03-01 01:01:00,21.03,99.1,2.162,2.832,114.1,12.03,0.0,985.238,-0.001,,
2024-03-01 01:02:00,21.03,99.1,1.919,2.416,116.2,14.37,0.0,985.259,-0.001,,
2024-03-01 01:03:00,21.03,99.1,1.428,2.166,109.6,19.61,0.0,985.264,-0.002,,
2024-03-01 01:04:00,21.05,99.1,1.829,2.666,99.2,16.84,0.0,985.284,-0.001,,
2024-03-01 01:05:00,21.08,99.1,1.974,2.283,121.0,11.22,0.0,985.302,-0.001,,
2024-03-01 01:06:00,21.11,99.1,1.244,1.982,111.6,22.08,0.0,985.303,-0.001,,
2024-03-01 01:07:00,21.12,99.1,2.241,3.381,116.4,10.71,0.0,985.294,-0.001,,
2024-03-01 01:08:00,21.16,99.1,1.982,2.582,109.5,17.29,0.0,985.322,-0.001,,
2024-03-01 01:09:00,21.17,99.1,2.057,2.416,102.6,14.68,0.0,985.328,-0.001,,
2024-03-01 01:10:00,21.18,99.1,2.077,2.95,109.1,14.96,0.0,985.326,-0.001,,
2024-03-01 01:11:00,21.22,99.1,2.101,3.099,105.6,10.62,0.0,985.334,-0.001,,
2024-03-01 01:12:00,21.22,99.1,2.372,2.916,104.0,11.38,0.0,985.344,-0.001,,
2024-03-01 01:13:00,21.26,99.1,2.346,2.899,111.3,8.95,0.0,985.348,-0.001,,
2024-03-01 01:14:00,21.26,99.1,1.518,2.766,111.8,16.48,0.0,985.349,-0.001,,
2024-03-01 01:15:00,21.26,99.1,1.469,2.166,104.4,15.53,0.0,985.328,0.0,,
2024-03-01 01:16:00,21.31,99.1,1.867,2.132,121.1,35.7,0.0,985.312,-0.001,,
2024-03-01 01:17:00,21.31,99.1,2.938,3.548,106.0,19.92,0.0,985.278,-0.001,,
2024-03-01 01:18:00,21.31,99.1,2.018,2.832,105.0,22.22,0.0,985.249,-0.001,,
2024-03-01 01:19:00,21.31,99.0,2.344,3.016,119.6,7.074,0.0,985.208,0.0,,
2024-03-01 01:20:00,21.35,99.0,2.766,4.032,119.7,3.804,0.0,985.186,-0.001,,
2024-03-01 01:21:00,21.39,99.1,2.389,2.999,125.2,7.809,0.0,985.143,-0.001,,
2024-03-01 01:22:00,21.4,99.1,2.402,3.482,112.0,12.48,0.0,985.099,-0.001,,
2024-03-01 01:23:00,21.4,99.0,1.669,3.148,121.1,23.89,0.0,985.085,-0.001,,
2024-03-01 01:24:00,21.41,99.0,3.407,4.349,120.6,12.35,0.0,985.049,-0.001,,
2024-03-01 01:25:00,21.44,99.0,3.42,4.265,121.6,21.28,0.0,985.025,-0.001,,
2024-03-01 01:26:00,21.45,99.0,2.472,4.214,105.8,16.37,0.0,985.001,-0.001,,
2024-03-01 01:27:00,21.49,99.0,2.188,3.315,133.8,7.359,0.0,984.992,-0.001,,
2024-03-01 01:28:00,21.49,99.0,3.052,3.682,109.2,14.69,0.0,984.978,-0.001,,
2024-03-01 01:29:00,21.49,99.0,2.451,3.116,119.8,22.82,0.0,984.949,-0.001,,
2024-03-01 01:30:00,21.49,99.0,2.042,3.065,114.7,20.81,0.0,984.934,-0.001,,
2024-03-01 01:31:00,21.49,99.0,2.297,3.565,123.2,13.78,0.0,984.916,-0.001,,
2024-03-01 01:32:00,21.49,99.0,2.74,3.599,114.8,16.27,0.0,984.895,-0.001,,
2024-03-01 01:33:00,21.53,99.0,3.434,5.081,123.5,17.25,0.0,984.872,-0.001,,
2024-03-01 01:34:00,21.54,98.9,3.196,4.099,113.9,6.945,0.0,984.883,-0.001,,
2024-03-01 01:35:00,21.53,98.9,3.157,4.332,119.1,17.71,0.0,984.887,-0.001,,
2024-03-01 01:36:00,21.54,98.9,3.516,5.231,123.8,6.758,0.0,984.88,-0.001,,
2024-03-01 01:37:00,21.58,98.8,2.885,3.981,113.9,17.36,0.0,984.875,-0.001,,
2024-03-01 01:38:00,21.58,98.8,3.354,4.814,105.7,14.96,0.0,984.907,-0.001,,
2024-03-01 01:39:00,21.58,98.8,2.625,3.249,121.5,12.34,0.0,984.911,-0.001,,
2024-03-01 01:40:00,21.58,98.7,2.744,3.565,105.1,29.02,0.0,984.913,-0.001,,
2024-03-01 01:41:00,21.58,98.7,3.468,5.165,112.3,14.25,0.0,984.901,-0.001,,
2024-03-01 01:42:00,21.6,98.7,3.276,5.015,109.8,21.59,0.0,984.869,-0.001,,
2024-03-01 01:43:00,21.63,98.7,2.995,3.699,114.6,12.7,0.0,984.86,-0.001,,
2024-03-01 01:44:00,21.63,98.6,2.315,3.349,112.8,30.05,0.0,984.849,-0.001,,
2024-03-01 01:45:00,21.63,98.6,1.792,2.616,108.7,12.2,0.0,984.861,-0.001,,
2024-03-01 01:46:00,21.63,98.6,2.718,3.548,114.1,23.59,0.0,984.847,-0.001,,
2024-03-01 01:47:00,21.63,98.5,2.946,3.533,123.1,18.6,0.0,984.852,-0.001,,
2024-03-01 01:48:00,21.63,98.5,3.07,3.732,117.2,16.74,0.0,984.86,-0.001,,
2024-03-01 01:49:00,21.63,98.5,2.402,2.832,120.0,16.46,0.0,984.883,-0.001,,
2024-03-01 01:50:00,21.63,98.5,1.86,2.565,103.4,14.15,0.0,984.895,0.0,,
2024-03-01 01:51:00,21.65,98.5,2.829,3.616,121.5,23.87,0.0,984.88,-0.001,,
2024-03-01 01:52:00,21.67,98.5,2.336,3.099,111.7,23.89,0.0,984.867,-0.001,,
2024-03-01 01:53:00,21.67,98.5,2.13,3.082,107.0,14.85,0.0,984.862,-0.001,,
2024-03-01 01:54:00,21.67,98.5,1.805,2.7,93.4,26.98,0.0,984.85,-0.001,,
2024-03-01 01:55:00,21.67,98.5,2.366,2.866,109.0,13.98,0.0,984.839,-0.001,,
2024-03-01 01:56:00,21.67,98.5,2.091,3.432,105.3,12.46,0.0,984.845,-0.001,,
2024-03-01 01:57:00,21.67,98.5,2.691,3.131,115.6,15.94,0.0,984.849,-0.001,,
2024-03-01 01:58:00,21.67,98.5,1.503,2.45,105.7,29.97,0.0,984.876,-0.001,,
2024-03-01 01:59:00,21.68,98.5,2.327,3.033,113.1,25.05,0.0,984.894,-0.001,,
2024-03-01 02:00:00,21.72,98.5,3.371,4.349,111.8,10.62,0.0,984.935,-0.001,,
2024-03-01 02:01:00,21.72,98.5,3.199,3.866,108.3,20.13,0.0,984.953,-0.001,,
2024-03-01 02:02:00,21.72,98.5,2.003,2.766,104.4,13.87,0.0,984.948,-0.001,,
2024-03-01 02:03:00,21.72,98.5,2.587,3.266,96.9,34.42,0.0,984.934,-0.001,,
2024-03-01 02:04:00,21.72,98.5,2.797,3.715,107.2,11.33,0.0,984.924,0.0,,
2024-03-01 02:05:00,21.72,98.4,2.814,4.366,111.3,8.94,0.0,984.946,-0.002,,
2024-03-01 02:06:00,21.72,98.5,3.305,3.898,93.2,20.15,0.0,984.958,-0.001,,
2024-03-01 02:07:00,21.72,98.4,1.685,2.815,92.0,24.39,0.0,984.95,-0.001,,
2024-03-01 02:08:00,21.72,98.4,2.222,3.215,109.4,7.707,0.0,984.959,-0.001,,
2024-03-01 02:09:00,21.72,98.4,1.965,2.433,107.1,19.71,0.0,984.957,-0.001,,
2024-03-01 02:10:00,21.72,98.4,2.171,3.232,104.1,19.07,0.0,984.943,-0.001,,
2024-03-01 02:11:00,21.72,98.3,3.385,4.265,106.5,17.96,0.0,984.905,-0.001,,
2024-03-01 02:12:00,21.72,98.3,2.086,3.715,118.0,18.83,0.0,984.858,-0.001,,
2024-03-01 02:13:00,21.72,98.3,2.091,3.099,108.3,23.36,0.0,984.822,0.0,,
2024-03-01 02:14:00,21.72,98.3,1.952,3.182,108.8,14.64,0.0,984.797,-0.001,,
2024-03-01 02:15:00,21.72,98.3,2.468,3.516,119.1,15.95,0.0,984.761,-0.001,,
2024-03-01 02:16:00,21.72,98.3,2.618,3.599,113.8,20.46,0.0,984.744,-0.001,,
2024-03-01 02:17:00,21.72,98.2,2.222,3.199,121.7,17.75,0.0,984.72,0.0,,
2024-03-01 02:18:00,21.72,98.3,2.587,3.366,107.1,15.75,0.0,984.689,-0.001,,
2024-03-01 02:19:00,21.72,98.3,2.73,3.732,115.3,10.33,0.0,984.625,-0.001,,
2024-03-01 02:20:00,21.72,98.3,2.038,2.749,108.1,20.55,0.0,984.591,-0.001,,
2024-03-01 02:21:00,21.72,98.3,2.297,2.798,103.5,10.96,0.0,984.56,-0.001,,
2024-03-01 02:22:00,21.72,98.2,1.557,2.366,115.8,13.51,0.0,984.545,-0.001,,
2024-03-01 02:23:00,21.72,98.3,1.622,2.1,106.1,13.3,0.0,984.532,-0.001,,
2024-03-01 02:24:00,21.72,98.2,2.208,2.766,107.3,24.23,0.0,984.518,-0.001,,
2024-03-01 02:25:00,21.72,98.2,2.73,4.032,108.2,16.31,0.0,984.498,-0.001,,
2024-03-01 02:26:00,21.72,98.2,2.662,3.766,105.4,20.17,0.0,984.47,-0.001,,
2024-03-01 02:27:00,21.72,98.2,3.709,4.464,103.9,10.96,0.0,984.426,-0.001,,
2024-03-01 02:28:00,21.72,98.1,2.638,4.532,94.5,16.03,0.0,984.407,-0.001,,
2024-03-01 02:29:00,21.72,98.1,2.013,2.916,113.5,17.99,0.0,984.392,-0.001,,
2024-03-01 02:30:00,21.72,98.0,2.912,3.783,117.1,11.31,0.0,984.383,-0.001,,
2024-03-01 02:31:00,21.7,98.0,2.783,3.398,122.3,8.18,0.0,984.388,-0.001,,
2024-03-01 02:32:00,21.67,98.0,2.814,3.798,110.3,31.28,0.0,984.384,-0.002,,
2024-03-01 02:33:00,21.67,98.0,3.494,4.981,111.8,17.08,0.0,984.39,-0.001,,
2024-03-01 02:34:00,21.67,97.9,3.573,4.998,133.9,16.68,0.0,984.384,-0.001,,
2024-03-01 02:35:00,21.67,97.9,4.143,5.865,111.7,12.83,0.0,984.406,-0.001,,
2024-03-01 02:36:00,21.67,97.9,3.403,4.498,119.7,19.5,0.0,984.4,-0.001,,
2024-03-01 02:37:00,21.67,97.9,3.041,4.182,108.7,18.79,0.0,984.382,-0.001,,
2024-03-01 02:38:00,21.67,97.9,2.535,3.915,109.9,19.34,0.0,984.398,-0.001,,
2024-03-01 02:39:00,21.67,97.9,3.354,3.898,122.9,9.73,0.0,984.404,0.0,,
2024-03-01 02:40:00,21.67,97.9,3.551,4.765,107.6,10.9,0.0,984.401,-0.001,,
2024-03-01 02:41:00,21.67,97.8,2.446,2.899,112.5,18.02,0.0,984.424,-0.001,,
2024-03-01 02:42:00,21.67,97.8,2.999,4.032,113.9,15.05,0.0,984.404,-0.001,,
2024-03-01 02:43:00,21.63,97.8,2.117,3.582,109.1,15.53,0.0,984.449,0.0,,
2024-03-01 02:44:00,21.63,97.8,1.207,1.882,85.5,22.61,0.0,984.44,-0.001,,
2024-03-01 02:45:00,21.63,97.8,2.258,2.798,100.5,21.05,0.0,984.446,-0.001,,
2024-03-01 02:46:00,21.63,97.8,2.807,4.116,120.7,23.86,0.0,984.444,-0.001,,
2024-03-01 02:47:00,21.63,97.8,3.179,3.898,113.0,10.89,0.0,984.436,-0.001,,
2024-03-01 02:48:00,21.63,97.9,2.972,4.548,115.5,8.95,0.0,984.435,-0.001,,
2024-03-01 02:49:00,21.63,97.9,2.805,3.981,113.9,19.03,0.0,984.428,-0.001,,
2024-03-01 02:50:00,21.63,97.9,3.429,4.848,104.0,7.604,0.0,984.432,-0.001,,
2024-03-01 02:51:00,21.63,98.0,3.026,4.315,108.1,51.87,0.0,984.427,-0.001,,
2024-03-01 02:52:00,21.63,98.0,3.024,3.766,124.4,9.21,0.0,984.432,-0.001,,
2024-03-01 02:53:00,21.63,98.0,2.649,3.849,114.1,6.135,0.0,984.415,0.0,,
2024-03-01 02:54:00,21.63,98.0,2.222,2.649,122.6,26.61,0.0,984.395,-0.001,,
2024-03-01 02:55:00,21.63,98.0,3.138,4.116,112.3,17.83,0.0,984.379,-0.001,,
2024-03-01 02:56:00,21.63,98.1,3.235,3.516,111.0,15.09,0.0,984.354,-0.001,,
2024-03-01 02:57:00,21.63,98.1,3.184,4.565,110.5,15.72,0.0,984.309,-0.001,,
2024-03-01 02:58:00,21.63,98.1,3.244,4.565,132.9,16.3,0.0,984.307,-0.001,,
2024-03-01 02:59:00,21.63,98.2,2.397,3.215,123.2,18.69,0.0,984.295,-0.001,,
2024-03-01 03:00:00,21.6,98.2,3.487,4.165,126.6,14.24,0.0,984.26,-0.001,,
2024-03-01 03:01:00,21.58,98.2,3.548,4.616,125.3,9.57,0.0,984.252,0.0,,
2024-03-01 03:02:00,21.58,98.2,3.004,3.565,124.3,10.04,0.0,984.241,0.0,,
2024-03-01 03:03:00,21.58,98.3,2.972,3.732,122.0,17.41,0.0,984.251,0.0,,
2024-03-01 03:04:00,21.58,98.3,3.582,5.032,138.5,14.97,0.0,984.246,-0.001,,
2024-03-01 03:05:00,21.58,98.3,2.13,3.366,115.4,11.45,0.0,984.216,0.0,,
2024-03-01 03:06:00,21.58,98.3,3.767,4.432,117.3,9.87,0.0,984.21,-0.001,,
2024-03-01 03:07:00,21.58,98.3,2.407,2.933,111.1,27.8,0.0,984.196,-0.001,,
2024-03-01 03:08:00,21.58,98.3,3.099,4.099,120.9,11.37,0.0,984.176,-0.001,,
2024-03-01 03:09:00,21.58,98.3,2.7,3.065,112.4,16.04,0.0,984.191,0.0,,
2024-03-01 03:10:00,21.58,98.3,3.502,4.932,105.5,7.557,0.0,984.173,-0.001,,
2024-03-01 03:11:00,21.58,98.3,3.704,4.814,113.5,24.86,0.0,984.177,0.0,,
2024-03-01 03:12:00,21.58,98.3,3.104,4.631,116.1,15.19,0.0,984.164,-0.001,,
2024-03-01 03:13:00,21.58,98.3,3.573,5.015,116.5,17.55,0.0,984.153,-0.001,,
2024-03-01 03:14:00,21.58,98.3,3.118,3.766,120.7,9.31,0.0,984.147,-0.001,,
2024-03-01 03:15:00,21.58,98.3,3.458,3.881,113.9,12.23,0.0,984.163,-0.001,,
2024-03-01 03:16:00,21.58,98.3,2.965,3.749,115.6,17.96,0.0,984.186,-0.001,,
2024-03-01 03:17:00,21.61,98.3,3.021,3.432,117.1,12.22,0.0,984.193,0.0,,
2024-03-01 03:18:00,21.63,98.2,2.083,3.033,112.1,15.43,0.0,984.218,-0.001,,
2024-03-01 03:19:00,21.63,98.2,2.871,3.148,126.7,6.426,0.0,984.208,-0.001,,
2024-03-01 03:20:00,21.63,98.2,2.82,3.398,104.0,11.62,0.0,984.211,-0.001,,
2024-03-01 03:21:00,21.62,98.2,3.244,3.849,111.8,10.77,0.0,984.209,-0.001,,
2024-03-01 03:22:00,21.63,98.2,3.307,4.231,111.5,16.2,0.0,984.183,-0.001,,
2024-03-01 03:23:00,21.63,98.2,1.539,2.366,99.7,20.18,0.0,984.177,-0.001,,
2024-03-01 03:24:00,21.63,98.1,1.885,2.283,126.2,14.27,0.0,984.157,-0.001,,
2024-03-01 03:25:00,21.63,98.1,2.569,3.915,116.8,14.24,0.0,984.154,-0.001,,
2024-03-01 03:26:00,21.64,98.1,2.564,3.783,120.4,12.91,0.0,984.144,-0.001,,
2024-03-01 03:27:00,21.67,98.1,3.125,4.665,119.3,12.64,0.0,984.123,0.0,,
2024-03-01 03:28:00,21.67,98.1,3.577,4.731,120.2,11.22,0.0,984.11,-0.002,,
2024-03-01 03:29:00,21.67,98.1,1.63,2.632,121.3,7.912,0.0,984.103,-0.001,,
2024-03-01 03:30:00,21.67,98.1,1.7,2.183,115.7,16.83,0.0,984.081,-0.001,,
2024-03-01 03:31:00,21.67,98.0,2.298,3.048,118.4,15.68,0.0,984.041,-0.001,,
2024-03-01 03:32:00,21.67,98.0,3.012,4.214,117.7,16.82,0.0,984.021,-0.001,,
2024-03-01 03:33:00,21.67,98.0,2.244,3.898,124.5,16.94,0.0,984.009,-0.001,,
2024-03-01 03:34:00,21.67,98.0,3.815,4.282,113.2,6.126,0.0,984.016,0.0,,
2024-03-01 03:35:00,21.68,98.0,3.091,3.949,113.2,15.54,0.0,984.001,-0.001,,
2024-03-01 03:36:00,21.72,98.0,2.938,3.349,112.6,20.67,0.0,984.0,-0.001,,
2024-03-01 03:37:00,21.72,98.0,2.185,3.065,113.7,15.91,0.0,983.997,-0.001,,
2024-03-01 03:38:00,21.72,98.0,2.246,2.766,123.2,11.21,0.0,984.003,-0.001,,
2024-03-01 03:39:00,21.72,97.9,2.652,3.665,113.6,6.997,0.0,983.999,0.0,,
2024-03-01 03:40:00,21.72,97.9,2.302,2.632,118.0,15.8,0.0,984.033,-0.001,,
2024-03-01 03:41:00,21.72,97.9,3.538,4.782,122.3,12.82,0.0,984.038,-0.001,,
2024-03-01 03:42:00,21.72,97.9,2.574,3.616,115.2,10.23,0.0,984.07,-0.001,,
2024-03-01 03:43:00,21.72,97.8,2.399,3.232,108.5,17.32,0.0,984.088,-0.001,,
2024-03-01 03:44:00,21.76,97.7,2.297,3.016,120.2,5.071,0.0,984.09,0.0,,
2024-03-01 03:45:00,21.76,97.7,2.987,3.766,107.8,12.92,0.0,984.082,-0.001,,
2024-03-01 03:46:00,21.76,97.7,2.746,4.099,118.3,16.07,0.0,984.09,-0.001,,
2024-03-01 03:47:00,21.76,97.6,2.859,3.366,115.8,12.1,0.0,984.098,-0.002,,
2024-03-01 03:48:00,21.76,97.6,2.45,3.381,124.9,12.08,0.0,984.114,0.0,,
2024-03-01 03:49:00,21.76,97.6,3.13,3.699,106.8,16.66,0.0,984.107,-0.001,,
2024-03-01 03:50:00,21.79,97.5,3.199,3.766,117.2,19.12,0.0,984.096,-0.001,,
2024-03-01 03:51:00,21.81,97.5,3.191,3.783,111.9,8.25,0.0,984.108,-0.001,,
2024-03-01 03:52:00,21.81,97.4,2.776,3.249,122.7,17.89,0.0,984.089,-0.001,,
2024-03-01 03:53:00,21.81,97.3,2.625,3.398,117.3,6.008,0.0,984.113,-0.001,,
2024-03-01 03:54:00,21.81,97.3,3.346,4.015,112.4,8.95,0.0,984.128,-0.001,,
2024-03-01 03:55:00,21.81,97.3,2.208,3.232,114.1,16.02,0.0,984.133,-0.001,,
2024-03-01 03:56:00,21.81,97.3,3.108,4.881,119.7,9.97,0.0,984.15,-0.001,,
2024-03-01 03:57:00,21.81,97.3,3.276,4.932,107.4,6.672,0.0,984.149,-0.001,,
2024-03-01 03:58:00,21.81,97.2,2.662,3.582,115.1,19.23,0.0,984.145,-0.001,,
2024-03-01 03:59:00,21.81,97.2,2.547,4.148,104.8,9.82,0.0,984.138,-0.001,,
2024-03-01 04:00:00,21.81,97.2,2.868,3.449,109.1,18.43,0.0,984.143,-0.001,,
2024-03-01 04:01:00,21.81,97.2,3.016,4.165,121.7,8.66,0.0,984.125,-0.001,,
2024-03-01 04:02:00,21.81,97.2,3.274,4.214,118.4,12.71,0.0,984.143,-0.001,,
2024-03-01 04:03:00,21.81,97.2,3.351,4.616,97.5,17.64,0.0,984.14,-0.001,,
2024-03-01 04:04:00,21.81,97.1,4.051,5.032,123.9,7.026,0.0,984.133,-0.001,,
2024-03-01 04:05:00,21.81,97.1,2.446,3.283,104.4,11.88,0.0,984.125,-0.001,,
2024-03-01 04:06:00,21.83,97.1,1.569,2.832,113.8,10.13,0.0,984.106,-0.001,,
2024-03-01 04:07:00,21.86,97.1,2.785,3.932,107.4,8.55,0.0,984.102,-0.001,,
2024-03-01 04:08:00,21.85,97.1,2.433,3.766,117.6,19.73,0.0,984.103,-0.001,,
2024-03-01 04:09:00,21.85,97.0,1.95,2.499,121.3,12.52,0.0,984.114,-0.002,,
2024-03-01 04:10:00,21.86,97.1,2.955,3.832,117.0,11.91,0.0,984.132,-0.001,,
2024-03-01 04:11:00,21.85,97.0,4.692,5.199,120.1,9.06,0.0,984.134,-0.001,,
2024-03-01 04:12:00,21.86,97.0,4.293,5.63,107.1,13.27,0.0,984.138,-0.001,,
2024-03-01 04:13:00,21.86,97.0,3.407,4.432,112.9,15.28,0.0,984.132,-0.001,,
2024-03-01 04:14:00,21.85,97.0,2.941,3.449,121.9,12.14,0.0,984.152,-0.001,,
2024-03-01 04:15:00,21.85,97.0,1.838,2.649,118.0,16.72,0.0,984.156,0.0,,
2024-03-01 04:16:00,21.86,97.0,3.086,3.998,113.2,11.6,0.0,984.147,-0.001,,
2024-03-01 04:17:00,21.86,97.0,2.64,3.266,116.3,15.08,0.0,984.157,-0.001,,
2024-03-01 04:18:00,21.85,97.0,2.518,3.048,113.7,11.11,0.0,984.163,-0.001,,
2024-03-01 04:19:00,21.84,97.0,3.555,4.065,111.7,23.02,0.0,984.185,-0.001,,
2024-03-01 04:20:00,21.81,97.0,2.732,3.699,105.7,21.41,0.0,984.197,0.0,,
2024-03-01 04:21:00,21.81,97.0,2.774,4.248,119.7,14.55,0.0,984.188,-0.001,,
2024-03-01 04:22:00,21.81,97.0,2.13,3.199,116.1,31.55,0.0,984.196,-0.001,,
