Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Calakmul (cmul), Campeche
Lat 18.5956 N, Lon 89.4137 W, Alt 275 masl
Time UTC-6h
FlAGS describe the method used to calculte null values from metdata: IP = interpolation  LR= linear regresion for Temp_avg using PMT640 mass monitor
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s.1,deg,deg.1,mm,hPa,W/m^2,Temp_flag,RH_flag,WSpeed_flag,WSpeed_max_flag,WDIR_flag,WDIR_avg_flag,Rain_Tot_flag,Rad_flag
2024-05-01 00:26:00,25.14,92.4,1.675,2.616,122.4,16.47,0.0,978.556,-0.001,,,,,,,,
2024-05-01 00:27:00,25.14,92.4,1.669,2.298,103.0,15.77,0.0,978.55,-0.002,,,,,,,,
2024-05-01 00:28:00,25.14,92.4,2.737,3.349,110.3,5.975,0.0,978.542,-0.001,,,,,,,,
2024-05-01 00:29:00,25.14,92.5,2.419,2.882,111.6,10.54,0.0,978.53,-0.001,,,,,,,,
2024-05-01 00:30:00,25.11,92.5,2.402,3.533,119.0,15.72,0.0,978.526,-0.001,,,,,,,,
2024-05-01 00:31:00,25.1,92.5,2.298,3.099,117.4,8.25,0.0,978.503,-0.001,,,,,,,,
2024-05-01 00:32:00,25.1,92.5,2.372,3.298,129.6,19.9,0.0,978.482,-0.001,,,,,,,,
2024-05-01 00:33:00,25.1,92.5,2.543,3.516,137.2,15.31,0.0,978.434,-0.002,,,,,,,,
2024-05-01 00:34:00,25.1,92.6,2.678,4.199,114.2,14.42,0.0,978.399,-0.001,,,,,,,,
2024-05-01 00:35:00,25.1,92.6,2.191,3.366,115.2,17.69,0.0,978.352,-0.002,,,,,,,,
2024-05-01 00:36:00,25.1,92.6,3.126,4.165,140.3,19.76,0.0,978.331,-0.001,,,,,,,,
2024-05-01 00:37:00,25.1,92.6,2.465,3.082,135.3,15.78,0.0,978.301,-0.001,,,,,,,,
2024-05-01 00:38:00,25.1,92.6,2.055,3.033,149.4,22.39,0.0,978.297,-0.001,,,,,,,,
2024-05-01 00:39:00,25.1,92.6,2.577,4.048,129.5,11.1,0.0,978.308,-0.002,,,,,,,,
2024-05-01 00:40:00,25.13,92.5,2.771,3.283,138.2,6.826,0.0,978.294,-0.001,,,,,,,,
2024-05-01 00:41:00,25.15,92.5,2.161,2.582,132.0,10.96,0.0,978.287,-0.001,,,,,,,,
2024-05-01 00:42:00,25.14,92.4,2.341,3.398,151.6,15.86,0.0,978.27,-0.002,,,,,,,,
2024-05-01 00:43:00,25.14,92.4,1.824,2.2,131.4,19.29,0.0,978.271,-0.001,,,,,,,,
2024-05-01 00:44:00,25.14,92.3,3.07,4.099,129.3,13.8,0.0,978.25,-0.001,,,,,,,,
2024-05-01 00:45:00,25.14,92.3,2.718,3.465,119.6,23.5,0.0,978.264,-0.001,,,,,,,,
2024-05-01 00:46:00,25.15,92.2,4.66,5.098,129.2,7.956,0.0,978.243,-0.001,,,,,,,,
2024-05-01 00:47:00,25.19,92.1,3.06,3.998,133.8,11.5,0.0,978.225,-0.002,,,,,,,,
2024-05-01 00:48:00,25.19,92.1,3.349,4.015,132.6,18.54,0.0,978.243,-0.001,,,,,,,,
2024-05-01 00:49:00,25.19,92.0,2.346,3.148,136.9,28.84,0.0,978.258,-0.001,,,,,,,,
2024-05-01 00:50:00,25.2,92.0,2.096,3.099,123.6,15.17,0.0,978.251,-0.001,,,,,,,,
2024-05-01 00:51:00,25.24,91.9,1.481,2.499,128.5,15.25,0.0,978.233,-0.001,,,,,,,,
2024-05-01 00:52:00,25.23,91.8,3.131,5.098,125.8,26.18,0.0,978.235,-0.001,,,,,,,,
2024-05-01 00:53:00,25.25,91.7,3.069,3.915,148.1,18.91,0.0,978.247,-0.001,,,,,,,,
2024-05-01 00:54:00,25.28,91.7,3.24,4.315,134.1,14.24,0.0,978.253,-0.001,,,,,,,,
2024-05-01 00:55:00,25.28,91.6,3.245,3.849,121.1,19.41,0.0,978.272,-0.001,,,,,,,,
2024-05-01 00:56:00,25.33,91.4,6.159,7.614,125.3,12.69,0.0,978.248,-0.001,,,,,,,,
2024-05-01 00:57:00,25.34,91.4,3.424,5.698,140.7,12.14,0.0,978.272,-0.002,,,,,,,,
2024-05-01 00:58:00,25.37,91.3,3.318,5.381,116.7,13.36,0.0,978.268,-0.001,,,,,,,,
2024-05-01 00:59:00,25.37,91.3,3.828,4.432,117.4,10.1,0.0,978.259,-0.002,,,,,,,,
2024-05-01 01:00:00,25.37,91.3,3.169,4.231,118.0,9.59,0.0,978.238,-0.001,,,,,,,,
2024-05-01 01:01:00,25.37,91.3,4.01,5.098,122.7,13.51,0.0,978.238,-0.001,,,,,,,,
2024-05-01 01:02:00,25.37,91.3,4.279,5.131,129.2,8.32,0.0,978.22,-0.001,,,,,,,,
2024-05-01 01:03:00,25.37,91.3,3.026,4.065,116.9,18.38,0.0,978.221,-0.002,,,,,,,,
2024-05-01 01:04:00,25.37,91.3,1.996,3.533,121.2,15.91,0.0,978.222,-0.001,,,,,,,,
2024-05-01 01:05:00,25.37,91.3,2.055,2.565,140.6,16.59,0.0,978.254,-0.001,,,,,,,,
2024-05-01 01:06:00,25.37,91.3,2.671,3.582,126.8,24.15,0.0,978.251,-0.001,,,,,,,,
2024-05-01 01:07:00,25.37,91.3,2.916,3.349,134.7,15.81,0.0,978.31,-0.002,,,,,,,,
2024-05-01 01:08:00,25.39,91.3,2.154,2.882,141.7,43.04,0.0,978.321,-0.001,,,,,,,,
2024-05-01 01:09:00,25.42,91.2,4.704,6.664,130.8,9.9,0.0,978.299,-0.001,,,,,,,,
2024-05-01 01:10:00,25.42,91.2,3.954,4.381,128.3,10.61,0.0,978.277,-0.002,,,,,,,,
2024-05-01 01:11:00,25.42,91.3,3.24,4.015,121.0,9.39,0.0,978.261,-0.001,,,,,,,,
2024-05-01 01:12:00,25.42,91.3,5.331,5.797,122.1,11.57,0.0,978.226,-0.001,,,,,,,,
2024-05-01 01:13:00,25.42,91.2,3.222,3.832,115.8,15.66,0.0,978.212,-0.001,,,,,,,,
2024-05-01 01:14:00,25.42,91.2,1.867,2.548,133.9,21.97,0.0,978.196,-0.001,,,,,,,,
2024-05-01 01:15:00,25.42,91.3,2.222,3.131,133.6,11.58,0.0,978.199,-0.001,,,,,,,,
2024-05-01 01:16:00,25.41,91.2,4.267,4.848,125.0,8.32,0.0,978.18,-0.001,,,,,,,,
2024-05-01 01:17:00,25.42,91.2,3.934,4.848,118.3,9.66,0.0,978.191,-0.002,,,,,,,,
2024-05-01 01:18:00,25.42,91.3,2.929,3.898,124.8,30.34,0.0,978.176,-0.001,,,,,,,,
2024-05-01 01:19:00,25.42,91.2,4.043,5.515,129.8,11.63,0.0,978.199,-0.001,,,,,,,,
2024-05-01 01:20:00,25.42,91.0,5.586,6.564,122.5,8.03,0.0,978.242,-0.001,,,,,,,,
2024-05-01 01:21:00,25.42,91.0,4.323,5.331,120.7,4.602,0.0,978.25,-0.001,,,,,,,,
2024-05-01 01:22:00,25.42,91.0,3.993,5.081,120.2,5.68,0.0,978.262,-0.001,,,,,,,,
2024-05-01 01:23:00,25.42,91.0,3.335,4.449,118.7,13.05,0.0,978.226,-0.001,,,,,,,,
2024-05-01 01:24:00,25.42,90.9,3.215,4.349,109.4,15.75,0.0,978.242,-0.001,,,,,,,,
2024-05-01 01:25:00,25.42,90.9,2.491,3.082,116.8,26.03,0.0,978.247,-0.001,,,,,,,,
2024-05-01 01:26:00,25.42,90.9,4.556,6.047,113.2,8.78,0.0,978.232,-0.001,,,,,,,,
2024-05-01 01:27:00,25.42,90.6,4.289,6.181,122.9,7.831,0.0,978.208,-0.001,,,,,,,,
2024-05-01 01:28:00,25.42,90.4,3.201,3.981,124.4,9.48,0.0,978.205,-0.001,,,,,,,,
2024-05-01 01:29:00,25.42,90.5,3.344,4.582,116.5,12.96,0.0,978.193,-0.001,,,,,,,,
2024-05-01 01:30:00,25.42,90.6,2.402,3.998,114.6,16.21,0.0,978.176,-0.001,,,,,,,,
2024-05-01 01:31:00,25.42,90.6,2.213,3.199,117.9,22.96,0.0,978.154,-0.001,,,,,,,,
2024-05-01 01:32:00,25.42,90.6,3.354,4.199,113.4,12.24,0.0,978.149,-0.001,,,,,,,,
2024-05-01 01:33:00,25.42,90.6,2.749,3.199,116.2,11.43,0.0,978.141,-0.001,,,,,,,,
2024-05-01 01:34:00,25.42,90.6,2.582,4.699,110.0,13.28,0.0,978.164,-0.001,,,,,,,,
2024-05-01 01:35:00,25.42,90.6,2.868,4.248,130.8,19.58,0.0,978.128,-0.001,,,,,,,,
2024-05-01 01:36:00,25.42,90.6,2.147,3.016,119.7,4.067,0.0,978.141,-0.001,,,,,,,,
2024-05-01 01:37:00,25.42,90.6,2.785,3.582,112.0,10.27,0.0,978.145,-0.001,,,,,,,,
2024-05-01 01:38:00,25.42,90.6,2.577,3.766,115.6,9.58,0.0,978.146,-0.001,,,,,,,,
2024-05-01 01:39:00,25.42,90.6,4.041,5.681,110.9,12.35,0.0,978.151,-0.001,,,,,,,,
2024-05-01 01:40:00,25.42,90.6,3.993,5.481,115.6,32.37,0.0,978.149,-0.001,,,,,,,,
2024-05-01 01:41:00,25.42,90.6,4.665,6.098,108.2,17.7,0.0,978.152,-0.001,,,,,,,,
2024-05-01 01:42:00,25.42,90.6,3.152,3.881,116.1,15.25,0.0,978.138,-0.001,,,,,,,,
2024-05-01 01:43:00,25.42,90.6,2.56,3.949,106.1,28.21,0.0,978.126,-0.001,,,,,,,,
2024-05-01 01:44:00,25.42,90.7,2.827,3.815,113.0,12.69,0.0,978.103,-0.001,,,,,,,,
2024-05-01 01:45:00,25.42,90.7,2.601,3.315,129.7,14.76,0.0,978.087,-0.001,,,,,,,,
2024-05-01 01:46:00,25.42,90.8,3.018,3.432,104.6,13.89,0.0,978.08,-0.001,,,,,,,,
2024-05-01 01:47:00,25.42,90.8,1.761,2.766,112.8,28.47,0.0,978.064,-0.001,,,,,,,,
2024-05-01 01:48:00,25.42,90.8,3.524,4.432,112.5,12.5,0.0,978.052,-0.001,,,,,,,,
2024-05-01 01:49:00,25.42,90.9,4.252,4.998,113.3,15.32,0.0,978.058,-0.001,,,,,,,,
2024-05-01 01:50:00,25.42,90.9,2.638,4.116,128.0,19.9,0.0,978.049,-0.001,,,,,,,,
2024-05-01 01:51:00,25.41,91.0,3.929,5.381,122.3,14.94,0.0,978.019,-0.001,,,,,,,,
2024-05-01 01:52:00,25.37,90.9,4.06,5.032,108.0,11.62,0.0,978.02,-0.001,,,,,,,,
2024-05-01 01:53:00,25.37,90.9,4.616,5.598,109.9,12.5,0.0,977.994,-0.001,,,,,,,,
2024-05-01 01:54:00,25.37,90.9,4.116,4.915,120.6,7.945,0.0,977.996,-0.001,,,,,,,,
2024-05-01 01:55:00,25.33,91.0,4.463,5.865,110.5,8.89,0.0,977.976,-0.001,,,,,,,,
2024-05-01 01:56:00,25.32,91.0,3.699,5.481,118.0,5.56,0.0,977.999,-0.001,,,,,,,,
2024-05-01 01:57:00,25.33,91.0,3.888,6.032,125.4,10.85,0.0,977.992,-0.001,,,,,,,,
2024-05-01 01:58:00,25.32,91.1,3.613,5.131,114.3,8.95,0.0,977.982,-0.001,,,,,,,,
2024-05-01 01:59:00,25.33,91.1,3.332,4.199,119.6,16.48,0.0,977.998,-0.001,,,,,,,,
2024-05-01 02:00:00,25.32,91.1,3.23,4.332,118.7,15.23,0.0,977.976,-0.001,,,,,,,,
2024-05-01 02:01:00,25.32,91.1,2.63,3.832,121.5,15.45,0.0,977.966,-0.001,,,,,,,,
2024-05-01 02:02:00,25.33,91.2,3.266,3.949,109.8,12.02,0.0,977.934,-0.001,,,,,,,,
2024-05-01 02:03:00,25.32,91.2,3.193,3.981,117.1,17.28,0.0,977.921,-0.001,,,,,,,,
2024-05-01 02:04:00,25.28,91.1,2.752,4.532,128.4,12.27,0.0,977.922,-0.001,,,,,,,,
2024-05-01 02:05:00,25.28,91.1,2.23,2.95,120.3,11.54,0.0,977.897,-0.002,,,,,,,,
2024-05-01 02:06:00,25.28,91.1,2.526,3.599,129.1,18.83,0.0,977.881,-0.001,,,,,,,,
2024-05-01 02:07:00,25.28,91.1,2.332,3.482,113.5,24.05,0.0,977.877,-0.001,,,,,,,,
2024-05-01 02:08:00,25.28,91.2,2.963,4.699,120.6,13.64,0.0,977.866,-0.002,,,,,,,,
2024-05-01 02:09:00,25.28,91.2,2.166,2.982,115.5,16.7,0.0,977.851,-0.001,,,,,,,,
2024-05-01 02:10:00,25.26,91.2,3.495,4.082,102.2,18.63,0.0,977.832,-0.001,,,,,,,,
2024-05-01 02:11:00,25.23,91.3,2.38,2.783,111.9,9.07,0.0,977.804,-0.002,,,,,,,,
2024-05-01 02:12:00,25.23,91.4,3.449,4.548,107.5,8.28,0.0,977.81,-0.001,,,,,,,,
2024-05-01 02:13:00,25.23,91.4,2.912,4.515,112.1,12.84,0.0,977.799,-0.001,,,,,,,,
2024-05-01 02:14:00,25.21,91.4,4.468,5.498,116.8,12.91,0.0,977.803,-0.001,,,,,,,,
2024-05-01 02:15:00,25.19,91.5,4.525,6.265,102.5,11.15,0.0,977.796,-0.001,,,,,,,,
2024-05-01 02:16:00,25.19,91.4,4.038,5.464,109.7,8.04,0.0,977.802,-0.001,,,,,,,,
2024-05-01 02:17:00,25.19,91.3,2.701,3.449,109.6,15.48,0.0,977.825,-0.001,,,,,,,,
2024-05-01 02:18:00,25.19,91.3,3.568,4.015,117.2,18.81,0.0,977.815,-0.001,,,,,,,,
2024-05-01 02:19:00,25.19,91.3,2.882,3.815,116.7,16.85,0.0,977.804,-0.001,,,,,,,,
2024-05-01 02:20:00,25.15,91.4,3.381,3.949,108.3,25.4,0.0,977.799,-0.001,,,,,,,,
2024-05-01 02:21:00,25.14,91.5,2.752,3.915,123.9,14.35,0.0,977.787,-0.001,,,,,,,,
2024-05-01 02:22:00,25.14,91.6,3.601,4.381,111.7,7.09,0.0,977.794,-0.001,,,,,,,,
2024-05-01 02:23:00,25.09,91.6,3.29,4.248,119.3,7.909,0.0,977.802,-0.001,,,,,,,,
2024-05-01 02:24:00,25.1,91.6,3.512,4.082,118.2,11.61,0.0,977.819,-0.001,,,,,,,,
2024-05-01 02:25:00,25.1,91.6,2.749,4.265,133.3,17.24,0.0,977.838,-0.001,,,,,,,,
2024-05-01 02:26:00,25.05,91.5,4.621,5.981,114.9,10.48,0.0,977.812,-0.002,,,,,,,,
2024-05-01 02:27:00,25.05,91.4,3.14,4.298,114.8,17.01,0.0,977.82,-0.001,,,,,,,,
2024-05-01 02:28:00,25.05,91.4,3.199,4.616,117.5,14.5,0.0,977.801,-0.001,,,,,,,,
2024-05-01 02:29:00,25.05,91.4,3.669,4.015,111.0,12.12,0.0,977.799,-0.001,,,,,,,,
2024-05-01 02:30:00,25.05,91.4,3.315,4.265,116.2,9.76,0.0,977.787,-0.002,,,,,,,,
2024-05-01 02:31:00,25.05,91.5,3.415,4.748,119.2,10.11,0.0,977.769,-0.001,,,,,,,,
2024-05-01 02:32:00,25.05,91.6,3.857,5.498,119.6,7.337,0.0,977.772,-0.001,,,,,,,,
2024-05-01 02:33:00,25.05,91.6,5.418,7.031,122.9,8.08,0.0,977.773,-0.002,,,,,,,,
2024-05-01 02:34:00,25.03,91.7,4.784,5.432,117.9,6.668,0.0,977.737,-0.001,,,,,,,,
2024-05-01 02:35:00,25.01,91.7,3.621,4.981,134.3,20.6,0.0,977.744,-0.001,,,,,,,,
2024-05-01 02:36:00,25.01,91.7,3.388,3.798,113.1,8.61,0.0,977.743,-0.001,,,,,,,,
2024-05-01 02:37:00,25.01,91.7,3.643,4.565,137.8,15.47,0.0,977.736,-0.001,,,,,,,,
2024-05-01 02:38:00,25.01,91.7,2.73,3.682,122.0,13.03,0.0,977.756,-0.001,,,,,,,,
2024-05-01 02:39:00,25.01,91.7,3.301,4.199,119.4,7.288,0.0,977.738,-0.001,,,,,,,,
2024-05-01 02:40:00,25.01,91.8,2.802,3.849,142.3,26.95,0.0,977.754,-0.001,,,,,,,,
2024-05-01 02:41:00,25.01,91.8,3.041,4.915,126.2,18.04,0.0,977.743,-0.001,,,,,,,,
2024-05-01 02:42:00,25.01,91.8,4.677,5.731,128.0,7.108,0.0,977.772,-0.001,,,,,,,,
2024-05-01 02:43:00,25.01,91.9,3.223,4.381,120.2,9.62,0.0,977.748,-0.001,,,,,,,,
2024-05-01 02:44:00,25.01,91.9,3.012,3.699,115.7,13.8,0.0,977.729,-0.001,,,,,,,,
2024-05-01 02:45:00,25.0,92.0,2.538,2.95,112.5,13.7,0.0,977.746,-0.001,,,,,,,,
2024-05-01 02:46:00,25.01,92.0,2.635,3.981,132.2,12.15,0.0,977.735,0.0,,,,,,,,
2024-05-01 02:47:00,25.01,92.0,2.647,3.533,114.4,20.13,0.0,977.74,-0.001,,,,,,,,
2024-05-01 02:48:00,25.01,92.0,3.266,3.949,117.0,11.7,0.0,977.75,-0.001,,,,,,,,
2024-05-01 02:49:00,25.01,92.0,2.205,3.033,129.7,19.81,0.0,977.734,-0.001,,,,,,,,
2024-05-01 02:50:00,25.01,92.0,4.665,4.932,123.1,8.01,0.0,977.744,0.0,,,,,,,,
2024-05-01 02:51:00,25.01,92.0,4.087,5.032,112.0,12.98,0.0,977.695,-0.001,,,,,,,,
2024-05-01 02:52:00,25.01,92.0,4.017,5.265,126.7,7.44,0.0,977.735,-0.001,,,,,,,,
2024-05-01 02:53:00,25.01,92.0,4.109,5.914,112.5,15.67,0.0,977.704,-0.001,,,,,,,,
2024-05-01 02:54:00,25.01,91.9,4.131,4.831,109.3,16.82,0.0,977.757,-0.001,,,,,,,,
2024-05-01 02:55:00,25.01,91.9,3.188,4.898,111.5,15.46,0.0,977.752,-0.001,,,,,,,,
2024-05-01 02:56:00,25.01,92.0,4.048,5.047,115.7,8.1,0.0,977.771,-0.001,,,,,,,,
2024-05-01 02:57:00,25.0,92.0,4.099,4.949,112.7,5.863,0.0,977.769,-0.001,,,,,,,,
2024-05-01 02:58:00,25.01,92.0,3.177,4.782,119.1,19.3,0.0,977.763,-0.001,,,,,,,,
2024-05-01 02:59:00,25.01,92.0,4.201,5.398,120.4,9.2,0.0,977.766,-0.001,,,,,,,,
2024-05-01 03:00:00,25.01,91.9,3.49,4.231,117.5,15.38,0.0,977.761,-0.001,,,,,,,,
2024-05-01 03:01:00,25.0,91.8,3.371,4.265,121.2,12.08,0.0,977.753,-0.001,,,,,,,,
2024-05-01 03:02:00,25.01,91.7,2.943,3.964,119.0,4.797,0.0,977.765,-0.001,,,,,,,,
2024-05-01 03:03:00,25.01,91.7,4.345,6.514,127.0,13.95,0.0,977.758,-0.001,,,,,,,,
2024-05-01 03:04:00,25.0,91.7,2.565,4.332,104.4,18.36,0.0,977.779,-0.001,,,,,,,,
2024-05-01 03:05:00,25.01,91.7,2.757,3.665,115.7,14.75,0.0,977.785,-0.001,,,,,,,,
2024-05-01 03:06:00,25.0,91.6,4.078,5.581,110.7,15.02,0.0,977.759,-0.001,,,,,,,,
2024-05-01 03:07:00,25.01,91.5,4.576,5.449,119.2,5.305,0.0,977.749,-0.001,,,,,,,,
2024-05-01 03:08:00,25.01,91.4,2.706,4.265,114.2,17.8,0.0,977.762,-0.001,,,,,,,,
2024-05-01 03:09:00,25.0,91.4,3.196,4.332,110.7,24.34,0.0,977.753,-0.002,,,,,,,,
2024-05-01 03:10:00,25.0,91.4,4.032,5.047,115.6,13.11,0.0,977.749,-0.001,,,,,,,,
2024-05-01 03:11:00,25.01,91.4,3.963,5.481,123.8,7.752,0.0,977.748,-0.001,,,,,,,,
2024-05-01 03:12:00,25.01,91.5,3.82,4.964,109.7,18.43,0.0,977.731,-0.001,,,,,,,,
2024-05-01 03:13:00,25.01,91.5,4.41,5.581,109.6,15.0,0.0,977.736,-0.001,,,,,,,,
2024-05-01 03:14:00,25.01,91.5,3.055,3.866,125.1,9.77,0.0,977.721,-0.001,,,,,,,,
2024-05-01 03:15:00,25.01,91.5,2.232,3.749,123.8,11.69,0.0,977.693,-0.001,,,,,,,,
2024-05-01 03:16:00,25.01,91.6,4.371,5.964,126.3,14.68,0.0,977.699,-0.001,,,,,,,,
2024-05-01 03:17:00,25.01,91.6,2.594,3.415,107.2,11.32,0.0,977.706,-0.002,,,,,,,,
2024-05-01 03:18:00,25.01,91.6,2.951,4.231,114.1,12.17,0.0,977.7,-0.001,,,,,,,,
2024-05-01 03:19:00,25.01,91.6,3.854,5.282,120.3,12.92,0.0,977.711,-0.001,,,,,,,,
2024-05-01 03:20:00,25.01,91.6,3.218,4.231,117.0,15.19,0.0,977.7,-0.002,,,,,,,,
2024-05-01 03:21:00,25.01,91.6,3.749,4.199,113.6,13.92,0.0,977.703,-0.001,,,,,,,,
2024-05-01 03:22:00,25.01,91.7,3.359,4.881,121.4,9.62,0.0,977.682,-0.001,,,,,,,,
2024-05-01 03:23:00,25.01,91.7,3.951,4.648,125.3,16.52,0.0,977.639,-0.001,,,,,,,,
2024-05-01 03:24:00,25.01,91.7,2.706,3.499,114.7,18.37,0.0,977.623,-0.001,,,,,,,,
2024-05-01 03:25:00,25.01,91.6,3.079,3.715,116.0,7.176,0.0,977.614,-0.001,,,,,,,,
2024-05-01 03:26:00,25.0,91.6,3.494,4.831,142.7,35.87,0.0,977.608,-0.001,,,,,,,,
2024-05-01 03:27:00,25.01,91.6,3.609,4.565,128.2,12.7,0.0,977.631,-0.001,,,,,,,,
2024-05-01 03:28:00,25.01,91.6,3.626,4.432,121.2,12.8,0.0,977.632,-0.001,,,,,,,,
2024-05-01 03:29:00,25.01,91.6,2.727,4.231,128.8,14.96,0.0,977.651,-0.001,,,,,,,,
2024-05-01 03:30:00,25.01,91.6,2.802,3.998,133.0,9.89,0.0,977.669,-0.001,,,,,,,,
2024-05-01 03:31:00,25.0,91.6,2.035,3.449,130.8,22.26,0.0,977.667,-0.001,,,,,,,,
2024-05-01 03:32:00,25.01,91.6,3.152,3.398,113.3,5.22,0.0,977.654,-0.001,,,,,,,,
2024-05-01 03:33:00,25.01,91.7,2.814,3.266,131.4,18.29,0.0,977.638,-0.002,,,,,,,,
2024-05-01 03:34:00,25.01,91.7,1.913,2.599,109.9,13.25,0.0,977.632,-0.001,,,,,,,,
2024-05-01 03:35:00,25.01,91.8,2.508,3.964,121.9,20.58,0.0,977.626,-0.001,,,,,,,,
2024-05-01 03:36:00,25.01,91.8,2.499,3.148,123.6,15.43,0.0,977.638,-0.001,,,,,,,,
2024-05-01 03:37:00,25.01,91.8,2.455,3.533,124.3,8.76,0.0,977.654,-0.002,,,,,,,,
2024-05-01 03:38:00,25.0,91.8,2.018,3.099,121.2,12.48,0.0,977.668,-0.001,,,,,,,,
2024-05-01 03:39:00,25.01,91.9,2.48,3.199,108.5,9.14,0.0,977.682,-0.001,,,,,,,,
2024-05-01 03:40:00,25.01,91.9,2.491,3.381,123.8,10.19,0.0,977.729,-0.001,,,,,,,,
2024-05-01 03:41:00,25.01,91.9,2.433,3.283,105.8,13.49,0.0,977.753,-0.001,,,,,,,,
2024-05-01 03:42:00,25.01,91.9,2.88,3.465,109.7,15.95,0.0,977.772,-0.001,,,,,,,,
2024-05-01 03:43:00,25.01,91.9,2.807,3.599,114.8,17.23,0.0,977.802,-0.001,,,,,,,,
2024-05-01 03:44:00,25.01,91.9,2.788,3.516,112.8,11.0,0.0,977.829,-0.001,,,,,,,,
2024-05-01 03:45:00,25.01,91.8,2.555,3.932,124.0,15.48,0.0,977.844,-0.001,,,,,,,,
2024-05-01 03:46:00,25.0,91.8,3.801,4.298,112.7,9.34,0.0,977.86,-0.001,,,,,,,,
2024-05-01 03:47:00,25.01,91.8,2.625,3.915,128.8,21.44,0.0,977.89,-0.001,,,,,,,,
2024-05-01 03:48:00,25.05,91.7,2.965,3.482,121.5,19.6,0.0,977.895,-0.001,,,,,,,,
